"Host","p.interaction"
"Rousettus_leschenaultii",0.563967813617542
"Rousettus_aegyptiacus",0.560201511205534
"Eidolon_helvum",0.537129560892214
"Artibeus_lituratus",0.525327690116712
"Carollia_perspicillata",0.487683297193069
"Artibeus_jamaicensis",0.453931927652572
"Micropteropus_pusillus",0.420153177173309
"Rhinolophus_ferrumequinum",0.413977743323759
"Cynopterus_sphinx",0.413279948067252
"Scotophilus_kuhlii",0.410330873680036
"Eonycteris_spelaea",0.406228771898258
"Pteropus_alecto",0.401732584497902
"Miniopterus_schreibersii",0.40107515092308
"Glossophaga_soricina",0.400293242045296
"Molossus_rufus",0.398743423231681
"Desmodus_rotundus",0.398223248245644
"Sturnira_lilium",0.395114056534723
"Artibeus_phaeotis",0.392551208112327
"Phyllostomus_hastatus",0.383795538333184
"Epomops_franqueti",0.382971835065049
"Pipistrellus_pipistrellus",0.36967942876275
"Epomophorus_gambianus",0.367657397348444
"Myotis_nigricans",0.360244386436836
"Eptesicus_fuscus",0.358421380657089
"Myotis_lucifugus",0.357604132982691
"Myotis_daubentonii",0.353949767607437
"Cynopterus_brachyotis",0.351412450316799
"Pteropus_giganteus",0.351286521435708
"Tadarida_brasiliensis",0.350362233544715
"Pteronotus_parnellii",0.346047676217717
"Hipposideros_armiger",0.340832782762804
"Myotis_septentrionalis",0.338415418901449
"Hipposideros_caffer",0.335412576111968
"Rhinolophus_affinis",0.334430975904826
"Rhinolophus_sinicus",0.32876261677116
"Uroderma_bilobatum",0.320804240596999
"Rousettus_amplexicaudatus",0.304817815626024
"Pipistrellus_kuhlii",0.301862943208084
"Hypsignathus_monstrosus",0.298780269821316
"Murina_leucogaster",0.295455391271615
"Eptesicus_serotinus",0.294865127134886
"Rhinolophus_pusillus",0.294080950068804
"Rhinolophus_euryale",0.293684507869073
"Pipistrellus_abramus",0.290790046295485
"Carollia_brevicauda",0.289798181248013
"Hipposideros_pomona",0.289107307015719
"Pteropus_poliocephalus",0.289074154671477
"Pteropus_scapulatus",0.288634247101814
"Myotis_keenii",0.287371634737154
"Molossus_molossus",0.287033837561553
"Pteronotus_davyi",0.286692981807326
"Chaerephon_pumilus",0.284619128065028
"Nycteris_gambiensis",0.284340615005817
"Myotis_ricketti",0.283097764581465
"Taphozous_perforatus",0.280358717860366
"Rhinolophus_clivosus",0.26793248710537
"Rhinolophus_rex",0.267490005547004
"Rhinolophus_eloquens",0.253414032851128
"Myotis_velifer",0.239781018236258
"Myotis_volans",0.234755918676191
"Myotis_riparius",0.234617635473813
"Epomophorus_labiatus",0.233751148964662
"Myotis_dasycneme",0.233654718794717
"Myotis_myotis",0.232275332422844
"Megaloglossus_woermanni",0.230605185235817
"Myotis_nattereri",0.230240735490546
"Myotis_blythii",0.230108552907745
"Eidolon_dupreanum",0.229725333233697
"Pipistrellus_nathusii",0.228177107779835
"Scotophilus_dinganii",0.228088447750012
"Pipistrellus_subflavus",0.227541124497608
"Mormoops_megalophylla",0.227108764106412
"Cynomops_abrasus",0.226928454272163
"Myotis_mystacinus",0.226382908632068
"Pteropus_lylei",0.226183594160229
"Dobsonia_moluccensis",0.225891342884591
"Plecotus_auritus",0.225401079821401
"Barbastella_barbastellus",0.224926542924278
"Cynomops_planirostris",0.224880268437492
"Nyctalus_noctula",0.224804685598464
"Hypsugo_savii",0.224459268426068
"Eumops_glaucinus",0.224448316883034
"Lasiurus_cinereus",0.22411619107295
"Pteropus_hypomelanus",0.223422631795152
"Scotophilus_leucogaster",0.223371264989343
"Pteropus_conspicillatus",0.223134925390067
"Taphozous_melanopogon",0.222960288646608
"Phyllostomus_discolor",0.222442938310638
"Pteropus_vampyrus",0.222405280315519
"Hipposideros_bicolor",0.222362786022074
"Myotis_emarginatus",0.221865196796999
"Neoromicia_capensis",0.22171844078242
"Nyctinomops_laticaudatus",0.221578935851909
"Anoura_geoffroyi",0.221331786750554
"Artibeus_cinereus",0.221303848173857
"Rhinopoma_hardwickii",0.220346678836543
"Triaenops_persicus",0.220305645388368
"Mops_condylurus",0.220037945455146
"Hipposideros_pratti",0.219943638220576
"Hipposideros_larvatus",0.219743519139163
"Hipposideros_ruber",0.21931036954086
"Vespertilio_sinensis",0.218683467767607
"Hipposideros_abae",0.216556397634689
"Platyrrhinus_helleri",0.21621171176547
"Miniopterus_inflatus",0.216083681746243
"Pteropus_rufus",0.214890503850704
"Natalus_tumidirostris",0.213839364384607
"Chaerephon_plicatus",0.213808051097293
"Rhinolophus_mehelyi",0.199607623642584
"Rhinolophus_rouxii",0.189965830825198
"Rhinolophus_capensis",0.186136982631051
"Rhinolophus_stheno",0.185057193996194
"Rhinolophus_blasii",0.184665430847839
"Rhinolophus_creaghi",0.184315948947129
"Rhinolophus_simulator",0.184151665726037
"Rhinolophus_coelophyllus",0.183500115448959
"Rhinolophus_megaphyllus",0.183268258251825
"Rhinolophus_hildebrandtii",0.183115525373759
"Rhinolophus_shameli",0.182181126332686
"Rhinolophus_thomasi",0.179849147377356
"Rhinolophus_hipposideros",0.179323679126708
"Rhinolophus_pearsonii",0.179169577318389
"Rhinolophus_macrotis",0.178887506594308
"Epomophorus_wahlbergi",0.165315190240774
"Epomops_dobsonii",0.165144995604701
"Myotis_leibii",0.162819980995035
"Hipposideros_vittatus",0.160743072415893
"Dobsonia_anderseni",0.15881805486877
"Myotis_californicus",0.158424968421599
"Eptesicus_furinalis",0.158367254815253
"Pipistrellus_inexspectatus",0.158101266485952
"Antrozous_pallidus",0.157893217867931
"Pteropus_neohibernicus",0.157874360242146
"Lasionycteris_noctivagans",0.157779593271089
"Eumops_patagonicus",0.156669562986114
"Mimon_crenulatum",0.156640596917585
"Eumops_perotis",0.156607649545342
"Chalinolobus_gouldii",0.156283011524698
"Pipistrellus_pygmaeus",0.156229514843563
"Hipposideros_commersoni",0.156059074931198
"Syconycteris_australis",0.155670596618034
"Hipposideros_lekaguli",0.155430663671145
"Scotophilus_nux",0.155267732947237
"Micronycteris_megalotis",0.154945940212525
"Myotis_austroriparius",0.153816856091675
"Murina_aurata",0.153810018710545
"Myonycteris_torquata",0.153727581591737
"Myotis_longipes",0.153497875157235
"Pipistrellus_coromandra",0.153417383480096
"Lasiurus_ega",0.153269990692566
"Myotis_albescens",0.15322445617467
"Myotis_yumanensis",0.153194381508891
"Eptesicus_diminutus",0.153136635807263
"Pipistrellus_hesperus",0.153103001600784
"Myotis_punicus",0.153093085432771
"Euderma_maculatum",0.152957179803754
"Corynorhinus_townsendii",0.15285495883604
"Eptesicus_brasiliensis",0.152786209060127
"Myotis_thysanodes",0.152570565670063
"Natalus_stramineus",0.152515292292156
"Vespadelus_baverstocki",0.152484414366037
"Nyctalus_plancyi",0.152456776211249
"Artibeus_fimbriatus",0.152436794548125
"Nycteris_nana",0.152397917026552
"Ptenochirus_jagori",0.15228535381559
"Myotis_chiloensis",0.152262308226002
"Tylonycteris_pachypus",0.152248637316716
"Megaerops_niphanae",0.152233440137247
