"","host_species","betacov","pred"
"1","Eidolon helvum",1,0.620911675281931
"2","Epomophorus gambianus",1,0.430940771050845
"3","Epomops franqueti",1,0.332726158658211
"4","Hypsignathus monstrosus",0,0.357938274218652
"5","Micropteropus pusillus",1,0.347761830293834
"6","Miniopterus inflatus",0,0.0585235697151397
"7","Miniopterus schreibersii",1,0.486501556345025
"8","Mops condylurus",1,0.239849371008284
"9","Myonycteris torquata",0,0.289643224687619
"10","Rhinolophus eloquens",0,0.0211555845434515
"11","Rousettus aegyptiacus",1,0.712537995989957
"12","Rousettus amplexicaudatus",1,0.293585663402154
"13","Cynopterus brachyotis",1,0.43559503240305
"14","Cynopterus sphinx",1,0.609958131333289
"15","Emballonura alecto",0,0.0722342448609964
"16","Eonycteris spelaea",1,0.436227349430483
"17","Epomops buettikoferi",0,0.178809773290191
"18","Haplonycteris fischeri",0,0.132100960286329
"19","Hipposideros armiger",1,0.361654703145646
"20","Hipposideros caffer",1,0.421558407115262
"21","Hipposideros cineraceus",0,0.14617856865818
"22","Hipposideros commersoni",1,0.30213106610118
"23","Hipposideros diadema",0,0.114645380046694
"24","Hipposideros larvatus",0,0.209424864351695
"25","Hipposideros pomona",0,0.219997917496554
"26","Lissonycteris angolensis",0,0.310386746473039
"27","Macroglossus minimus",0,0.171571924011736
"28","Miniopterus australis",0,0.0267496708474846
"29","Miniopterus pusillus",0,0.10604097377023
"30","Miniopterus tristis",0,0.0390457033043538
"31","Myotis chinensis",0,0.234114317225827
"32","Myotis daubentonii",1,0.461096158278679
"33","Myotis davidii",0,0.00996124152104293
"34","Myotis fimbriatus",0,0.0746302769772935
"35","Nanonycteris veldkampii",0,0.141895374123813
"36","Nycteris hispida",0,0.143501782462903
"37","Pipistrellus javanicus",0,0.2090032882095
"38","Pipistrellus pipistrellus",1,0.427895741584042
"39","Ptenochirus jagori",1,0.166693030757001
"40","Rhinolophus affinis",1,0.314250318698923
"41","Rhinolophus arcuatus",0,0.0402239863479005
"42","Rhinolophus ferrumequinum",1,0.527975911931173
"43","Rhinolophus pearsonii",1,0.3232376161336
"44","Rhinolophus pusillus",1,0.147113905050871
"45","Rhinolophus rufus",0,0.0147140496164396
"46","Rhinolophus sinicus",1,0.195864369202376
"47","Rousettus leschenaultii",1,0.616597646318257
"48","Scotophilus kuhlii",0,0.0236500223736479
"49","Myotis ricketti",1,0.202905608909981
"50","Acerodon celebensis",0,0.0588251074840815
"51","Acerodon humilis",0,0.0131030389913664
"52","Acerodon jubatus",0,0.0923087543672057
"53","Acerodon leucotis",0,0.0391326991663665
"54","Acerodon mackloti",0,0.0587122787525658
"55","Aethalops aequalis",0,0.0211952992564775
"56","Aethalops alecto",0,0.058585063456523
"57","Alionycteris paucidentata",0,0.0331239648518979
"58","Ametrida centurio",0,0.0321194542259063
