Sp,Binary,Ensemble.2,EnsembleBinary
Saccolaimus flaviventris,0,0.6151490576506596,FALSE
Miniopterus natalensis,0,0.631322416325597,FALSE
Lasiurus intermedius,0,0.6150581060572502,FALSE
Pteropus melanotus,0,0.3427582166162502,TRUE
Eptesicus bobrinskoi,0,0.34990580136844557,TRUE
Eptesicus brasiliensis,0,0.6178880027919943,FALSE
Myotis hajastanicus,0,0.34730976979342093,TRUE
Arielulus torquatus,0,0.3332744409208117,TRUE
Nycticeius humeralis,0,0.632271110499474,FALSE
Syconycteris australis,0,0.5826392999469089,FALSE
Chalinolobus morio,0,0.6488917191741367,FALSE
Eumops auripendulus,0,0.6299101060780443,FALSE
Murina silvatica,0,0.341595859850795,TRUE
Antrozous pallidus,0,0.6464394058144861,FALSE
Falsistrellus mackenziei,0,0.6442667587385805,FALSE
Scotoecus hindei,0,0.32279188536963993,TRUE
Pteropus seychellensis,0,0.3640803130531855,TRUE
Rhinolophus guineensis,0,0.37656512432926065,TRUE
Eumops perotis,0,0.6311779905658779,FALSE
Myotis volans,0,0.5876152017772271,FALSE
Hipposideros fuliginosus,1,0.36403001676488594,TRUE
Anoura geoffroyi,0,0.5826478765455116,FALSE
Platyrrhinus lineatus,0,0.6429682969532068,FALSE
Rhinolophus rufus,0,0.37769872514983754,TRUE
Phyllostomus hastatus,0,0.5584432622982158,FALSE
Dobsonia crenulata,0,0.3571546436718663,TRUE
Dobsonia anderseni,0,0.6731943978291857,FALSE
Kerivoula papillosa,0,0.33613672637449843,TRUE
Phyllostomus discolor,0,0.6434773268075813,FALSE
Dobsonia viridis,0,0.3557882911539671,TRUE
Artibeus fimbriatus,0,0.6648566098725891,FALSE
Dobsonia exoleta,0,0.35883737398915627,TRUE
Myotis pruinosus,0,0.36495293772729803,TRUE
Pteropus personatus,0,0.3666716678235341,TRUE
Diphylla ecaudata,0,0.637150797073977,FALSE
Dobsonia peronii,0,0.3626835459311792,TRUE
Lasiurus blossevillii,0,0.654481587286463,FALSE
Myotis austroriparius,0,0.6653232553969621,FALSE
Myotis riparius,0,0.5875963133371929,FALSE
Acerodon leucotis,0,0.3735721868359244,TRUE
Nycteris grandis,0,0.364114333848172,TRUE
Hipposideros ridleyi,0,0.37487622200643117,TRUE
Myotis hasseltii,0,0.34277440071174864,TRUE
Scotoecus albigula,0,0.3486074970559036,TRUE
Nyctimene aello,0,0.3869799523624913,TRUE
Myotis welwitschii,0,0.3570904792805948,TRUE
Vespadelus regulus,0,0.6832264318309754,FALSE
Hipposideros cervinus,1,0.37897146325123277,TRUE
Mimetillus moloneyi,0,0.3519025800667773,TRUE
Eptesicus japonensis,0,0.38467949089544834,TRUE
Miniopterus australis,0,0.6827307000681719,FALSE
Tadarida ventralis,0,0.37283819235925386,TRUE
Rhinonicteris aurantia,1,0.5711489591346425,FALSE
Myotis grisescens,0,0.6793711368424422,FALSE
Lasiurus seminolus,0,0.6781603330545314,FALSE
Myotis albescens,0,0.6701869640188336,FALSE
Myotis thysanodes,0,0.6802109050569736,FALSE
Euderma maculatum,0,0.6829160515682059,FALSE
Histiotus velatus,0,0.6779485872196763,FALSE
Myonycteris brachycephala,0,0.400729793934357,TRUE
Myotis macropus,0,0.6956492278403839,FALSE
Cynomops abrasus,0,0.6226693565332692,FALSE
Artibeus toltecus,0,0.6789599308560104,FALSE
Myotis davidii,0,0.689402533441914,FALSE
Otomops martiensseni,0,0.37501110703511614,TRUE
Dobsonia magna,0,0.38979449537057204,TRUE
Chaerephon bemmeleni,0,0.3852449986424861,TRUE
Glischropus tylopus,0,0.3649545252563935,TRUE
Pipistrellus hesperus,0,0.6912104625440483,FALSE
Eptesicus hottentotus,0,0.38311049343954956,TRUE
Vespadelus baverstocki,0,0.7000283412860175,FALSE
Pteropus speciosus,0,0.3782220041914315,TRUE
Rhinolophus siamensis,0,0.40364967340452984,TRUE
Diaemus youngi,0,0.6738568136930037,FALSE
Pipistrellus nanulus,0,0.39002267708085453,TRUE
Syconycteris carolinae,0,0.4047970337708681,TRUE
Nyctimene albiventer,0,0.4055823312194785,TRUE
Rhinolophus hillorum,0,0.41128856460953667,TRUE
Pteropus pselaphon,0,0.3849634873323585,TRUE
Artibeus cinereus,0,0.62932950507137,FALSE
Rhinolophus euryotis,0,0.41212333773960896,TRUE
Myotis gomantongensis,0,0.377366105586152,TRUE
Hesperoptenus blanfordi,0,0.3755492438445946,TRUE
Rhinolophus maclaudi,0,0.41863196797367247,TRUE
Rhinolophus canuti,0,0.4168159179772128,TRUE
Rhinolophus keyensis,0,0.4146083628570195,TRUE
Sturnira tildae,0,0.6910878288640041,FALSE
Kerivoula lanosa,0,0.3765124993145538,TRUE
Rhinolophus convexus,0,0.38382868075174914,TRUE
Nycteris nana,0,0.6147251075139947,FALSE
Alionycteris paucidentata,0,0.41316017371968444,TRUE
Myotis keenii,0,0.6479420261738171,FALSE
Eudiscopus denticulus,0,0.3920411215962204,TRUE
Eptesicus diminutus,0,0.7106976498678365,FALSE
Pteropus lombocensis,0,0.39191537013319167,TRUE
Sturnira ludovici,0,0.6138117357827626,FALSE
Miniopterus africanus,0,0.3879846752886682,TRUE
Laephotis wintoni,0,0.395478447650957,TRUE
Saccolaimus peli,0,0.39620351420984645,TRUE
Lasiurus xanthinus,0,0.706136921897397,FALSE
Lasiurus borealis,0,0.7034564175234835,FALSE
Corynorhinus townsendii,0,0.716804982072412,FALSE
