Model,Thresh,PredPos,Acc
Network.2,0,0,0
Network.2,0.001,0,0
Network.2,0.002,0,0
Network.2,0.003,0,0
Network.2,0.004,0,0
Network.2,0.005,0,0
Network.2,0.006,0.030534351145038167,0
Network.2,0.007,0.030534351145038167,0
Network.2,0.008,0.030534351145038167,0
Network.2,0.009,0.030534351145038167,0
Network.2,0.01,0.030534351145038167,0
Network.2,0.011,0.030534351145038167,0
Network.2,0.012,0.030534351145038167,0
Network.2,0.013,0.030534351145038167,0
Network.2,0.014,0.030534351145038167,0
Network.2,0.015,0.030534351145038167,0
Network.2,0.016,0.030534351145038167,0
Network.2,0.017,0.030534351145038167,0
Network.2,0.018,0.030534351145038167,0
Network.2,0.019,0.03816793893129771,0
Network.2,0.02,0.03816793893129771,0
Network.2,0.021,0.03816793893129771,0
Network.2,0.022,0.03816793893129771,0
Network.2,0.023,0.03816793893129771,0
Network.2,0.024,0.03816793893129771,0
Network.2,0.025,0.03816793893129771,0
Network.2,0.026,0.03816793893129771,0
Network.2,0.027,0.03816793893129771,0
Network.2,0.028,0.03816793893129771,0
Network.2,0.029,0.03816793893129771,0
Network.2,0.03,0.03816793893129771,0
Network.2,0.031,0.03816793893129771,0
Network.2,0.032,0.03816793893129771,0
Network.2,0.033,0.03816793893129771,0
Network.2,0.034,0.03816793893129771,0
Network.2,0.035,0.03816793893129771,0
Network.2,0.036,0.03816793893129771,0
Network.2,0.037,0.03816793893129771,0
Network.2,0.038,0.03816793893129771,0
Network.2,0.039,0.03816793893129771,0
Network.2,0.04,0.0916030534351145,0
Network.2,0.041,0.0916030534351145,0
Network.2,0.042,0.0916030534351145,0
Network.2,0.043,0.0916030534351145,0
Network.2,0.044,0.0916030534351145,0
Network.2,0.045,0.0916030534351145,0
Network.2,0.046,0.0916030534351145,0
Network.2,0.047,0.0916030534351145,0
Network.2,0.048,0.0916030534351145,0
Network.2,0.049,0.0916030534351145,0
Network.2,0.05,0.0916030534351145,0
Network.2,0.051,0.0916030534351145,0
Network.2,0.052,0.0916030534351145,0
Network.2,0.053,0.0916030534351145,0
Network.2,0.054,0.0916030534351145,0
Network.2,0.055,0.0916030534351145,0
Network.2,0.056,0.0916030534351145,0
Network.2,0.057,0.0916030534351145,0
Network.2,0.058,0.0916030534351145,0
