Betacoronavirus,Apodemus agrarius
Betacoronavirus,Artibeus lituratus
Betacoronavirus,Artibeus obscurus
Betacoronavirus,Artibeus phaeotis
Betacoronavirus,Aselliscus stoliczkanus
Betacoronavirus,Bos taurus
Betacoronavirus,Bubalus bubalis
Betacoronavirus,Camelus dromedarius
Betacoronavirus,Canis lupus
Betacoronavirus,Carollia perspicillata
Betacoronavirus,Cavia porcellus
Betacoronavirus,Chaerephon plicatus
Betacoronavirus,Chlorocebus aethiops
Betacoronavirus,Cynopterus brachyotis
Betacoronavirus,Cynopterus horsfieldii
Betacoronavirus,Cynopterus sphinx
Betacoronavirus,Dobsonia moluccensis
Betacoronavirus,Dyacopterus spadiceus
Betacoronavirus,Eidolon dupreanum
Betacoronavirus,Eidolon helvum
Betacoronavirus,Eonycteris spelaea
Betacoronavirus,Epomophorus gambianus
Betacoronavirus,Epomophorus labiatus
Betacoronavirus,Epomops franqueti
Betacoronavirus,Eptesicus nilssonii
Betacoronavirus,Eptesicus serotinus
Betacoronavirus,Equus caballus
Betacoronavirus,Erinaceus amurensis
Betacoronavirus,Erinaceus europaeus
Betacoronavirus,Eumops glaucinus
Betacoronavirus,Hipposideros armiger
Betacoronavirus,Hipposideros caffer
Betacoronavirus,Hipposideros commersoni
Betacoronavirus,Hipposideros galeritus
Betacoronavirus,Hipposideros pratti
Betacoronavirus,Hipposideros ruber
Betacoronavirus,Hydropotes inermis
Betacoronavirus,Hypsugo savii
Betacoronavirus,Ia io
Betacoronavirus,Lama glama
Betacoronavirus,Manis javanica
Betacoronavirus,Megaerops niphanae
Betacoronavirus,Megaloglossus woermanni
Betacoronavirus,Melogale moschata
Betacoronavirus,Micropteropus pusillus
Betacoronavirus,Miniopterus schreibersii
Betacoronavirus,Mops condylurus
Betacoronavirus,Mus bufo
Betacoronavirus,Mus cervicolor
Betacoronavirus,Mus musculus
Betacoronavirus,Myodes glareolus
Betacoronavirus,Myotis dasycneme
Betacoronavirus,Myotis daubentonii
Betacoronavirus,Myotis emarginatus
Betacoronavirus,Myotis ricketti
Betacoronavirus,Neoromicia capensis
Betacoronavirus,Niviventer confucianus
Betacoronavirus,Nyctalus noctula
Betacoronavirus,Nyctereutes procyonoides
Betacoronavirus,Nycticebus pygmaeus
Betacoronavirus,Nyctinomops laticaudatus
Betacoronavirus,Oryctolagus cuniculus
Betacoronavirus,Paguma larvata
Betacoronavirus,Pan troglodytes
Betacoronavirus,Pipistrellus abramus
Betacoronavirus,Pipistrellus hesperidus
Betacoronavirus,Pipistrellus kuhlii
Betacoronavirus,Pipistrellus nathusii
Betacoronavirus,Pipistrellus pipistrellus
Betacoronavirus,Pipistrellus pygmaeus
Betacoronavirus,Ptenochirus jagori
Betacoronavirus,Pteronotus davyi
Betacoronavirus,Pteronotus parnellii
Betacoronavirus,Pteropus alecto
Betacoronavirus,Pteropus giganteus
Betacoronavirus,Pteropus rufus
Betacoronavirus,Rattus argentiventer
Betacoronavirus,Rattus losea
Betacoronavirus,Rattus norvegicus
Betacoronavirus,Rattus tanezumi
Betacoronavirus,Rhinolophus affinis
Betacoronavirus,Rhinolophus blasii
Betacoronavirus,Rhinolophus clivosus
Betacoronavirus,Rhinolophus cornutus
Betacoronavirus,Rhinolophus creaghi
Betacoronavirus,Rhinolophus euryale
Betacoronavirus,Rhinolophus ferrumequinum
Betacoronavirus,Rhinolophus hipposideros
Betacoronavirus,Rhinolophus macrotis
Betacoronavirus,Rhinolophus mehelyi
Betacoronavirus,Rhinolophus monoceros
Betacoronavirus,Rhinolophus pearsonii
Betacoronavirus,Rhinolophus pusillus
Betacoronavirus,Rhinolophus rex
Betacoronavirus,Rhinolophus sinicus
Betacoronavirus,Rhinolophus thomasi
Betacoronavirus,Rhinonicteris aurantia
Betacoronavirus,Rhinopoma hardwickii
Betacoronavirus,Rousettus aegyptiacus
Betacoronavirus,Rousettus amplexicaudatus
Betacoronavirus,Rousettus leschenaultii
Betacoronavirus,Scotophilus dinganii
Betacoronavirus,Scotophilus leucogaster
Betacoronavirus,Sus scrofa
Betacoronavirus,Taphozous perforatus
Betacoronavirus,Triaenops persicus
Betacoronavirus,Tylonycteris pachypus
Betacoronavirus,Vespertilio sinensis
Betacoronavirus,Vicugna vicugna
