Betacoronavirus,Artibeus lituratus
Betacoronavirus,Artibeus obscurus
Betacoronavirus,Artibeus phaeotis
Betacoronavirus,Aselliscus stoliczkanus
Betacoronavirus,Carollia perspicillata
Betacoronavirus,Chaerephon plicatus
Betacoronavirus,Cynopterus brachyotis
Betacoronavirus,Cynopterus horsfieldii
Betacoronavirus,Cynopterus sphinx
Betacoronavirus,Dobsonia moluccensis
Betacoronavirus,Dyacopterus spadiceus
Betacoronavirus,Eidolon dupreanum
Betacoronavirus,Eidolon helvum
Betacoronavirus,Eonycteris spelaea
Betacoronavirus,Epomophorus gambianus
Betacoronavirus,Epomophorus labiatus
Betacoronavirus,Epomops franqueti
Betacoronavirus,Eptesicus nilssonii
Betacoronavirus,Eptesicus serotinus
Betacoronavirus,Eumops glaucinus
Betacoronavirus,Hipposideros armiger
Betacoronavirus,Hipposideros caffer
Betacoronavirus,Hipposideros commersoni
Betacoronavirus,Hipposideros galeritus
Betacoronavirus,Hipposideros pratti
Betacoronavirus,Hipposideros ruber
Betacoronavirus,Hypsugo savii
Betacoronavirus,Ia io
Betacoronavirus,Megaerops niphanae
Betacoronavirus,Megaloglossus woermanni
Betacoronavirus,Micropteropus pusillus
Betacoronavirus,Miniopterus schreibersii
Betacoronavirus,Mops condylurus
Betacoronavirus,Myotis dasycneme
Betacoronavirus,Myotis daubentonii
Betacoronavirus,Myotis emarginatus
Betacoronavirus,Myotis ricketti
Betacoronavirus,Neoromicia capensis
Betacoronavirus,Nyctalus noctula
Betacoronavirus,Nyctinomops laticaudatus
Betacoronavirus,Pipistrellus abramus
Betacoronavirus,Pipistrellus hesperidus
Betacoronavirus,Pipistrellus kuhlii
Betacoronavirus,Pipistrellus nathusii
Betacoronavirus,Pipistrellus pipistrellus
Betacoronavirus,Pipistrellus pygmaeus
Betacoronavirus,Ptenochirus jagori
Betacoronavirus,Pteronotus davyi
Betacoronavirus,Pteronotus parnellii
Betacoronavirus,Pteropus alecto
Betacoronavirus,Pteropus giganteus
Betacoronavirus,Pteropus rufus
Betacoronavirus,Rhinolophus affinis
Betacoronavirus,Rhinolophus blasii
Betacoronavirus,Rhinolophus clivosus
Betacoronavirus,Rhinolophus cornutus
Betacoronavirus,Rhinolophus creaghi
Betacoronavirus,Rhinolophus euryale
Betacoronavirus,Rhinolophus ferrumequinum
Betacoronavirus,Rhinolophus hipposideros
Betacoronavirus,Rhinolophus macrotis
Betacoronavirus,Rhinolophus mehelyi
Betacoronavirus,Rhinolophus monoceros
Betacoronavirus,Rhinolophus pearsonii
Betacoronavirus,Rhinolophus pusillus
Betacoronavirus,Rhinolophus rex
Betacoronavirus,Rhinolophus sinicus
Betacoronavirus,Rhinolophus thomasi
Betacoronavirus,Rhinonicteris aurantia
Betacoronavirus,Rhinopoma hardwickii
Betacoronavirus,Rousettus aegyptiacus
Betacoronavirus,Rousettus amplexicaudatus
Betacoronavirus,Rousettus leschenaultii
Betacoronavirus,Scotophilus dinganii
Betacoronavirus,Scotophilus leucogaster
Betacoronavirus,Taphozous perforatus
Betacoronavirus,Triaenops persicus
Betacoronavirus,Tylonycteris pachypus
Betacoronavirus,Vespertilio sinensis
