"Sp","Betacov","R.Alb","R.Dal1","R.Far1","R.Po2","R.Po3","Rank","PropRank","InSample"
"Nycticebus pygmaeus",1,0.484628217349857,0.566197183098592,0.953521126760563,NA,0.174354243542435,801.75,0.544675192687862,1
"Bos javanicus",0,0.281339370829361,0.836619718309859,0.474647887323944,NA,0.586715867158672,607.375,0.544830710905459,1
"Microtus californicus",0,0.564346997140133,0.496478873239437,0.236619718309859,1,0.437269372693727,679.7,0.546942992276631,1
"Ammotragus lervia",0,0.450428979980934,0.7,0.466197183098592,NA,0.586715867158672,759,0.550835507559549,1
"Neovison vison",0,0.54706863679695,0.702816901408451,0.16056338028169,1,0.346863468634686,673.9,0.551462477424355,1
"Peromyscus truei",0,0.566491897044805,0.496478873239437,0.270422535211268,1,0.437269372693727,686.3,0.554132535637847,1
"Oligoryzomys nigripes",0,0.607244995233556,0.519718309859155,0.214084507042254,1,0.437269372693727,715.8,0.555663436965738,1
"Papio papio",0,0.566491897044805,0.233098591549296,0.401408450704225,1,0.586715867158672,683.7,0.557542961291399,1
"Phoca vitulina",0,0.723665395614871,0.545070422535211,0.180281690140845,1,0.346863468634686,802.5,0.559176195385123,1
"Ovis dalli",0,0.610581506196378,0.498591549295775,0.257746478873239,1,0.437269372693727,721.8,0.560837781411824,1
"Rhombomys opimus",0,0.475929456625357,0.722535211267606,0.459154929577465,NA,0.586715867158672,788.5,0.561083866157275,1
"Myocastor coypus",0,0.799451858913251,0.307042253521127,0.274647887323944,1,0.437269372693727,855.5,0.56368227449041,1
"Semnopithecus entellus",0,0.629408960915157,0.501408450704225,0.252112676056338,1,0.437269372693727,737.2,0.564039892073889,1
"Equus burchellii",0,NA,0.533802816901408,0.288732394366197,1,0.437269372693727,273.5,0.564951145990333,1
"Tamandua tetradactyla",0,0.891205910390848,0.240845070422535,0.261971830985915,1,0.437269372693727,921.3,0.566258436898605,1
"Dasyprocta punctata",0,0.766920877025739,0.513380281690141,0.4,NA,0.586715867158672,1046.125,0.566754256468638,1
"Macaca nemestrina",0,0.385486177311725,0.81830985915493,0.48169014084507,NA,0.586715867158672,714.625,0.568050511117599,1
"Spermophilus richardsonii",0,0.881553860819828,0.664788732394366,0.290140845070423,NA,0.437269372693727,1153.5,0.568438202744586,1
"Dasypus novemcinctus",0,0.898474737845567,0.240845070422535,0.269014084507042,1,0.437269372693727,928.4,0.569120653093774,1
"Trichosurus vulpecula",0,NA,0.694366197183099,0.432394366197183,NA,0.586715867158672,372.666666666667,0.571158810179651,1
"Sorex araneus",0,0.285986653956149,0.524647887323944,0.463380281690141,1,0.586715867158672,498.5,0.572146138025781,1
"Colobus guereza",0,0.438632030505243,0.792957746478873,0.477464788732394,NA,0.586715867158672,765.125,0.573942608218796,1
"Urocyon littoralis",0,0.539680648236416,0.794366197183099,0.387323943661972,NA,0.586715867158672,855.375,0.577021664060039,1
"Callithrix jacchus",0,0.945662535748332,0.833802816901408,0.190140845070423,NA,0.346863468634686,1220.75,0.579117416588712,1
"Dasyprocta leporina",0,0.738679694947569,0.233098591549296,0.346478873239437,1,0.586715867158672,820.4,0.580994605378995,1
"Spermophilus beecheyi",0,0.986415633937083,0.38169014084507,0.191549295774648,1,0.346863468634686,1001.4,0.581303707838298,1
"Caluromys philander",0,NA,0.406338028169014,0.353521126760563,1,0.586715867158672,282.625,0.586643755522062,1
"Lynx rufus",0,0.560414680648236,0.376760563380282,0.416901408450704,1,0.586715867158672,701.2,0.588158503927579,1
"Zygodontomys brevicauda",0,0.541468064823642,0.406338028169014,0.411267605633803,1,0.586715867158672,688.7,0.589157913157026,1
"Lophocebus albigena",0,0.438632030505243,0.883802816901408,0.449295774647887,NA,0.586715867158672,776.25,0.589611622303303,1
"Genetta genetta",0,0.229504289799809,0.176760563380282,0.545070422535211,1,1,458.1,0.59026705514306,1
"Tragelaphus scriptus",0,0.279313632030505,0.649295774647887,0.438028169014085,1,0.586715867158672,507,0.59067068857023,1
"Mellivora capensis",0,0.22199714013346,0.176760563380282,0.554929577464789,1,1,453.2,0.590737456195706,1
"Connochaetes gnou",0,0.499046711153479,0.838028169014085,0.461971830985915,NA,0.586715867158672,833.75,0.596440644578038,1
"Sylvilagus brasiliensis",0,0.614275500476644,0.647887323943662,0.283098591549296,1,0.437269372693727,749.7,0.596506157732666,1
"Oryzomys laticeps",0,NA,0.406338028169014,0.395774647887324,1,0.586715867158672,290.125,0.597207135803752,1
"Lepus europaeus",0,0.385486177311725,0.980281690140845,0.442253521126761,NA,0.586715867158672,736.375,0.598684313934501,1
"Hylobates lar",0,0.400500476644423,0.950704225352113,0.457746478873239,NA,0.586715867158672,749.625,0.598916762007112,1
"Mesocricetus auratus",0,0.669566253574833,0.788732394366197,0.198591549295775,1,0.346863468634686,794.3,0.600750733174298,1
"Otomys tropicalis",0,0.313512869399428,0.691549295774648,0.428169014084507,1,0.586715867158672,540.3,0.603989409283451,1
"Tolypeutes matacus",0,0.860819828408008,0.233098591549296,0.350704225352113,1,0.586715867158672,923.5,0.606267702493617,1
"Chlorocebus pygerythrus",0,0.461987607244995,0.959154929577465,0.41830985915493,NA,0.586715867158672,808.625,0.606542065784015,1
"Calomys callosus",0,0.689704480457579,0.785915492957746,0.364788732394366,NA,0.586715867158672,1007.25,0.606781143242091,1
"Trachypithecus cristatus",0,0.442445185891325,0.636619718309859,0.374647887323944,1,0.586715867158672,633.1,0.60808573173676,1
"Oreamnos americanus",0,0.672187797902765,0.707042253521127,0.470422535211268,NA,0.586715867158672,993.625,0.609092113448458,1
"Cercopithecus nictitans",0,0.529909437559581,0.883802816901408,0.450704225352113,NA,0.586715867158672,872.25,0.612783086742943,1
"Eumetopias jubatus",0,0.710795996186845,0.745070422535211,0.419718309859155,NA,0.586715867158672,1031.875,0.615575148934971,1
"Spermophilus tridecemlineatus",0,0.982364156339371,0.0964788732394366,0.412676056338028,1,0.586715867158672,1014.9,0.615646990615101,1
"Ammospermophilus nelsoni",0,0.86606291706387,0.233098591549296,0.394366197183099,1,0.586715867158672,934.1,0.616048714590987,1
"Alouatta caraya",0,0.812559580552908,0.233098591549296,0.447887323943662,1,0.586715867158672,896.8,0.616052272640907,1
"Macaca fuscata",0,0.618446139180172,0.791549295774648,0.47887323943662,NA,0.586715867158672,953.75,0.618896135387528,1
"Capra ibex",0,0.5767397521449,0.832394366197183,0.483098591549296,NA,0.586715867158672,918,0.619737144262513,1
