"","Sp","hOrder","hFamily","hGenus"
"392","Eptesicus_guadeloupensis","Chiroptera","Vespertilionidae","Eptesicus"
"393","Eumops_maurus","Chiroptera","Molossidae","Eumops"
"394","Eumops_perotis","Chiroptera","Molossidae","Eumops"
"395","Glossophaga_commissarisi","Chiroptera","Phyllostomidae","Glossophaga"
"396","Hipposideros_pelingensis","Chiroptera","Hipposideridae","Hipposideros"
"397","Hipposideros_pygmaeus","Chiroptera","Hipposideridae","Hipposideros"
"398","Histiotus_macrotus","Chiroptera","Vespertilionidae","Histiotus"
"399","Hylobates_lar","Primates","Hylobatidae","Hylobates"
"400","Hypsugo_joffrei","Chiroptera","Vespertilionidae","Hypsugo"
"401","Kerivoula_flora","Chiroptera","Vespertilionidae","Kerivoula"
"402","Lasiurus_insularis","Chiroptera","Vespertilionidae","Lasiurus"
"403","Leopoldamys_edwardsi","Rodentia","Muridae","Leopoldamys"
"404","Leptonycteris_curasoae","Chiroptera","Phyllostomidae","Leptonycteris"
"405","Leptonycteris_nivalis","Chiroptera","Phyllostomidae","Leptonycteris"
"406","Lepus_tolai","Lagomorpha","Leporidae","Lepus"
"407","Lonchorhina_fernandezi","Chiroptera","Phyllostomidae","Lonchorhina"
"408","Macaca_mulatta","Primates","Cercopithecidae","Macaca"
"409","Macaca_nemestrina","Primates","Cercopithecidae","Macaca"
"410","Mops_leucostigma","Chiroptera","Molossidae","Mops"
"411","Mops_nanulus","Chiroptera","Molossidae","Mops"
"412","Murina_tenebrosa","Chiroptera","Vespertilionidae","Murina"
"413","Mustela_lutreolina","Carnivora","Mustelidae","Mustela"
"414","Myotis_thysanodes","Chiroptera","Vespertilionidae","Myotis"
"415","Myotis_velifer","Chiroptera","Vespertilionidae","Myotis"
"416","Nasalis_larvatus","Primates","Cercopithecidae","Nasalis"
"417","Niviventer_tenaster","Rodentia","Muridae","Niviventer"
"418","Nycteris_nana","Chiroptera","Nycteridae","Nycteris"
"419","Platyrrhinus_lineatus","Chiroptera","Phyllostomidae","Platyrrhinus"
"420","Rattus_norvegicus","Rodentia","Muridae","Rattus"
"421","Rattus_tiomanicus","Rodentia","Muridae","Rattus"
"422","Rhogeessa_genowaysi","Chiroptera","Vespertilionidae","Rhogeessa"
"423","Tadarida_brasiliensis","Chiroptera","Molossidae","Tadarida"
"424","Trachypithecus_pileatus","Primates","Cercopithecidae","Trachypithecus"
"425","Tupaia_dorsalis","Scandentia","Tupaiidae","Tupaia"
"426","Vespadelus_douglasorum","Chiroptera","Vespertilionidae","Vespadelus"
"427","Vespadelus_troughtoni","Chiroptera","Vespertilionidae","Vespadelus"
"428","Apodemus_draco","Rodentia","Muridae","Apodemus"
"429","Apodemus_peninsulae","Rodentia","Muridae","Apodemus"
"430","Arielulus_cuprosus","Chiroptera","Vespertilionidae","Arielulus"
"431","Artibeus_jamaicensis","Chiroptera","Phyllostomidae","Artibeus"
"432","Artibeus_lituratus","Chiroptera","Phyllostomidae","Artibeus"
"433","Axis_axis","Artiodactyla","Cervidae","Axis"
"434","Berylmys_manipulus","Rodentia","Muridae","Berylmys"
"435","Callosciurus_nigrovittatus","Rodentia","Sciuridae","Callosciurus"
"436","Callosciurus_pygerythrus","Rodentia","Sciuridae","Callosciurus"
"437","Cardioderma_cor","Chiroptera","Megadermatidae","Cardioderma"
"438","Carollia_subrufa","Chiroptera","Phyllostomidae","Carollia"
"439","Centronycteris_centralis","Chiroptera","Emballonuridae","Centronycteris"
"440","Chaerephon_solomonis","Chiroptera","Molossidae","Chaerephon"
"441","Cheiromeles_parvidens","Chiroptera","Molossidae","Cheiromeles"
"442","Chilonatalus_tumidifrons","Chiroptera","Natalidae","Chilonatalus"
"443","Chiromyscus_chiropus","Rodentia","Muridae","Chiromyscus"
"444","Chiropodomys_pusillus","Rodentia","Muridae","Chiropodomys"
"445","Cloeotis_percivali","Chiroptera","Hipposideridae","Cloeotis"
"446","Crocidura_indochinensis","Soricomorpha","Soricidae","Crocidura"
"447","Emballonura_beccarii","Chiroptera","Emballonuridae","Emballonura"
"448","Eptesicus_brasiliensis","Chiroptera","Vespertilionidae","Eptesicus"
"449","Eudiscopus_denticulus","Chiroptera","Vespertilionidae","Eudiscopus"
"450","Eumops_glaucinus","Chiroptera","Molossidae","Eumops"
"451","Euroscaptor_klossi","Soricomorpha","Talpidae","Euroscaptor"
"452","Glauconycteris_variegata","Chiroptera","Vespertilionidae","Glauconycteris"
"453","Harpyionycteris_whiteheadi","Chiroptera","Pteropodidae","Harpyionycteris"
"454","Hesperoptenus_tomesi","Chiroptera","Vespertilionidae","Hesperoptenus"
"455","Hipposideros_dinops","Chiroptera","Hipposideridae","Hipposideros"
"456","Hipposideros_ruber","Chiroptera","Hipposideridae","Hipposideros"
"457","Histiotus_magellanicus","Chiroptera","Vespertilionidae","Histiotus"
"458","Kerivoula_cuprosa","Chiroptera","Vespertilionidae","Kerivoula"
"459","Lampronycteris_brachyotis","Chiroptera","Phyllostomidae","Lampronycteris"
"460","Lasiurus_egregius","Chiroptera","Vespertilionidae","Lasiurus"
"461","Leopoldamys_ciliatus","Rodentia","Muridae","Leopoldamys"
"462","Maxomys_whiteheadi","Rodentia","Muridae","Maxomys"
"463","Mormopterus_loriae","Chiroptera","Molossidae","Mormopterus"
"464","Moschus_leucogaster","Artiodactyla","Moschidae","Moschus"
"465","Myotis_brandtii","Chiroptera","Vespertilionidae","Myotis"
"466","Myotis_ciliolabrum","Chiroptera","Vespertilionidae","Myotis"
"467","Myotis_mystacinus","Chiroptera","Vespertilionidae","Myotis"
"468","Mystacina_tuberculata","Chiroptera","Mystacinidae","Mystacina"
"469","Niviventer_cremoriventer","Rodentia","Muridae","Niviventer"
"470","Nyctalus_furvus","Chiroptera","Vespertilionidae","Nyctalus"
"471","Nycteris_gambiensis","Chiroptera","Nycteridae","Nycteris"
"472","Nycteris_vinsoni","Chiroptera","Nycteridae","Nycteris"
"473","Nyctinomops_femorosaccus","Chiroptera","Molossidae","Nyctinomops"
"474","Peropteryx_kappleri","Chiroptera","Emballonuridae","Peropteryx"
"475","Petaurista_alborufus","Rodentia","Sciuridae","Petaurista"
"476","Pipistrellus_subflavus","Chiroptera","Vespertilionidae","Pipistrellus"
"477","Pongo_pygmaeus","Primates","Hominidae","Pongo"
"478","Pteronotus_personatus","Chiroptera","Mormoopidae","Pteronotus"
"479","Pteropus_anetianus","Chiroptera","Pteropodidae","Pteropus"
"480","Pteropus_intermedius","Chiroptera","Pteropodidae","Pteropus"
"481","Pteropus_poliocephalus","Chiroptera","Pteropodidae","Pteropus"
"482","Rousettus_bidens","Chiroptera","Pteropodidae","Rousettus"
"483","Saccopteryx_bilineata","Chiroptera","Emballonuridae","Saccopteryx"
"484","Sturnira_aratathomasi","Chiroptera","Phyllostomidae","Sturnira"
"485","Sturnira_luisi","Chiroptera","Phyllostomidae","Sturnira"
"486","Styloctenium_wallacei","Chiroptera","Pteropodidae","Styloctenium"
"487","Tadarida_ventralis","Chiroptera","Molossidae","Tadarida"
"488","Taphozous_kapalgensis","Chiroptera","Emballonuridae","Taphozous"
"489","Tonatia_bidens","Chiroptera","Phyllostomidae","Tonatia"
"490","Vampyressa_brocki","Chiroptera","Phyllostomidae","Vampyressa"
"491","Vampyressa_thyone","Chiroptera","Phyllostomidae","Vampyressa"
"492","Vernaya_fulva","Rodentia","Muridae","Vernaya"
"493","Vespadelus_darlingtoni","Chiroptera","Vespertilionidae","Vespadelus"
"494","Vespadelus_pumilus","Chiroptera","Vespertilionidae","Vespadelus"
"495","Aeromys_tephromelas","Rodentia","Sciuridae","Aeromys"
"496","Alionycteris_paucidentata","Chiroptera","Pteropodidae","Alionycteris"
"497","Ametrida_centurio","Chiroptera","Phyllostomidae","Ametrida"
"498","Anoura_caudifer","Chiroptera","Phyllostomidae","Anoura"
"499","Artibeus_anderseni","Chiroptera","Phyllostomidae","Artibeus"
"500","Artibeus_aztecus","Chiroptera","Phyllostomidae","Artibeus"
"501","Artibeus_cinereus","Chiroptera","Phyllostomidae","Artibeus"
"502","Belomys_pearsonii","Rodentia","Sciuridae","Belomys"
"503","Centurio_senex","Chiroptera","Phyllostomidae","Centurio"
"504","Chaerephon_major","Chiroptera","Molossidae","Chaerephon"
"505","Chiroderma_improvisum","Chiroptera","Phyllostomidae","Chiroderma"
"506","Chiroderma_salvini","Chiroptera","Phyllostomidae","Chiroderma"
"507","Chiroderma_villosum","Chiroptera","Phyllostomidae","Chiroderma"
"508","Chrotopterus_auritus","Chiroptera","Phyllostomidae","Chrotopterus"
"509","Corynorhinus_mexicanus","Chiroptera","Vespertilionidae","Corynorhinus"
"510","Cynopterus_nusatenggara","Chiroptera","Pteropodidae","Cynopterus"
"511","Diclidurus_isabellus","Chiroptera","Emballonuridae","Diclidurus"
"512","Dremomys_rufigenis","Rodentia","Sciuridae","Dremomys"
"513","Eothenomys_miletus","Rodentia","Cricetidae","Eothenomys"
"514","Eothenomys_olitor","Rodentia","Cricetidae","Eothenomys"
"515","Episoriculus_leucops","Soricomorpha","Soricidae","Episoriculus"
"516","Epomophorus_labiatus","Chiroptera","Pteropodidae","Epomophorus"
"517","Eptesicus_nasutus","Chiroptera","Vespertilionidae","Eptesicus"
"518","Erinaceus_amurensis","Erinaceomorpha","Erinaceidae","Erinaceus"
"519","Eumops_bonariensis","Chiroptera","Molossidae","Eumops"
"520","Glauconycteris_machadoi","Chiroptera","Vespertilionidae","Glauconycteris"
"521","Glossophaga_soricina","Chiroptera","Phyllostomidae","Glossophaga"
"522","Hesperoptenus_doriae","Chiroptera","Vespertilionidae","Hesperoptenus"
"523","Hipposideros_marisae","Chiroptera","Hipposideridae","Hipposideros"
"524","Hipposideros_vittatus","Chiroptera","Hipposideridae","Hipposideros"
"525","Histiotus_montanus","Chiroptera","Vespertilionidae","Histiotus"
"526","Hystrix_sumatrae","Rodentia","Hystricidae","Hystrix"
"527","Lasionycteris_noctivagans","Chiroptera","Vespertilionidae","Lasionycteris"
"528","Lasiurus_xanthinus","Chiroptera","Vespertilionidae","Lasiurus"
"529","Leopoldamys_neilli","Rodentia","Muridae","Leopoldamys"
"530","Lepus_comus","Lagomorpha","Leporidae","Lepus"
"531","Lepus_sinensis","Lagomorpha","Leporidae","Lepus"
"532","Lonchophylla_bokermanni","Chiroptera","Phyllostomidae","Lonchophylla"
"533","Lophostoma_schulzi","Chiroptera","Phyllostomidae","Lophostoma"
"534","Macaca_leonina","Primates","Cercopithecidae","Macaca"
"535","Macrophyllum_macrophyllum","Chiroptera","Phyllostomidae","Macrophyllum"
"536","Macrotus_californicus","Chiroptera","Phyllostomidae","Macrotus"
"537","Megaerops_wetmorei","Chiroptera","Pteropodidae","Megaerops"
"538","Miniopterus_fraterculus","Chiroptera","Vespertilionidae","Miniopterus"
"539","Miniopterus_minor","Chiroptera","Vespertilionidae","Miniopterus"
"540","Mops_brachypterus","Chiroptera","Molossidae","Mops"
"541","Mormopterus_phrudus","Chiroptera","Molossidae","Mormopterus"
"542","Mustela_eversmanii","Carnivora","Mustelidae","Mustela"
"543","Myotis_evotis","Chiroptera","Vespertilionidae","Myotis"
"544","Myotis_fortidens","Chiroptera","Vespertilionidae","Myotis"
"545","Myotis_keaysi","Chiroptera","Vespertilionidae","Myotis"
"546","Neotetracus_sinensis","Erinaceomorpha","Erinaceidae","Neotetracus"
"547","Noctilio_leporinus","Chiroptera","Noctilionidae","Noctilio"
"548","Nycteris_thebaica","Chiroptera","Nycteridae","Nycteris"
"549","Nycticebus_bengalensis","Primates","Lorisidae","Nycticebus"
"550","Nyctiellus_lepidus","Chiroptera","Natalidae","Nyctiellus"
"551","Nyctimene_malaitensis","Chiroptera","Pteropodidae","Nyctimene"
"552","Otomops_wroughtoni","Chiroptera","Molossidae","Otomops"
"553","Panthera_tigris","Carnivora","Felidae","Panthera"
"554","Peropteryx_macrotis","Chiroptera","Emballonuridae","Peropteryx"
"555","Phyllostomus_elongatus","Chiroptera","Phyllostomidae","Phyllostomus"
"556","Pipistrellus_maderensis","Chiroptera","Vespertilionidae","Pipistrellus"
"557","Pipistrellus_pygmaeus","Chiroptera","Vespertilionidae","Pipistrellus"
"558","Plecotus_teneriffae","Chiroptera","Vespertilionidae","Plecotus"
"559","Presbytis_melalophos","Primates","Cercopithecidae","Presbytis"
"560","Presbytis_rubicunda","Primates","Cercopithecidae","Presbytis"
"561","Rhinosciurus_laticaudatus","Rodentia","Sciuridae","Rhinosciurus"
"562","Rhizomys_sumatrensis","Rodentia","Spalacidae","Rhizomys"
"563","Rhogeessa_parvula","Chiroptera","Vespertilionidae","Rhogeessa"
"564","Rousettus_spinalatus","Chiroptera","Pteropodidae","Rousettus"
"565","Sauromys_petrophilus","Chiroptera","Molossidae","Sauromys"
"566","Scoteanax_rueppellii","Chiroptera","Vespertilionidae","Scoteanax"
"567","Scotoecus_albofuscus","Chiroptera","Vespertilionidae","Scotoecus"
"568","Sundasciurus_hippurus","Rodentia","Sciuridae","Sundasciurus"
"569","Syconycteris_carolinae","Chiroptera","Pteropodidae","Syconycteris"
"570","Tamiops_maritimus","Rodentia","Sciuridae","Tamiops"
"571","Tamiops_swinhoei","Rodentia","Sciuridae","Tamiops"
"572","Taphozous_achates","Chiroptera","Emballonuridae","Taphozous"
"573","Tomopeas_ravus","Chiroptera","Molossidae","Tomopeas"
"574","Trachypithecus_obscurus","Primates","Cercopithecidae","Trachypithecus"
"575","Tupaia_minor","Scandentia","Tupaiidae","Tupaia"
"576","Tupaia_splendidula","Scandentia","Tupaiidae","Tupaia"
"577","Tupaia_tana","Scandentia","Tupaiidae","Tupaia"
"578","Artibeus_hirsutus","Chiroptera","Phyllostomidae","Artibeus"
"579","Artibeus_inopinatus","Chiroptera","Phyllostomidae","Artibeus"
"580","Artibeus_obscurus","Chiroptera","Phyllostomidae","Artibeus"
"581","Bandicota_savilei","Rodentia","Muridae","Bandicota"
"582","Blarinella_wardi","Soricomorpha","Soricidae","Blarinella"
"583","Carollia_perspicillata","Chiroptera","Phyllostomidae","Carollia"
"584","Centronycteris_maximiliani","Chiroptera","Emballonuridae","Centronycteris"
"585","Chaerephon_bemmeleni","Chiroptera","Molossidae","Chaerephon"
"586","Chalinolobus_morio","Chiroptera","Vespertilionidae","Chalinolobus"
"587","Choeroniscus_periosus","Chiroptera","Phyllostomidae","Choeroniscus"
"588","Cynomops_greenhalli","Chiroptera","Molossidae","Cynomops"
"589","Dobsonia_anderseni","Chiroptera","Pteropodidae","Dobsonia"
"590","Dobsonia_praedatrix","Chiroptera","Pteropodidae","Dobsonia"
"591","Epomophorus_minimus","Chiroptera","Pteropodidae","Epomophorus"
"592","Eptesicus_fuscus","Chiroptera","Vespertilionidae","Eptesicus"
"593","Eptesicus_gobiensis","Chiroptera","Vespertilionidae","Eptesicus"
"594","Eptesicus_matroka","Chiroptera","Vespertilionidae","Eptesicus"
"595","Eptesicus_nilssonii","Chiroptera","Vespertilionidae","Eptesicus"
"596","Erophylla_bombifrons","Chiroptera","Phyllostomidae","Erophylla"
"597","Erophylla_sezekorni","Chiroptera","Phyllostomidae","Erophylla"
"598","Eumops_hansae","Chiroptera","Molossidae","Eumops"
"599","Eumops_patagonicus","Chiroptera","Molossidae","Eumops"
"600","Falsistrellus_tasmaniensis","Chiroptera","Vespertilionidae","Falsistrellus"
"601","Furipterus_horrens","Chiroptera","Furipteridae","Furipterus"
"602","Harpyionycteris_celebensis","Chiroptera","Pteropodidae","Harpyionycteris"
"603","Hipposideros_durgadasi","Chiroptera","Hipposideridae","Hipposideros"
"604","Hipposideros_muscinus","Chiroptera","Hipposideridae","Hipposideros"
"605","Hipposideros_papua","Chiroptera","Hipposideridae","Hipposideros"
"606","Hydropotes_inermis","Artiodactyla","Cervidae","Hydropotes"
"607","Hylobates_albibarbis","Primates","Hylobatidae","Hylobates"
"608","Hylopetes_phayrei","Rodentia","Sciuridae","Hylopetes"
"609","Hylopetes_spadiceus","Rodentia","Sciuridae","Hylopetes"
"610","Hypsugo_kitcheneri","Chiroptera","Vespertilionidae","Hypsugo"
"611","Idionycteris_phyllotis","Chiroptera","Vespertilionidae","Idionycteris"
"612","Kerivoula_agnella","Chiroptera","Vespertilionidae","Kerivoula"
"613","Lasiurus_cinereus","Chiroptera","Vespertilionidae","Lasiurus"
"614","Lasiurus_pfeifferi","Chiroptera","Vespertilionidae","Lasiurus"
"615","Lepus_peguensis","Lagomorpha","Leporidae","Lepus"
"616","Macaca_assamensis","Primates","Cercopithecidae","Macaca"
"617","Macaca_thibetana","Primates","Cercopithecidae","Macaca"
"618","Macroderma_gigas","Chiroptera","Megadermatidae","Macroderma"
"619","Menetes_berdmorei","Rodentia","Sciuridae","Menetes"
"620","Micronycteris_hirsuta","Chiroptera","Phyllostomidae","Micronycteris"
"621","Micronycteris_megalotis","Chiroptera","Phyllostomidae","Micronycteris"
"622","Microtus_fortis","Rodentia","Cricetidae","Microtus"
"623","Molossops_mattogrossensis","Chiroptera","Molossidae","Molossops"
"624","Mops_midas","Chiroptera","Molossidae","Mops"
"625","Mops_sarasinorum","Chiroptera","Molossidae","Mops"
"626","Mormopterus_kalinowskii","Chiroptera","Molossidae","Mormopterus"
"627","Muntiacus_gongshanensis","Artiodactyla","Cervidae","Muntiacus"
"628","Mus_caroli","Rodentia","Muridae","Mus"
"629","Musonycteris_harrisoni","Chiroptera","Phyllostomidae","Musonycteris"
"630","Myotis_bucharensis","Chiroptera","Vespertilionidae","Myotis"
"631","Myotis_californicus","Chiroptera","Vespertilionidae","Myotis"
"632","Myotis_davidii","Chiroptera","Vespertilionidae","Myotis"
"633","Myotis_elegans","Chiroptera","Vespertilionidae","Myotis"
"634","Myotis_insularum","Chiroptera","Vespertilionidae","Myotis"
"635","Myotis_keenii","Chiroptera","Vespertilionidae","Myotis"
"636","Myotis_lucifugus","Chiroptera","Vespertilionidae","Myotis"
"637","Myotis_moluccarum","Chiroptera","Vespertilionidae","Myotis"
"638","Myotis_oxyotus","Chiroptera","Vespertilionidae","Myotis"
"639","Myotis_peninsularis","Chiroptera","Vespertilionidae","Myotis"
"640","Myotis_stalkeri","Chiroptera","Vespertilionidae","Myotis"
"641","Naemorhedus_goral","Artiodactyla","Bovidae","Naemorhedus"
"642","Neoromicia_helios","Chiroptera","Vespertilionidae","Neoromicia"
"643","Niviventer_fulvescens","Rodentia","Muridae","Niviventer"
"644","Nycteris_madagascariensis","Chiroptera","Nycteridae","Nycteris"
"645","Nycteris_woodi","Chiroptera","Nycteridae","Nycteris"
"646","Nycticeius_humeralis","Chiroptera","Vespertilionidae","Nycticeius"
"647","Nyctimene_draconilla","Chiroptera","Pteropodidae","Nyctimene"
"648","Nyctinomops_laticaudatus","Chiroptera","Molossidae","Nyctinomops"
"649","Nyctophilus_arnhemensis","Chiroptera","Vespertilionidae","Nyctophilus"
"650","Nyctophilus_bifax","Chiroptera","Vespertilionidae","Nyctophilus"
"651","Nyctophilus_microtis","Chiroptera","Vespertilionidae","Nyctophilus"
"652","Otomops_madagascariensis","Chiroptera","Molossidae","Otomops"
"653","Phyllostomus_hastatus","Chiroptera","Phyllostomidae","Phyllostomus"
"654","Platyrrhinus_chocoensis","Chiroptera","Phyllostomidae","Platyrrhinus"
"655","Prionailurus_rubiginosus","Carnivora","Felidae","Prionailurus"
"656","Ptenochirus_jagori","Chiroptera","Pteropodidae","Ptenochirus"
"657","Pteralopex_pulchra","Chiroptera","Pteropodidae","Pteralopex"
"658","Pygoderma_bilabiatum","Chiroptera","Phyllostomidae","Pygoderma"
"659","Rattus_andamanensis","Rodentia","Muridae","Rattus"
"660","Rattus_exulans","Rodentia","Muridae","Rattus"
"661","Rattus_pyctoris","Rodentia","Muridae","Rattus"
"662","Ratufa_affinis","Rodentia","Sciuridae","Ratufa"
"663","Rhinophylla_pumilio","Chiroptera","Phyllostomidae","Rhinophylla"
"664","Rhizomys_sinensis","Rodentia","Spalacidae","Rhizomys"
