"","Sp","Count"
"51","Rhinolophus_marshalli",0.2008
"52","Rhinolophus_acuminatus",0.1991
"53","Hipposideros_armiger",0.1982
"54","Rousettus_aegyptiacus",0.1982
"55","Myotis_myotis",0.198
"56","Rhinolophus_blasii",0.1979
"57","Myotis_mystacinus",0.1977
"58","Rhinolophus_hipposideros",0.1974
"59","Myotis_bechsteinii",0.1967
"60","Myotis_nattereri",0.1963
"61","Murina_leucogaster",0.1961
"62","Lissonycteris_angolensis",0.196
"63","Pteropus_vampyrus",0.196
"64","Rhinolophus_trifoliatus",0.1959
"65","Pipistrellus_kuhlii",0.1957
"66","Murina_tubinaris",0.1947
"67","Rhinolophus_paradoxolophus",0.1943
"68","Glischropus_tylopus",0.1942
"69","Kerivoula_papillosa",0.194
"70","Hipposideros_cineraceus",0.1937
"71","Plecotus_auritus",0.1926
"72","Rhinolophus_siamensis",0.1925
"73","Sphaerias_blanfordi",0.1923
"74","Hypsignathus_monstrosus",0.1921
"75","Nyctalus_plancyi",0.1921
"76","Epomophorus_minor",0.192
"77","Pipistrellus_nathusii",0.192
"78","Plecotus_austriacus",0.1916
"79","Hipposideros_larvatus",0.1911
"80","Murina_aurata",0.1911
"81","Vespertilio_murinus",0.191
"82","Hipposideros_pomona",0.1908
"83","Rhinolophus_euryale",0.1902
"84","Cynopterus_horsfieldii",0.1901
"85","Myotis_emarginatus",0.1898
"86","Phoniscus_jagorii",0.1898
"87","Myotis_brandtii",0.1897
"88","Falsistrellus_affinis",0.1895
"89","Epomophorus_wahlbergi",0.1894
"90","Coelops_frithii",0.1892
"91","Rhinolophus_mehelyi",0.1891
"92","Barbastella_barbastellus",0.1888
"93","Myotis_frater",0.1886
"94","Pteropus_giganteus",0.1886
"95","Rhinolophus_fumigatus",0.1884
"96","Rhinolophus_hildebrandtii",0.1883
"97","Rhinolophus_coelophyllus",0.1876
"98","Eptesicus_pachyotis",0.1874
"99","Micropteropus_pusillus",0.1873
"100","Scotophilus_dinganii",0.1872
"101","Neoromicia_rendalli",0.1871
"102","Eptesicus_bottae",0.1867
"103","Rhinolophus_landeri",0.1866
"104","Rhinolophus_shameli",0.1864
"105","Myotis_hasseltii",0.1863
"106","Myotis_annectans",0.1862
"107","Eidolon_helvum",0.1854
"108","Kerivoula_lanosa",0.1851
"109","Myotis_welwitschii",0.1851
"110","Rhinolophus_yunanensis",0.185
"111","Hypsugo_savii",0.1847
"112","Hesperoptenus_tickelli",0.1846
"113","Rhinolophus_eloquens",0.1845
"114","Rhinolophus_clivosus",0.1843
"115","Pipistrellus_stenopterus",0.1836
"116","Cynopterus_minutus",0.1834
"117","Harpiocephalus_mordax",0.1834
"118","Hesperoptenus_blanfordi",0.1834
"119","Myotis_fimbriatus",0.1834
"120","Arielulus_circumdatus",0.1833
"121","Glauconycteris_variegata",0.1833
"122","Kerivoula_pellucida",0.183
"123","Myotis_nipalensis",0.1825
"124","Neoromicia_tenuipinnis",0.1825
"125","Myotis_capaccinii",0.1819
"126","Epomophorus_labiatus",0.1817
"127","Nyctalus_noctula",0.1816
"128","Pipistrellus_rueppellii",0.1815
"129","Myotis_tricolor",0.1814
"130","Megaderma_lyra",0.1813
"131","Scotoecus_hirundo",0.1812
"132","Nycticeinops_schlieffeni",0.1811
"133","Rhinolophus_rouxii",0.1811
"134","Cynopterus_titthaecheilus",0.181
"135","Hipposideros_ater",0.181
"136","Myotis_bocagii",0.181
"137","Pipistrellus_rusticus",0.181
"138","Megaerops_ecaudatus",0.1809
"139","Scotophilus_viridis",0.1802
"140","Murina_suilla",0.1799
"141","Rhinolophus_alcyone",0.1798
"142","Epomophorus_minimus",0.1797
"143","Myotis_adversus",0.1797
"144","Epomophorus_crypturus",0.1796
"145","Epomops_dobsonii",0.1796
"146","Nanonycteris_veldkampii",0.1795
"147","Nyctalus_lasiopterus",0.1795
"148","Pipistrellus_hesperidus",0.1793
"149","Neoromicia_capensis",0.1792
"150","Epomops_buettikoferi",0.1786
"151","Myonycteris_torquata",0.1786
"152","Myotis_ridleyi",0.1786
"153","Penthetor_lucasi",0.1784
"154","Pipistrellus_pygmaeus",0.1783
"155","Hipposideros_lylei",0.178
"156","Scotonycteris_zenkeri",0.178
"157","Epomophorus_gambianus",0.1779
"158","Hipposideros_pratti",0.1779
"159","Philetor_brachypterus",0.1778
"160","Neoromicia_guineensis",0.177
"161","Aselliscus_stoliczkanus",0.1766
"162","Mimetillus_moloneyi",0.1766
"163","Myotis_dasycneme",0.1762
"164","Kerivoula_intermedia",0.1758
"165","Eptesicus_nilssonii",0.1755
"166","Eonycteris_major",0.1754
"167","Scotophilus_nigrita",0.1754
"168","Myotis_rosseti",0.1753
"169","Chironax_melanocephalus",0.1744
"170","Rhinolophus_swinnyi",0.1739
"171","Balionycteris_maculata",0.1736
"172","Epomops_franqueti",0.1736
"173","Miniopterus_magnater",0.1736
"174","Rousettus_spinalatus",0.1736
"175","Scotoecus_albofuscus",0.1735
"176","Plerotes_anchietae",0.1734
"177","Hipposideros_diadema",0.1732
"178","Taphozous_melanopogon",0.1726
"179","Dyacopterus_spadiceus",0.1724
"180","Rhinolophus_sedulus",0.1721
"181","Dyacopterus_brooksi",0.1718
"182","Murina_huttoni",0.1718
"183","Scotophilus_collinus",0.1717
"184","Scotophilus_leucogaster",0.1717
"185","Glauconycteris_poensis",0.1716
"186","Megaloglossus_woermanni",0.1713
"187","Kerivoula_argentata",0.1712
"188","Nyctalus_aviator",0.1709
"189","Pteropus_lylei",0.1707
"190","Glauconycteris_argentata",0.1703
"191","Eptesicus_nasutus",0.1701
"192","Rhinolophus_simulator",0.1694
"193","Tadarida_teniotis",0.1694
"194","Epomophorus_angolensis",0.1692
"195","Kerivoula_minuta",0.1686
"196","Pipistrellus_nanulus",0.1685
"197","Megaderma_spasma",0.1684
"198","Rhinolophus_borneensis",0.1684
"199","Vespertilio_sinensis",0.1682
"200","Laephotis_wintoni",0.168
"201","Micropteropus_intermedius",0.1679
"202","Rousettus_lanosus",0.1679
"203","Myotis_macrodactylus",0.1677
"204","Otonycteris_hemprichii",0.1676
"205","Neoromicia_zuluensis",0.1674
"206","Scotophilus_nux",0.1671
"207","Myotis_pequinius",0.167
"208","Aethalops_alecto",0.1666
"209","Myotis_keaysi",0.1665
"210","Phoniscus_atrox",0.1664
"211","Pipistrellus_inexspectatus",0.1663
"212","Plecotus_kolombatovici",0.1663
"213","Megaerops_wetmorei",0.166
"214","Rhinolophus_philippinensis",0.1659
"215","Neoromicia_melckorum",0.1657
"216","Scotonycteris_ophiodon",0.1653
"217","Myotis_albescens",0.1652
"218","Eptesicus_gobiensis",0.1651
"219","Casinycteris_argynnis",0.1648
"220","Kerivoula_lenis",0.1645
"221","Cynopterus_luzoniensis",0.1639
"222","Rhinolophus_darlingi",0.1636
"223","Rhinolophus_denti",0.1636
"224","Kerivoula_whiteheadi",0.1632
"225","Laephotis_botswanae",0.1628
"226","Glauconycteris_humeralis",0.1625
"227","Miniopterus_schreibersii",0.1625
"228","Chaerephon_pumilus",0.1623
"229","Lasiurus_ega",0.1622
"230","Hipposideros_galeritus",0.1621
"231","Kerivoula_smithii",0.1621
"232","Myotis_punicus",0.1621
"233","Lasiurus_blossevillii",0.162
"234","Chaerephon_plicatus",0.1619
"235","Myotis_nigricans",0.1617
"236","Kerivoula_phalaena",0.1615
"237","Rhinolophus_celebensis",0.1615
"238","Myotis_scotti",0.1607
"239","Eptesicus_brasiliensis",0.1604
"240","Rhogeessa_io",0.1603
"241","Eptesicus_furinalis",0.1602
"242","Glauconycteris_beatrix",0.1602
"243","Asellia_tridens",0.1601
"244","Kerivoula_cuprosa",0.1599
"245","Pteropus_intermedius",0.1599
"246","Eptesicus_hottentotus",0.1598
"247","Myonycteris_relicta",0.1597
"248","Nyctalus_montanus",0.1597
"249","Pteropus_hypomelanus",0.1593
"250","Myotis_oxyotus",0.1592
"251","Eptesicus_andinus",0.159
"252","Neoromicia_helios",0.159
"253","Rhinolophus_arcuatus",0.1589
"254","Rhinolophus_robinsoni",0.1588
"255","Murina_aenea",0.1587
"256","Myotis_riparius",0.1584
"257","Myotis_ikonnikovi",0.1582
"258","Aethalops_aequalis",0.1574
"259","Taphozous_longimanus",0.1573
"260","Scotozous_dormeri",0.157
"261","Eptesicus_diminutus",0.157
"262","Harpyionycteris_whiteheadi",0.1568
"263","Rhinolophus_creaghi",0.1568
"264","Rousettus_bidens",0.1568
"265","Rhinolophus_subbadius",0.1567
"266","Rousettus_madagascariensis",0.1567
"267","Falsistrellus_mordax",0.1566
"268","Rhinolophus_guineensis",0.1564
"269","Rhinolophus_rex",0.1563
"270","Miniopterus_pusillus",0.1559
"271","Myotis_macrotarsus",0.1559
"272","Rhogeessa_minutilla",0.1557
"273","Cynopterus_nusatenggara",0.1556
"274","Rhinolophus_bocharicus",0.1555
"275","Myotis_bombinus",0.1553
"276","Pteropus_griseus",0.1552
"277","Ptenochirus_minor",0.155
"278","Lasiurus_egregius",0.1548
"279","Myotis_ater",0.1547
"280","Myotis_longipes",0.1547
"281","Myotis_sicarius",0.1547
"282","Murina_hilgendorfi",0.1545
"283","Pipistrellus_deserti",0.1543
"284","Glauconycteris_egeria",0.1542
"285","Hesperoptenus_tomesi",0.154
"286","Hipposideros_caffer",0.1538
"287","Glauconycteris_alboguttata",0.1535
"288","Myotis_levis",0.1533
"289","Rhinolophus_deckenii",0.1533
"290","Eidolon_dupreanum",0.1532
"291","Eptesicus_fuscus",0.1528
"292","Myonycteris_brachycephala",0.1528
"293","Pipistrellus_westralis",0.1526
"294","Ptenochirus_jagori",0.1526
"295","Rousettus_obliviosus",0.1526
"296","Eptesicus_chiriquinus",0.1525
"297","Myotis_moluccarum",0.1524
"298","Myotis_schaubi",0.1524
"299","Chaerephon_ansorgei",0.1523
"300","Myotis_fortidens",0.152
"301","Eonycteris_robusta",0.1519
"302","Pteropus_scapulatus",0.1518
"303","Rhinolophus_subrufus",0.1517
"304","Rhogeessa_tumida",0.1516
"305","Acerodon_jubatus",0.1515
"306","Lasiurus_cinereus",0.1514
"307","Pteropus_keyensis",0.1514
"308","Saccolaimus_saccolaimus",0.1514
"309","Myotis_melanorhinus",0.1511
"310","Myotis_thysanodes",0.1511
"311","Rousettus_celebensis",0.1511
"312","Dobsonia_peronii",0.1509
"313","Myotis_simus",0.1509
"314","Eptesicus_floweri",0.1507
"315","Acerodon_mackloti",0.1506
"316","Histiotus_montanus",0.1506
"317","Lasiurus_intermedius",0.1505
"318","Pteropus_lombocensis",0.1505
"319","Eptesicus_matroka",0.1504
"320","Panthera_pardus",0.1503
"321","Hypsugo_macrotis",0.1502
"322","Murina_rozendaali",0.1502
"323","Myotis_elegans",0.1502
"324","Harpyionycteris_celebensis",0.15
"325","Megaerops_kusnotoi",0.15
"326","Rhinolophus_beddomei",0.1499
"327","Pipistrellus_papuanus",0.1498
"328","Rhinolophus_inops",0.1498
"329","Myotis_davidii",0.1495
"330","Pteropus_leucopterus",0.1494
"331","Rhinolophus_virgo",0.1494
"332","Myotis_hajastanicus",0.1493
"333","Styloctenium_wallacei",0.1493
"334","Rhinopoma_hardwickii",0.1491
"335","Tadarida_insignis",0.1488
"336","Taphozous_theobaldi",0.1488
"337","Cistugo_seabrae",0.1487
"338","Pteropus_ocularis",0.1487
"339","Acerodon_celebensis",0.1485
"340","Haplonycteris_fischeri",0.1485
"341","Otopteropus_cartilagonodus",0.1485
"342","Hipposideros_bicolor",0.1483
"343","Myotis_yumanensis",0.1483
"344","Tadarida_aegyptiaca",0.1483
"345","Rhinolophus_silvestris",0.1482
"346","Dobsonia_minor",0.148
"347","Antrozous_pallidus",0.1478
"348","Pteropus_mahaganus",0.1478
"349","Nycteris_thebaica",0.1476
"350","Chaerephon_nigeriae",0.1475
"351","Myotis_macropus",0.1475
"352","Histiotus_velatus",0.1473
"353","Thoopterus_nigrescens",0.1473
"354","Dobsonia_anderseni",0.1472
"355","Dobsonia_crenulata",0.1469
"356","Nyctimene_cephalotes",0.1469
"357","Hipposideros_cyclops",0.1467
"358","Bauerus_dubiaquercus",0.1466
"359","Eptesicus_innoxius",0.1465
"360","Myotis_bucharensis",0.1465
"361","Hipposideros_grandis",0.1463
"362","Murina_puta",0.1463
"363","Pteropus_niger",0.1462
"364","Dobsonia_exoleta",0.1461
"365","Myotis_goudoti",0.1461
"366","Pteropus_conspicillatus",0.146
"367","Mops_condylurus",0.1459
"368","Pteropus_rennelli",0.1458
"369","Kerivoula_flora",0.1457
"370","Nyctophilus_geoffroyi",0.1457
"371","Rhinolophus_megaphyllus",0.1457
"372","Scotophilus_nucella",0.1457
"373","Myotis_ruber",0.1456
"374","Pipistrellus_subflavus",0.1456
"375","Pteropus_woodfordi",0.1456
"376","Pteropus_speciosus",0.1455
"377","Pipistrellus_collinus",0.1454
"378","Rhinopoma_microphyllum",0.1454
"379","Pteropus_neohibernicus",0.1454
"380","Falsistrellus_petersi",0.1453
"381","Hipposideros_cervinus",0.1452
"382","Pteropus_tuberculatus",0.1452
"383","Myotis_nesopolus",0.1451
"384","Pteropus_pohlei",0.1451
"385","Pipistrellus_adamsi",0.145
"386","Pteropus_admiralitatum",0.1447
"387","Pteropus_samoensis",0.1447
"388","Rhinolophus_ruwenzorii",0.1447
"389","Laephotis_angolensis",0.1446
"390","Pipistrellus_hesperus",0.1446
"391","Pteropus_dasymallus",0.1446
"392","Pteropus_mariannus",0.1446
"393","Pteropus_melanotus",0.1445
"394","Lasiurus_xanthinus",0.1444
"395","Pteropus_melanopogon",0.1444
"396","Chaerephon_aloysiisabaudiae",0.1443
"397","Pteropus_chrysoproctus",0.1443
"398","Myotis_volans",0.1442
"399","Pteropus_seychellensis",0.1442
"400","Scotophilus_celebensis",0.1441
"401","Lasiurus_minor",0.1439
"402","Hipposideros_doriae",0.1438
"403","Chaerephon_major",0.1437
"404","Tadarida_ventralis",0.1437
"405","Vespadelus_troughtoni",0.1437
"406","Chaerephon_chapini",0.1436
"407","Pteropus_personatus",0.1436
"408","Scotoecus_pallidus",0.1436
"409","Acerodon_leucotis",0.1435
"410","Nyctimene_rabori",0.1435
"411","Lasiurus_insularis",0.1434
"412","Myotis_auriculus",0.1432
"413","Pipistrellus_maderensis",0.1432
"414","Pteropus_rayneri",0.1432
"415","Rhinolophus_euryotis",0.1432
"416","Melonycteris_melanops",0.1431
"417","Nyctimene_minutus",0.1431
"418","Pteropus_pumilus",0.1431
"419","Vespadelus_caurinus",0.1431
"420","Dobsonia_viridis",0.143
"421","Rhogeessa_aeneus",0.143
"422","Chalinolobus_picatus",0.1429
"423","Hipposideros_ruber",0.1429
"424","Rhinolophus_hillorum",0.1429
"425","Myotis_stalkeri",0.1428
"426","Nyctimene_masalai",0.1427
"427","Pteropus_alecto",0.1427
"428","Rattus_rattus",0.1427
"429","Dobsonia_pannietensis",0.1426
"430","Histiotus_macrotus",0.1426
"431","Myotis_velifer",0.1426
"432","Rhogeessa_parvula",0.1426
"433","Scotophilus_robustus",0.1426
"434","Myotis_australis",0.1424
"435","Otomops_martiensseni",0.1424
"436","Pteropus_gilliardorum",0.1424
"437","Triaenops_persicus",0.1424
"438","Chalinolobus_nigrogriseus",0.1423
"439","Pteropus_tonganus",0.1422
"440","Histiotus_laephotis",0.1421
"441","Murina_ussuriensis",0.142
"442","Pteropus_loochoensis",0.1419
"443","Myotis_dominicensis",0.1418
"444","Rhogeessa_alleni",0.1418
"445","Syconycteris_hobbit",0.1418
"446","Pteropus_caniceps",0.1417
"447","Dobsonia_emersa",0.1416
"448","Latidens_salimalii",0.1416
"449","Myotis_aelleni",0.1416
"450","Myotis_evotis",0.1416
"451","Pteropus_macrotis",0.1416
"452","Corynorhinus_mexicanus",0.1415
"453","Myotis_ciliolabrum",0.1415
"454","Pteralopex_atrata",0.1415
"455","Pteropus_pelewensis",0.1415
"456","Corynorhinus_townsendii",0.1414
"457","Myotis_austroriparius",0.1414
"458","Nyctophilus_timoriensis",0.1414
"459","Chalinolobus_gouldii",0.1413
"460","Cheiromeles_torquatus",0.1413
"461","Hypsugo_kitcheneri",0.1413
"462","Kerivoula_muscina",0.1413
"463","Myotis_insularum",0.1413
"464","Scoteanax_rueppellii",0.1413
"465","Scotorepens_sanborni",0.1413
"466","Myotis_oreias",0.1412
"467","Nyctimene_draconilla",0.1412
"468","Myotis_pruinosus",0.141
"469","Pteropus_capistratus",0.141
"470","Hipposideros_fulvus",0.1409
"471","Pipistrellus_wattsi",0.1409
"472","Myotis_hermani",0.1408
"473","Syconycteris_australis",0.1408
"474","Dobsonia_inermis",0.1407
"475","Pteropus_insularis",0.1407
"476","Rhinolophus_capensis",0.1407
"477","Scotorepens_orion",0.1407
"478","Myotis_occultus",0.1406
"479","Scotorepens_greyii",0.1406
"480","Pipistrellus_angulatus",0.1405
"481","Eptesicus_bobrinskoi",0.1404
"482","Myotis_grisescens",0.1404
"483","Nycteris_macrotis",0.1404
"484","Lasiurus_castaneus",0.1403
"485","Myotis_californicus",0.1403
"486","Pteropus_vetulus",0.1403
"487","Nyctimene_albiventer",0.1402
"488","Euderma_maculatum",0.14
"489","Hipposideros_dyacorum",0.14
"490","Paranyctimene_raptor",0.14
"491","Rhogeessa_gracilis",0.14
"492","Lasiurus_pfeifferi",0.1399
"493","Nyctophilus_bifax",0.1399
"494","Canis_aureus",0.1398
"495","Eptesicus_tatei",0.1398
"496","Vespadelus_finlaysoni",0.1398
"497","Pteropus_ornatus",0.1397
"498","Pteropus_poliocephalus",0.1397
"499","Rhinolophus_rufus",0.1397
"500","Neopteryx_frosti",0.1396
"501","Nyctimene_major",0.1396
"502","Murina_florium",0.1395
"503","Mops_demonstrator",0.1394
"504","Syconycteris_carolinae",0.1394
"505","Hypsugo_vordermanni",0.1393
"506","Nyctimene_certans",0.1393
"507","Eptesicus_japonensis",0.1392
"508","Myotis_martiniquensis",0.1392
"509","Rhinolophus_keyensis",0.1392
"510","Hypsugo_joffrei",0.1391
"511","Rhinolophus_formosae",0.139
"512","Dobsonia_beauforti",0.1389
"513","Myotis_keenii",0.1389
"514","Myotis_lucifugus",0.1389
"515","Pteropus_temminckii",0.1389
"516","Myotis_vivesi",0.1388
"517","Mops_mops",0.1386
"518","Nyctophilus_microtis",0.1386
"519","Arielulus_societatis",0.1385
"520","Myotis_septentrionalis",0.1384
"521","Pteralopex_pulchra",0.1384
"522","Rhogeessa_mira",0.1384
"523","Arielulus_cuprosus",0.1383
"524","Pteropus_anetianus",0.1383
"525","Rhinolophus_maclaudi",0.1383
"526","Vespadelus_baverstocki",0.1383
"527","Idionycteris_phyllotis",0.1381
"528","Myotis_chiloensis",0.1381
"529","Plecotus_taivanus",0.1381
"530","Pteropus_aruensis",0.1381
"531","Melonycteris_woodfordi",0.138
"532","Nyctophilus_gouldi",0.1379
"533","Tadarida_latouchei",0.1379
"534","Neoromicia_flavescens",0.1378
"535","Nycteris_hispida",0.1378
"536","Nyctophilus_arnhemensis",0.1378
"537","Pteropus_cognatus",0.1378
"538","Alionycteris_paucidentata",0.1377
"539","Hipposideros_lekaguli",0.1377
"540","Taphozous_mauritianus",0.1377
"541","Eudiscopus_denticulus",0.1376
"542","Miniopterus_natalensis",0.1375
"543","Lasiurus_salinae",0.1374
"544","Nyctimene_vizcaccia",0.1374
"545","Mops_trevori",0.1372
"546","Myotis_sodalis",0.1372
"547","Histiotus_alienus",0.1371
"548","Dobsonia_moluccensis",0.137
"549","Notopteris_macdonaldi",0.137
"550","Nyctimene_malaitensis",0.137
"551","Vespadelus_vulturnus",0.137
"552","Falsistrellus_tasmaniensis",0.1369
"553","Taphozous_perforatus",0.1369
"554","Dobsonia_praedatrix",0.1368
"555","Myotis_planiceps",0.1368
"556","Nycteris_tragata",0.1367
"557","Nyctimene_aello",0.1367
"558","Pipistrellus_endoi",0.1366
"559","Chalinolobus_morio",0.1365
"560","Chalinolobus_tuberculatus",0.1365
"561","Hipposideros_vittatus",0.1365
"562","Plecotus_teneriffae",0.1365
"563","Hipposideros_beatus",0.1364
"564","Nycticeius_cubanus",0.1363
"565","Hipposideros_gigas",0.1362
"566","Notopteris_neocaledonica",0.1362
"567","Lasionycteris_noctivagans",0.1362
"568","Rhinolophus_canuti",0.1362
"569","Laephotis_namibensis",0.1361
"570","Chalinolobus_dwyeri",0.136
"571","Mops_nanulus",0.136
"572","Eptesicus_dimissus",0.1358
"573","Lavia_frons",0.1358
"574","Murina_tenebrosa",0.1358
"575","Nyctimene_robinsoni",0.1357
"576","Hipposideros_megalotis",0.1356
"577","Chalinolobus_neocaledonicus",0.1355
"578","Pteralopex_anceps",0.1355
"579","Nycticeius_humeralis",0.1354
"580","Rhinolophus_cognatus",0.1353
"581","Chaerephon_bivittatus",0.1352
"582","Cistugo_lesueuri",0.1351
"583","Kerivoula_agnella",0.135
"584","Rhinolophus_nereis",0.135
"585","Myotis_findleyi",0.1349
"586","Rhogeessa_genowaysi",0.1349
"587","Histiotus_magellanicus",0.1347
"588","Nyctalus_furvus",0.1347
"589","Vespadelus_pumilus",0.1347
"590","Falsistrellus_mackenziei",0.1346
"591","Myotis_atacamensis",0.1346
"592","Mops_brachypterus",0.1344
"593","Hipposideros_ridleyi",0.1342
"594","Vespadelus_regulus",0.1342
"595","Pharotis_imogene",0.1341
"596","Pteropus_rufus",0.1341
"597","Nyctimene_cyclotis",0.134
"598","Nyctophilus_walkeri",0.1338
"599","Kerivoula_myrella",0.1337
"600","Chaerephon_bemmeleni",0.1335
"601","Scotophilus_borbonicus",0.1335
"602","Miniopterus_medius",0.1334
"603","Emballonura_monticola",0.1333
"604","Eptesicus_guadeloupensis",0.1332
"605","Nyctophilus_microdon",0.1332
"606","Myotis_peninsularis",0.1331
"607","Glauconycteris_machadoi",0.1329
"608","Coleura_afra",0.1328
"609","Mops_thersites",0.1328
"610","Myotis_leibii",0.1327
"611","Nycteris_grandis",0.1327
"612","Phoniscus_papuensis",0.1325
"613","Rhinolophus_madurensis",0.1325
"614","Vespadelus_darlingtoni",0.1323
"615","Scotorepens_balstoni",0.1318
"616","Corynorhinus_rafinesquii",0.1316
"617","Nyctophilus_heran",0.1316
"618","Miniopterus_australis",0.1314
"619","Hesperoptenus_doriae",0.1312
"620","Lasiurus_degelidus",0.1312
"621","Mops_midas",0.131
"622","Taphozous_nudiventris",0.131
"623","Lasiurus_borealis",0.1309
"624","Hipposideros_turpis",0.1308
"625","Hipposideros_abae",0.1305
"626","Sus_scrofa",0.1305
"627","Myopterus_daubentonii",0.1303
"628","Lasiurus_varius",0.13
"629","Vespadelus_douglasorum",0.1295
"630","Lutra_lutra",0.129
"631","Miniopterus_inflatus",0.1286
"632","Hipposideros_jonesi",0.1285
"633","Nycteris_nana",0.128
"634","Lasiurus_seminolus",0.1279
"635","Ursus_thibetanus",0.1278
"636","Mops_spurrelli",0.1277
"637","Vampyressa_thyone",0.1273
"638","Nycteris_arge",0.1272
"639","Vampyrodes_caraccioli",0.127
"640","Miniopterus_fraterculus",0.1262
"641","Mops_niveiventer",0.1262
"642","Martes_flavigula",0.1261
"643","Emballonura_alecto",0.126
"644","Vulpes_vulpes",0.126
"645","Choeroniscus_minor",0.1258
"646","Rhinophylla_pumilio",0.1258
"647","Platyrrhinus_brachycephalus",0.1257
"648","Sauromys_petrophilus",0.1257
"649","Mus_musculus",0.125
"650","Artibeus_jamaicensis",0.1245
"651","Chiroderma_salvini",0.1245
"652","Hipposideros_speoris",0.1245
"653","Lonchophylla_thomasi",0.1244
"654","Vampyressa_bidens",0.1243
"655","Artibeus_glaucus",0.1242
"656","Vampyrum_spectrum",0.1241
"657","Anoura_cultrata",0.124
"658","Micronycteris_schmidtorum",0.1236
"659","Myopterus_whitleyi",0.1234
"660","Platyrrhinus_helleri",0.1233
"661","Rhinophylla_fischerae",0.1232
"662","Artibeus_cinereus",0.1231
"663","Chaerephon_johorensis",0.1231
"664","Artibeus_concolor",0.1227
"665","Molossops_mattogrossensis",0.1226
"666","Cloeotis_percivali",0.1224
"667","Hipposideros_fuliginosus",0.1224
"668","Enchisthenes_hartii",0.1222
"669","Ametrida_centurio",0.1221
"670","Chiroderma_villosum",0.1221
"671","Hipposideros_lankadiva",0.1221
"672","Sturnira_lilium",0.1219
"673","Anoura_caudifer",0.1218
"674","Mesophylla_macconnelli",0.1214
"675","Micronycteris_megalotis",0.1214
"676","Prionailurus_bengalensis",0.1214
"677","Lophostoma_silvicolum",0.1213
"678","Lophostoma_brasiliense",0.1212
"679","Pteronotus_gymnonotus",0.1212
"680","Centurio_senex",0.1211
"681","Cynomops_greenhalli",0.1211
"682","Nyctereutes_procyonoides",0.121
"683","Tadarida_fulminans",0.1209
"684","Lophostoma_carrikeri",0.1208
"685","Molossus_coibensis",0.1208
"686","Mops_congicus",0.1208
"687","Eumops_perotis",0.1207
"688","Micronycteris_microtis",0.1207
"689","Glyphonycteris_daviesi",0.1206
"690","Micronycteris_hirsuta",0.1205
"691","Mormoops_megalophylla",0.1205
"692","Diphylla_ecaudata",0.1204
"693","Lionycteris_spurrelli",0.1203
"694","Promops_centralis",0.1202
"695","Molossus_pretiosus",0.1201
"696","Artibeus_amplus",0.12
"697","Cardioderma_cor",0.12
"698","Mimon_bennettii",0.12
"699","Saccolaimus_peli",0.12
"700","Trinycteris_nicefori",0.12
"701","Nycteris_aurita",0.1199
"702","Platyrrhinus_lineatus",0.1197
"703","Glyphonycteris_sylvestris",0.1196
"704","Glossophaga_commissarisi",0.1195
"705","Nycteris_intermedia",0.1195
"706","Chaerephon_russatus",0.1194
"707","Anoura_latidens",0.1191
"708","Nyctinomops_aurispinosus",0.1191
"709","Promops_nasutus",0.1188
"710","Mimon_crenulatum",0.1187
"711","Asellia_patrizii",0.1186
"712","Sphaeronycteris_toxophyllum",0.1186
