"","genus","betacov","sarbecov","family","taxonomy","clean_hostnames","Species","pf_beta","Prediction"
"Rhinolophus_blasii","Rhinolophus",1,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_blasii","Rhinolophus_blasii","Rhinolophus_blasii","other",0.121212121212115
"Rhinolophus_capensis","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_capensis","Rhinolophus_capensis","Rhinolophus_capensis","other",0.121212121212115
"Rhinolophus_celebensis","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_celebensis","Rhinolophus_celebensis","Rhinolophus_celebensis","other",0.121212121212115
"Rhinolophus_madurensis","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_madurensis","Rhinolophus_madurensis","Rhinolophus_madurensis","other",0.121212121212115
"Rhinolophus_clivosus","Rhinolophus",1,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_clivosus","Rhinolophus_clivosus","Rhinolophus_clivosus","other",0.121212121212115
"Rhinolophus_bocharicus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_bocharicus","Rhinolophus_bocharicus","Rhinolophus_bocharicus","other",0.121212121212115
"Rhinolophus_hillorum","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_hillorum","Rhinolophus_hillorum","Rhinolophus_hillorum","other",0.121212121212115
"Rhinolophus_coelophyllus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_coelophyllus","Rhinolophus_coelophyllus","Rhinolophus_coelophyllus","other",0.121212121212115
"Rhinolophus_darlingi","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_darlingi","Rhinolophus_darlingi","Rhinolophus_darlingi","other",0.121212121212115
"Rhinolophus_deckenii","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_deckenii","Rhinolophus_deckenii","Rhinolophus_deckenii","other",0.121212121212115
"Rhinolophus_denti","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_denti","Rhinolophus_denti","Rhinolophus_denti","other",0.121212121212115
"Rhinolophus_eloquens","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_eloquens","Rhinolophus_eloquens","Rhinolophus_eloquens","other",0.121212121212115
"Rhinolophus_euryotis","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_euryotis","Rhinolophus_euryotis","Rhinolophus_euryotis","other",0.121212121212115
"Rhinolophus_ferrumequinum","Rhinolophus",1,1,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_ferrumequinum","Rhinolophus_ferrumequinum","Rhinolophus_ferrumequinum","other",0.121212121212115
"Rhinolophus_fumigatus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_fumigatus","Rhinolophus_fumigatus","Rhinolophus_fumigatus","other",0.121212121212115
"Rhinolophus_hildebrandtii","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_hildebrandtii","Rhinolophus_hildebrandtii","Rhinolophus_hildebrandtii","other",0.121212121212115
"Rhinolophus_hipposideros","Rhinolophus",1,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_hipposideros","Rhinolophus_hipposideros","Rhinolophus_hipposideros","other",0.121212121212115
"Rhinolophus_inops","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_inops","Rhinolophus_inops","Rhinolophus_inops","other",0.121212121212115
"Rhinolophus_keyensis","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_keyensis","Rhinolophus_keyensis","Rhinolophus_keyensis","other",0.121212121212115
"Rhinolophus_luctus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_luctus","Rhinolophus_luctus","Rhinolophus_luctus","other",0.121212121212115
"Rhinolophus_beddomei","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_beddomei","Rhinolophus_beddomei","Rhinolophus_beddomei","other",0.121212121212115
"Rhinolophus_formosae","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_formosae","Rhinolophus_formosae","Rhinolophus_formosae","other",0.121212121212115
"Rhinolophus_maclaudi","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_maclaudi","Rhinolophus_maclaudi","Rhinolophus_maclaudi","other",0.121212121212115
"Rhinolophus_hilli","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_hilli","Rhinolophus_hilli","Rhinolophus_hilli","other",0.121212121212115
"Rhinolophus_ruwenzorii","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_ruwenzorii","Rhinolophus_ruwenzorii","Rhinolophus_ruwenzorii","other",0.121212121212115
"Rhinolophus_macrotis","Rhinolophus",1,1,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_macrotis","Rhinolophus_macrotis","Rhinolophus_macrotis","other",0.121212121212115
"Rhinolophus_siamensis","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_siamensis","Rhinolophus_siamensis","Rhinolophus_siamensis","other",0.121212121212115
"Rhinolophus_malayanus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_malayanus","Rhinolophus_malayanus","Rhinolophus_malayanus","other",0.121212121212115
"Rhinolophus_marshalli","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_marshalli","Rhinolophus_marshalli","Rhinolophus_marshalli","other",0.121212121212115
"Rhinolophus_megaphyllus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_megaphyllus","Rhinolophus_megaphyllus","Rhinolophus_megaphyllus","other",0.121212121212115
"Rhinolophus_mitratus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_mitratus","Rhinolophus_mitratus","Rhinolophus_mitratus","other",0.121212121212115
"Rhinolophus_paradoxolophus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_paradoxolophus","Rhinolophus_paradoxolophus","Rhinolophus_paradoxolophus","other",0.121212121212115
"Rhinolophus_pearsonii","Rhinolophus",1,1,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_pearsonii","Rhinolophus_pearsonii","Rhinolophus_pearsonii","other",0.121212121212115
"Rhinolophus_philippinensis","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_philippinensis","Rhinolophus_philippinensis","Rhinolophus_philippinensis","other",0.121212121212115
"Rhinolophus_montanus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_montanus","Rhinolophus_montanus","Rhinolophus_montanus","other",0.121212121212115
"Rhinolophus_rex","Rhinolophus",1,1,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_rex","Rhinolophus_rex","Rhinolophus_rex","other",0.121212121212115
"Rhinolophus_robinsoni","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_robinsoni","Rhinolophus_robinsoni","Rhinolophus_robinsoni","other",0.121212121212115
"Rhinolophus_rouxii","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_rouxii","Rhinolophus_rouxii","Rhinolophus_rouxii","other",0.121212121212115
"Rhinolophus_sinicus","Rhinolophus",1,1,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_sinicus","Rhinolophus_sinicus","Rhinolophus_sinicus","other",0.121212121212115
"Rhinolophus_rufus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_rufus","Rhinolophus_rufus","Rhinolophus_rufus","other",0.121212121212115
"Rhinolophus_sedulus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_sedulus","Rhinolophus_sedulus","Rhinolophus_sedulus","other",0.121212121212115
"Rhinolophus_shameli","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_shameli","Rhinolophus_shameli","Rhinolophus_shameli","other",0.121212121212115
"Rhinolophus_silvestris","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_silvestris","Rhinolophus_silvestris","Rhinolophus_silvestris","other",0.121212121212115
"Rhinolophus_simulator","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_simulator","Rhinolophus_simulator","Rhinolophus_simulator","other",0.121212121212115
"Rhinolophus_stheno","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_stheno","Rhinolophus_stheno","Rhinolophus_stheno","other",0.0471124626817564
"Rhinolophus_subrufus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_subrufus","Rhinolophus_subrufus","Rhinolophus_subrufus","other",0.0471124626817564
"Rhinolophus_swinnyi","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_swinnyi","Rhinolophus_swinnyi","Rhinolophus_swinnyi","other",0.0471124626817564
"Rhinolophus_thomasi","Rhinolophus",1,1,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_thomasi","Rhinolophus_thomasi","Rhinolophus_thomasi","other",0.0471124626817564
"Rhinolophus_trifoliatus","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_trifoliatus","Rhinolophus_trifoliatus","Rhinolophus_trifoliatus","other",0.0471124626817564
"Rhinolophus_virgo","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_virgo","Rhinolophus_virgo","Rhinolophus_virgo","other",0.0471124626817564
"Rhinolophus_yunanensis","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_yunanensis","Rhinolophus_yunanensis","Rhinolophus_yunanensis","other",0.0471124626817564
"Rhinolophus_nereis","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_nereis","Rhinolophus_nereis","Rhinolophus_nereis","other",0.121212121212115
"Rhinolophus_borneensis","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_borneensis","Rhinolophus_borneensis","Rhinolophus_borneensis","other",0.0471124626817564
"Rhinolophus_canuti","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_canuti","Rhinolophus_canuti","Rhinolophus_canuti","other",0.0471124626817564
"Rhinolophus_creaghi","Rhinolophus",1,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_creaghi","Rhinolophus_creaghi","Rhinolophus_creaghi","other",0.0471124626817564
"Rhinolophus_mehelyi","Rhinolophus",1,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_mehelyi","Rhinolophus_mehelyi","Rhinolophus_mehelyi","other",0.0471124626817564
"Rhinolophus_euryale","Rhinolophus",1,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_euryale","Rhinolophus_euryale","Rhinolophus_euryale","other",0.0471124626817564
"Rhinolophus_landeri","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_landeri","Rhinolophus_landeri","Rhinolophus_landeri","other",0.0471124626817564
"Rhinolophus_guineensis","Rhinolophus",0,0,"Rhinolophidae","Rhinolophidae; Rhinolophus; Rhinolophus_guineensis","Rhinolophus_guineensis","Rhinolophus_guineensis","other",0.0471124626817564
"Paracoelops_megalotis","Paracoelops",0,0,"Hipposideridae","Hipposideridae; Paracoelops; Paracoelops_megalotis","Paracoelops_megalotis","Paracoelops_megalotis","other",0.0471124626817564
"Coelops_frithii","Coelops",0,0,"Hipposideridae","Hipposideridae; Coelops; Coelops_frithii","Coelops_frithii","Coelops_frithii","other",0.0471124626817564
"Coelops_robinsoni","Coelops",0,0,"Hipposideridae","Hipposideridae; Coelops; Coelops_robinsoni","Coelops_robinsoni","Coelops_robinsoni","other",0.0471124626817564
"Rhinonicteris_aurantia","Rhinonicteris",1,0,"Hipposideridae","Hipposideridae; Rhinonicteris; Rhinonicteris_aurantia","Rhinonicteris_aurantia","Rhinonicteris_aurantia","other",0.0471124626817564
"Triaenops_furculus","Triaenops",0,0,"Hipposideridae","Hipposideridae; Triaenops; Triaenops_furculus","Triaenops_furculus","Triaenops_furculus","other",0.0471124626817564
"Triaenops_auritus","Triaenops",0,0,"Hipposideridae","Hipposideridae; Triaenops; Triaenops_auritus","Triaenops_auritus","Triaenops_auritus","other",0.0471124626817564
"Triaenops_persicus","Triaenops",1,0,"Hipposideridae","Hipposideridae; Triaenops; Triaenops_persicus","Triaenops_persicus","Triaenops_persicus","other",0.0471124626817564
"Triaenops_rufus","Triaenops",0,0,"Hipposideridae","Hipposideridae; Triaenops; Triaenops_rufus","Triaenops_rufus","Triaenops_rufus","other",0.0471124626817564
"Aselliscus_tricuspidatus","Aselliscus",0,0,"Hipposideridae","Hipposideridae; Aselliscus; Aselliscus_tricuspidatus","Aselliscus_tricuspidatus","Aselliscus_tricuspidatus","other",0.0471124626817564
"Anthops_ornatus","Anthops",0,0,"Hipposideridae","Hipposideridae; Anthops; Anthops_ornatus","Anthops_ornatus","Anthops_ornatus","other",0.0471124626817564
"Hipposideros_ater","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_ater","Hipposideros_ater","Hipposideros_ater","other",0.0471124626817564
"Hipposideros_abae","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_abae","Hipposideros_abae","Hipposideros_abae","other",0.0471124626817564
"Hipposideros_beatus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_beatus","Hipposideros_beatus","Hipposideros_beatus","other",0.0471124626817564
"Hipposideros_bicolor","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_bicolor","Hipposideros_bicolor","Hipposideros_bicolor","other",0.0471124626817564
"Hipposideros_breviceps","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_breviceps","Hipposideros_breviceps","Hipposideros_breviceps","other",0.0471124626817564
"Hipposideros_caffer","Hipposideros",1,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_caffer","Hipposideros_caffer","Hipposideros_caffer","other",0.0471124626817564
"Hipposideros_cineraceus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_cineraceus","Hipposideros_cineraceus","Hipposideros_cineraceus","other",0.0471124626817564
"Hipposideros_durgadasi","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_durgadasi","Hipposideros_durgadasi","Hipposideros_durgadasi","other",0.0471124626817564
"Hipposideros_coxi","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_coxi","Hipposideros_coxi","Hipposideros_coxi","other",0.0471124626817564
"Hipposideros_curtus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_curtus","Hipposideros_curtus","Hipposideros_curtus","other",0.0471124626817564
"Hipposideros_dyacorum","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_dyacorum","Hipposideros_dyacorum","Hipposideros_dyacorum","other",0.0471124626817564
"Hipposideros_fuliginosus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_fuliginosus","Hipposideros_fuliginosus","Hipposideros_fuliginosus","other",0.0471124626817564
"Hipposideros_fulvus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_fulvus","Hipposideros_fulvus","Hipposideros_fulvus","other",0.0471124626817564
"Hipposideros_galeritus","Hipposideros",1,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_galeritus","Hipposideros_galeritus","Hipposideros_galeritus","other",0.0471124626817564
"Hipposideros_halophyllus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_halophyllus","Hipposideros_halophyllus","Hipposideros_halophyllus","other",0.0471124626817564
"Hipposideros_jonesi","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_jonesi","Hipposideros_jonesi","Hipposideros_jonesi","other",0.0471124626817564
"Hipposideros_macrobullatus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_macrobullatus","Hipposideros_macrobullatus","Hipposideros_macrobullatus","other",0.0471124626817564
"Hipposideros_maggietaylorae","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_maggietaylorae","Hipposideros_maggietaylorae","Hipposideros_maggietaylorae","other",0.0471124626817564
"Hipposideros_marisae","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_marisae","Hipposideros_marisae","Hipposideros_marisae","other",0.0471124626817564
"Hipposideros_megalotis","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_megalotis","Hipposideros_megalotis","Hipposideros_megalotis","other",0.0471124626817564
"Hipposideros_nequam","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_nequam","Hipposideros_nequam","Hipposideros_nequam","other",0.0471124626817564
"Hipposideros_obscurus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_obscurus","Hipposideros_obscurus","Hipposideros_obscurus","other",0.0471124626817564
"Hipposideros_papua","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_papua","Hipposideros_papua","Hipposideros_papua","other",0.0471124626817564
"Hipposideros_pomona","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_pomona","Hipposideros_pomona","Hipposideros_pomona","other",0.0471124626817564
"Hipposideros_pygmaeus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_pygmaeus","Hipposideros_pygmaeus","Hipposideros_pygmaeus","other",0.0471124626817564
"Hipposideros_ridleyi","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_ridleyi","Hipposideros_ridleyi","Hipposideros_ridleyi","other",0.0471124626817564
"Hipposideros_speoris","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_speoris","Hipposideros_speoris","Hipposideros_speoris","other",0.0471124626817564
"Hipposideros_doriae","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_doriae","Hipposideros_doriae","Hipposideros_doriae","other",0.0471124626817564
"Hipposideros_coronatus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_coronatus","Hipposideros_coronatus","Hipposideros_coronatus","other",0.0471124626817564
"Hipposideros_calcaratus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_calcaratus","Hipposideros_calcaratus","Hipposideros_calcaratus","other",0.0471124626817564
"Hipposideros_lamottei","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_lamottei","Hipposideros_lamottei","Hipposideros_lamottei","other",0.0471124626817564
"Hipposideros_ruber","Hipposideros",1,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_ruber","Hipposideros_ruber","Hipposideros_ruber","other",0.0471124626817564
"Hipposideros_crumeniferus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_crumeniferus","Hipposideros_crumeniferus","Hipposideros_crumeniferus","other",0.0471124626817564
"Hipposideros_cervinus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_cervinus","Hipposideros_cervinus","Hipposideros_cervinus","other",0.0471124626817564
"Cloeotis_percivali","Cloeotis",0,0,"Hipposideridae","Hipposideridae; Cloeotis; Cloeotis_percivali","Cloeotis_percivali","Cloeotis_percivali","other",0.0471124626817564
"Aselliscus_stoliczkanus","Aselliscus",1,0,"Hipposideridae","Hipposideridae; Aselliscus; Aselliscus_stoliczkanus","Aselliscus_stoliczkanus","Aselliscus_stoliczkanus","other",0.0471124626817564
"Hipposideros_armiger","Hipposideros",1,1,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_armiger","Hipposideros_armiger","Hipposideros_armiger","other",0.0471124626817564
"Hipposideros_commersoni","Hipposideros",1,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_commersoni","Hipposideros_commersoni","Hipposideros_commersoni","other",0.0471124626817564
"Hipposideros_gigas","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_gigas","Hipposideros_gigas","Hipposideros_gigas","other",0.0471124626817564
"Hipposideros_thomensis","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_thomensis","Hipposideros_thomensis","Hipposideros_thomensis","other",0.0471124626817564
"Hipposideros_vittatus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_vittatus","Hipposideros_vittatus","Hipposideros_vittatus","other",0.0471124626817564
"Hipposideros_diadema","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_diadema","Hipposideros_diadema","Hipposideros_diadema","other",0.0471124626817564
"Hipposideros_demissus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_demissus","Hipposideros_demissus","Hipposideros_demissus","other",0.121212121212115
"Hipposideros_inornatus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_inornatus","Hipposideros_inornatus","Hipposideros_inornatus","other",0.121212121212115
"Hipposideros_dinops","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_dinops","Hipposideros_dinops","Hipposideros_dinops","other",0.0471124626817564
"Hipposideros_pelingensis","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_pelingensis","Hipposideros_pelingensis","Hipposideros_pelingensis","other",0.0471124626817564
"Hipposideros_inexpectatus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_inexpectatus","Hipposideros_inexpectatus","Hipposideros_inexpectatus","other",0.0471124626817564
"Hipposideros_lankadiva","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_lankadiva","Hipposideros_lankadiva","Hipposideros_lankadiva","other",0.0471124626817564
"Hipposideros_larvatus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_larvatus","Hipposideros_larvatus","Hipposideros_larvatus","other",0.0471124626817564
"Hipposideros_grandis","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_grandis","Hipposideros_grandis","Hipposideros_grandis","other",0.121212121212115
"Hipposideros_sumbae","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_sumbae","Hipposideros_sumbae","Hipposideros_sumbae","other",0.0471124626817564
"Hipposideros_lekaguli","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_lekaguli","Hipposideros_lekaguli","Hipposideros_lekaguli","other",0.0471124626817564
"Hipposideros_turpis","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_turpis","Hipposideros_turpis","Hipposideros_turpis","other",0.0471124626817564
"Hipposideros_lylei","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_lylei","Hipposideros_lylei","Hipposideros_lylei","other",0.0471124626817564
"Hipposideros_pratti","Hipposideros",1,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_pratti","Hipposideros_pratti","Hipposideros_pratti","other",0.0471124626817564
"Asellia_patrizii","Asellia",0,0,"Hipposideridae","Hipposideridae; Asellia; Asellia_patrizii","Asellia_patrizii","Asellia_patrizii","other",0.0471124626817564
"Asellia_tridens","Asellia",0,0,"Hipposideridae","Hipposideridae; Asellia; Asellia_tridens","Asellia_tridens","Asellia_tridens","other",0.0471124626817564
"Hipposideros_camerunensis","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_camerunensis","Hipposideros_camerunensis","Hipposideros_camerunensis","other",0.0471124626817564
"Hipposideros_cyclops","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_cyclops","Hipposideros_cyclops","Hipposideros_cyclops","other",0.0471124626817564
"Hipposideros_corynophyllus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_corynophyllus","Hipposideros_corynophyllus","Hipposideros_corynophyllus","other",0.0471124626817564
"Hipposideros_stenotis","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_stenotis","Hipposideros_stenotis","Hipposideros_stenotis","other",0.0471124626817564
"Hipposideros_wollastoni","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_wollastoni","Hipposideros_wollastoni","Hipposideros_wollastoni","other",0.0471124626817564
"Hipposideros_muscinus","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_muscinus","Hipposideros_muscinus","Hipposideros_muscinus","other",0.0471124626817564
"Hipposideros_semoni","Hipposideros",0,0,"Hipposideridae","Hipposideridae; Hipposideros; Hipposideros_semoni","Hipposideros_semoni","Hipposideros_semoni","other",0.0471124626817564
"Myzopoda_aurita","Myzopoda",0,0,"Myzopodidae","Myzopodidae; Myzopoda; Myzopoda_aurita","Myzopoda_aurita","Myzopoda_aurita","clade",0.0471124626817564
"Thyroptera_discifera","Thyroptera",0,0,"Thyropteridae","Thyropteridae; Thyroptera; Thyroptera_discifera","Thyroptera_discifera","Thyroptera_discifera","clade",0.0471124626817564
"Thyroptera_tricolor","Thyroptera",0,0,"Thyropteridae","Thyropteridae; Thyroptera; Thyroptera_tricolor","Thyroptera_tricolor","Thyroptera_tricolor","clade",0.121212121212115
"Amorphochilus_schnablii","Amorphochilus",0,0,"Furipteridae","Furipteridae; Amorphochilus; Amorphochilus_schnablii","Amorphochilus_schnablii","Amorphochilus_schnablii","clade",0.121212121212115
"Furipterus_horrens","Furipterus",0,0,"Furipteridae","Furipteridae; Furipterus; Furipterus_horrens","Furipterus_horrens","Furipterus_horrens","clade",0.121212121212115
"Nyctiellus_lepidus","Nyctiellus",0,0,"Natalidae","Natalidae; Nyctiellus; Nyctiellus_lepidus","Nyctiellus_lepidus","Nyctiellus_lepidus","clade",0.0471124626817564
"Natalus_stramineus","Natalus",0,0,"Natalidae","Natalidae; Natalus; Natalus_stramineus","Natalus_stramineus","Natalus_stramineus","clade",0.0471124626817564
"Natalus_jamaicensis","Natalus",0,0,"Natalidae","Natalidae; Natalus; Natalus_jamaicensis","Natalus_jamaicensis","Natalus_jamaicensis","clade",0.0471124626817564
"Natalus_major","Natalus",0,0,"Natalidae","Natalidae; Natalus; Natalus_major","Natalus_major","Natalus_major","clade",0.121212121212115
"Natalus_primus","Natalus",0,0,"Natalidae","Natalidae; Natalus; Natalus_primus","Natalus_primus","Natalus_primus","clade",0.121212121212115
