"","genus","betacov","sarbecov","family","taxonomy","clean_hostnames","Species","pf_beta","Prediction"
"Rhogeessa_gracilis","Rhogeessa",0,0,"Vespertilionidae","Vespertilionidae; Rhogeessa; Rhogeessa_gracilis","Rhogeessa_gracilis","Rhogeessa_gracilis","clade",0.121212121212115
"Rhogeessa_genowaysi","Rhogeessa",0,0,"Vespertilionidae","Vespertilionidae; Rhogeessa; Rhogeessa_genowaysi","Rhogeessa_genowaysi","Rhogeessa_genowaysi","clade",0.121212121212115
"Rhogeessa_minutilla","Rhogeessa",0,0,"Vespertilionidae","Vespertilionidae; Rhogeessa; Rhogeessa_minutilla","Rhogeessa_minutilla","Rhogeessa_minutilla","clade",0.121212121212115
"Rhogeessa_parvula","Rhogeessa",0,0,"Vespertilionidae","Vespertilionidae; Rhogeessa; Rhogeessa_parvula","Rhogeessa_parvula","Rhogeessa_parvula","clade",0.121212121212115
"Rhogeessa_tumida","Rhogeessa",0,0,"Vespertilionidae","Vespertilionidae; Rhogeessa; Rhogeessa_tumida","Rhogeessa_tumida","Rhogeessa_tumida","clade",0.121212121212115
"Rhogeessa_aeneus","Rhogeessa",0,0,"Vespertilionidae","Vespertilionidae; Rhogeessa; Rhogeessa_aeneus","Rhogeessa_aeneus","Rhogeessa_aeneus","clade",0.121212121212115
"Rhogeessa_io","Rhogeessa",0,0,"Vespertilionidae","Vespertilionidae; Rhogeessa; Rhogeessa_io","Rhogeessa_io","Rhogeessa_io","clade",0.121212121212115
"Lasiurus_egregius","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_egregius","Lasiurus_egregius","Lasiurus_egregius","clade",0.121212121212115
"Lasiurus_ega","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_ega","Lasiurus_ega","Lasiurus_ega","clade",0.121212121212115
"Lasiurus_xanthinus","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_xanthinus","Lasiurus_xanthinus","Lasiurus_xanthinus","clade",0.121212121212115
"Lasiurus_intermedius","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_intermedius","Lasiurus_intermedius","Lasiurus_intermedius","clade",0.121212121212115
"Lasiurus_insularis","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_insularis","Lasiurus_insularis","Lasiurus_insularis","clade",0.121212121212115
"Lasiurus_cinereus","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_cinereus","Lasiurus_cinereus","Lasiurus_cinereus","clade",0.121212121212115
"Lasiurus_castaneus","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_castaneus","Lasiurus_castaneus","Lasiurus_castaneus","clade",0.121212121212115
"Lasiurus_borealis","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_borealis","Lasiurus_borealis","Lasiurus_borealis","clade",0.121212121212115
"Lasiurus_minor","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_minor","Lasiurus_minor","Lasiurus_minor","clade",0.121212121212115
"Lasiurus_pfeifferi","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_pfeifferi","Lasiurus_pfeifferi","Lasiurus_pfeifferi","clade",0.121212121212115
"Lasiurus_salinae","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_salinae","Lasiurus_salinae","Lasiurus_salinae","clade",0.121212121212115
"Lasiurus_varius","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_varius","Lasiurus_varius","Lasiurus_varius","clade",0.121212121212115
"Lasiurus_blossevillii","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_blossevillii","Lasiurus_blossevillii","Lasiurus_blossevillii","clade",0.121212121212115
"Lasiurus_degelidus","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_degelidus","Lasiurus_degelidus","Lasiurus_degelidus","clade",0.121212121212115
"Lasiurus_seminolus","Lasiurus",0,0,"Vespertilionidae","Vespertilionidae; Lasiurus; Lasiurus_seminolus","Lasiurus_seminolus","Lasiurus_seminolus","clade",0.121212121212115
"Neoromicia_flavescens","Neoromicia",0,0,"Vespertilionidae","Vespertilionidae; Neoromicia; Neoromicia_flavescens","Neoromicia_flavescens","Neoromicia_flavescens","clade",0.121212121212115
"Neoromicia_rendalli","Neoromicia",0,0,"Vespertilionidae","Vespertilionidae; Neoromicia; Neoromicia_rendalli","Neoromicia_rendalli","Neoromicia_rendalli","clade",0.121212121212115
"Neoromicia_tenuipinnis","Neoromicia",0,0,"Vespertilionidae","Vespertilionidae; Neoromicia; Neoromicia_tenuipinnis","Neoromicia_tenuipinnis","Neoromicia_tenuipinnis","clade",0.121212121212115
"Neoromicia_brunneus","Neoromicia",0,0,"Vespertilionidae","Vespertilionidae; Neoromicia; Neoromicia_brunneus","Neoromicia_brunneus","Neoromicia_brunneus","clade",0.121212121212115
"Eptesicus_matroka","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_matroka","Eptesicus_matroka","Eptesicus_matroka","clade",0.121212121212115
"Neoromicia_capensis","Neoromicia",1,0,"Vespertilionidae","Vespertilionidae; Neoromicia; Neoromicia_capensis","Neoromicia_capensis","Neoromicia_capensis","clade",0.121212121212115
"Neoromicia_guineensis","Neoromicia",0,0,"Vespertilionidae","Vespertilionidae; Neoromicia; Neoromicia_guineensis","Neoromicia_guineensis","Neoromicia_guineensis","clade",0.121212121212115
"Neoromicia_melckorum","Neoromicia",0,0,"Vespertilionidae","Vespertilionidae; Neoromicia; Neoromicia_melckorum","Neoromicia_melckorum","Neoromicia_melckorum","clade",0.121212121212115
"Neoromicia_somalicus","Neoromicia",0,0,"Vespertilionidae","Vespertilionidae; Neoromicia; Neoromicia_somalicus","Neoromicia_somalicus","Neoromicia_somalicus","clade",0.121212121212115
"Neoromicia_zuluensis","Neoromicia",0,0,"Vespertilionidae","Vespertilionidae; Neoromicia; Neoromicia_zuluensis","Neoromicia_zuluensis","Neoromicia_zuluensis","clade",0.121212121212115
"Glauconycteris_alboguttata","Glauconycteris",0,0,"Vespertilionidae","Vespertilionidae; Glauconycteris; Glauconycteris_alboguttata","Glauconycteris_alboguttata","Glauconycteris_alboguttata","clade",0.121212121212115
"Glauconycteris_argentata","Glauconycteris",0,0,"Vespertilionidae","Vespertilionidae; Glauconycteris; Glauconycteris_argentata","Glauconycteris_argentata","Glauconycteris_argentata","clade",0.121212121212115
"Glauconycteris_beatrix","Glauconycteris",0,0,"Vespertilionidae","Vespertilionidae; Glauconycteris; Glauconycteris_beatrix","Glauconycteris_beatrix","Glauconycteris_beatrix","clade",0.121212121212115
"Glauconycteris_humeralis","Glauconycteris",0,0,"Vespertilionidae","Vespertilionidae; Glauconycteris; Glauconycteris_humeralis","Glauconycteris_humeralis","Glauconycteris_humeralis","clade",0.121212121212115
"Glauconycteris_egeria","Glauconycteris",0,0,"Vespertilionidae","Vespertilionidae; Glauconycteris; Glauconycteris_egeria","Glauconycteris_egeria","Glauconycteris_egeria","clade",0.121212121212115
"Glauconycteris_gleni","Glauconycteris",0,0,"Vespertilionidae","Vespertilionidae; Glauconycteris; Glauconycteris_gleni","Glauconycteris_gleni","Glauconycteris_gleni","clade",0.121212121212115
"Glauconycteris_kenyacola","Glauconycteris",0,0,"Vespertilionidae","Vespertilionidae; Glauconycteris; Glauconycteris_kenyacola","Glauconycteris_kenyacola","Glauconycteris_kenyacola","clade",0.121212121212115
"Glauconycteris_poensis","Glauconycteris",0,0,"Vespertilionidae","Vespertilionidae; Glauconycteris; Glauconycteris_poensis","Glauconycteris_poensis","Glauconycteris_poensis","clade",0.121212121212115
"Glauconycteris_superba","Glauconycteris",0,0,"Vespertilionidae","Vespertilionidae; Glauconycteris; Glauconycteris_superba","Glauconycteris_superba","Glauconycteris_superba","clade",0.121212121212115
"Glauconycteris_machadoi","Glauconycteris",0,0,"Vespertilionidae","Vespertilionidae; Glauconycteris; Glauconycteris_machadoi","Glauconycteris_machadoi","Glauconycteris_machadoi","clade",0.121212121212115
"Glauconycteris_variegata","Glauconycteris",0,0,"Vespertilionidae","Vespertilionidae; Glauconycteris; Glauconycteris_variegata","Glauconycteris_variegata","Glauconycteris_variegata","clade",0.121212121212115
"Pharotis_imogene","Pharotis",0,0,"Vespertilionidae","Vespertilionidae; Pharotis; Pharotis_imogene","Pharotis_imogene","Pharotis_imogene","clade",0.121212121212115
"Nyctophilus_arnhemensis","Nyctophilus",0,0,"Vespertilionidae","Vespertilionidae; Nyctophilus; Nyctophilus_arnhemensis","Nyctophilus_arnhemensis","Nyctophilus_arnhemensis","clade",0.121212121212115
"Nyctophilus_geoffroyi","Nyctophilus",0,0,"Vespertilionidae","Vespertilionidae; Nyctophilus; Nyctophilus_geoffroyi","Nyctophilus_geoffroyi","Nyctophilus_geoffroyi","clade",0.121212121212115
"Nyctophilus_gouldi","Nyctophilus",0,0,"Vespertilionidae","Vespertilionidae; Nyctophilus; Nyctophilus_gouldi","Nyctophilus_gouldi","Nyctophilus_gouldi","clade",0.121212121212115
"Nyctophilus_bifax","Nyctophilus",0,0,"Vespertilionidae","Vespertilionidae; Nyctophilus; Nyctophilus_bifax","Nyctophilus_bifax","Nyctophilus_bifax","clade",0.121212121212115
"Nyctophilus_heran","Nyctophilus",0,0,"Vespertilionidae","Vespertilionidae; Nyctophilus; Nyctophilus_heran","Nyctophilus_heran","Nyctophilus_heran","clade",0.121212121212115
"Nyctophilus_microdon","Nyctophilus",0,0,"Vespertilionidae","Vespertilionidae; Nyctophilus; Nyctophilus_microdon","Nyctophilus_microdon","Nyctophilus_microdon","clade",0.121212121212115
"Nyctophilus_microtis","Nyctophilus",0,0,"Vespertilionidae","Vespertilionidae; Nyctophilus; Nyctophilus_microtis","Nyctophilus_microtis","Nyctophilus_microtis","clade",0.0471124626817564
"Nyctophilus_timoriensis","Nyctophilus",0,0,"Vespertilionidae","Vespertilionidae; Nyctophilus; Nyctophilus_timoriensis","Nyctophilus_timoriensis","Nyctophilus_timoriensis","clade",0.121212121212115
"Nyctophilus_walkeri","Nyctophilus",0,0,"Vespertilionidae","Vespertilionidae; Nyctophilus; Nyctophilus_walkeri","Nyctophilus_walkeri","Nyctophilus_walkeri","clade",0.121212121212115
"Barbastella_barbastellus","Barbastella",0,0,"Vespertilionidae","Vespertilionidae; Barbastella; Barbastella_barbastellus","Barbastella_barbastellus","Barbastella_barbastellus","clade",0.121212121212115
"Barbastella_leucomelas","Barbastella",0,0,"Vespertilionidae","Vespertilionidae; Barbastella; Barbastella_leucomelas","Barbastella_leucomelas","Barbastella_leucomelas","clade",0.121212121212115
"Euderma_maculatum","Euderma",0,0,"Vespertilionidae","Vespertilionidae; Euderma; Euderma_maculatum","Euderma_maculatum","Euderma_maculatum","clade",0.121212121212115
"Idionycteris_phyllotis","Idionycteris",0,0,"Vespertilionidae","Vespertilionidae; Idionycteris; Idionycteris_phyllotis","Idionycteris_phyllotis","Idionycteris_phyllotis","clade",0.121212121212115
"Corynorhinus_rafinesquii","Corynorhinus",0,0,"Vespertilionidae","Vespertilionidae; Corynorhinus; Corynorhinus_rafinesquii","Corynorhinus_rafinesquii","Corynorhinus_rafinesquii","clade",0.121212121212115
"Corynorhinus_mexicanus","Corynorhinus",0,0,"Vespertilionidae","Vespertilionidae; Corynorhinus; Corynorhinus_mexicanus","Corynorhinus_mexicanus","Corynorhinus_mexicanus","clade",0.121212121212115
"Corynorhinus_townsendii","Corynorhinus",0,0,"Vespertilionidae","Vespertilionidae; Corynorhinus; Corynorhinus_townsendii","Corynorhinus_townsendii","Corynorhinus_townsendii","clade",0.121212121212115
"Plecotus_austriacus","Plecotus",0,0,"Vespertilionidae","Vespertilionidae; Plecotus; Plecotus_austriacus","Plecotus_austriacus","Plecotus_austriacus","clade",0.121212121212115
"Plecotus_kolombatovici","Plecotus",0,0,"Vespertilionidae","Vespertilionidae; Plecotus; Plecotus_kolombatovici","Plecotus_kolombatovici","Plecotus_kolombatovici","clade",0.121212121212115
"Plecotus_teneriffae","Plecotus",0,0,"Vespertilionidae","Vespertilionidae; Plecotus; Plecotus_teneriffae","Plecotus_teneriffae","Plecotus_teneriffae","clade",0.121212121212115
"Plecotus_auritus","Plecotus",0,0,"Vespertilionidae","Vespertilionidae; Plecotus; Plecotus_auritus","Plecotus_auritus","Plecotus_auritus","clade",0.121212121212115
"Plecotus_taivanus","Plecotus",0,0,"Vespertilionidae","Vespertilionidae; Plecotus; Plecotus_taivanus","Plecotus_taivanus","Plecotus_taivanus","clade",0.121212121212115
"Scotomanes_ornatus","Scotomanes",0,0,"Vespertilionidae","Vespertilionidae; Scotomanes; Scotomanes_ornatus","Scotomanes_ornatus","Scotomanes_ornatus","clade",0.121212121212115
"Scotophilus_kuhlii","Scotophilus",0,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_kuhlii","Scotophilus_kuhlii","Scotophilus_kuhlii","clade",0.121212121212115
"Scotophilus_collinus","Scotophilus",0,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_collinus","Scotophilus_collinus","Scotophilus_collinus","clade",0.121212121212115
"Scotophilus_nigrita","Scotophilus",0,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_nigrita","Scotophilus_nigrita","Scotophilus_nigrita","clade",0.121212121212115
"Scotophilus_borbonicus","Scotophilus",0,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_borbonicus","Scotophilus_borbonicus","Scotophilus_borbonicus","clade",0.121212121212115
"Scotophilus_viridis","Scotophilus",0,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_viridis","Scotophilus_viridis","Scotophilus_viridis","clade",0.121212121212115
"Scotophilus_celebensis","Scotophilus",0,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_celebensis","Scotophilus_celebensis","Scotophilus_celebensis","clade",0.121212121212115
"Scotophilus_heathii","Scotophilus",0,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_heathii","Scotophilus_heathii","Scotophilus_heathii","clade",0.121212121212115
"Scotophilus_leucogaster","Scotophilus",1,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_leucogaster","Scotophilus_leucogaster","Scotophilus_leucogaster","clade",0.121212121212115
"Scotophilus_nucella","Scotophilus",0,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_nucella","Scotophilus_nucella","Scotophilus_nucella","clade",0.121212121212115
"Scotophilus_dinganii","Scotophilus",1,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_dinganii","Scotophilus_dinganii","Scotophilus_dinganii","clade",0.121212121212115
"Scotophilus_nux","Scotophilus",0,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_nux","Scotophilus_nux","Scotophilus_nux","clade",0.121212121212115
"Scotophilus_robustus","Scotophilus",0,0,"Vespertilionidae","Vespertilionidae; Scotophilus; Scotophilus_robustus","Scotophilus_robustus","Scotophilus_robustus","clade",0.121212121212115
"Pipistrellus_minahassae","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_minahassae","Pipistrellus_minahassae","Pipistrellus_minahassae","clade",0.121212121212115
"Pipistrellus_ceylonicus","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_ceylonicus","Pipistrellus_ceylonicus","Pipistrellus_ceylonicus","clade",0.121212121212115
"Pipistrellus_deserti","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_deserti","Pipistrellus_deserti","Pipistrellus_deserti","clade",0.121212121212115
"Pipistrellus_aero","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_aero","Pipistrellus_aero","Pipistrellus_aero","clade",0.121212121212115
"Pipistrellus_inexspectatus","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_inexspectatus","Pipistrellus_inexspectatus","Pipistrellus_inexspectatus","clade",0.121212121212115
"Pipistrellus_kuhlii","Pipistrellus",1,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_kuhlii","Pipistrellus_kuhlii","Pipistrellus_kuhlii","clade",0.121212121212115
"Pipistrellus_hesperidus","Pipistrellus",1,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_hesperidus","Pipistrellus_hesperidus","Pipistrellus_hesperidus","clade",0.121212121212115
"Pipistrellus_maderensis","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_maderensis","Pipistrellus_maderensis","Pipistrellus_maderensis","clade",0.121212121212115
"Pipistrellus_rusticus","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_rusticus","Pipistrellus_rusticus","Pipistrellus_rusticus","clade",0.121212121212115
"Pipistrellus_nathusii","Pipistrellus",1,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_nathusii","Pipistrellus_nathusii","Pipistrellus_nathusii","clade",0.121212121212115
"Pipistrellus_permixtus","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_permixtus","Pipistrellus_permixtus","Pipistrellus_permixtus","clade",0.121212121212115
"Pipistrellus_pipistrellus","Pipistrellus",1,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_pipistrellus","Pipistrellus_pipistrellus","Pipistrellus_pipistrellus","clade",0.121212121212115
"Pipistrellus_pygmaeus","Pipistrellus",1,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_pygmaeus","Pipistrellus_pygmaeus","Pipistrellus_pygmaeus","clade",0.121212121212115
"Pipistrellus_coromandra","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_coromandra","Pipistrellus_coromandra","Pipistrellus_coromandra","clade",0.121212121212115
"Pipistrellus_tenuis","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_tenuis","Pipistrellus_tenuis","Pipistrellus_tenuis","clade",0.121212121212115
"Pipistrellus_adamsi","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_adamsi","Pipistrellus_adamsi","Pipistrellus_adamsi","clade",0.121212121212115
"Pipistrellus_angulatus","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_angulatus","Pipistrellus_angulatus","Pipistrellus_angulatus","clade",0.121212121212115
"Pipistrellus_collinus","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_collinus","Pipistrellus_collinus","Pipistrellus_collinus","clade",0.121212121212115
"Pipistrellus_papuanus","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_papuanus","Pipistrellus_papuanus","Pipistrellus_papuanus","clade",0.121212121212115
"Pipistrellus_wattsi","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_wattsi","Pipistrellus_wattsi","Pipistrellus_wattsi","clade",0.121212121212115
"Pipistrellus_westralis","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_westralis","Pipistrellus_westralis","Pipistrellus_westralis","clade",0.121212121212115
"Pipistrellus_endoi","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_endoi","Pipistrellus_endoi","Pipistrellus_endoi","clade",0.121212121212115
"Pipistrellus_javanicus","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_javanicus","Pipistrellus_javanicus","Pipistrellus_javanicus","clade",0.121212121212115
"Pipistrellus_abramus","Pipistrellus",1,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_abramus","Pipistrellus_abramus","Pipistrellus_abramus","clade",0.121212121212115
"Pipistrellus_paterculus","Pipistrellus",0,0,"Vespertilionidae","Vespertilionidae; Pipistrellus; Pipistrellus_paterculus","Pipistrellus_paterculus","Pipistrellus_paterculus","clade",0.121212121212115
"Eptesicus_floweri","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_floweri","Eptesicus_floweri","Eptesicus_floweri","clade",0.121212121212115
"Eptesicus_nasutus","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_nasutus","Eptesicus_nasutus","Eptesicus_nasutus","clade",0.121212121212115
"Eptesicus_bobrinskoi","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_bobrinskoi","Eptesicus_bobrinskoi","Eptesicus_bobrinskoi","clade",0.121212121212115
"Eptesicus_gobiensis","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_gobiensis","Eptesicus_gobiensis","Eptesicus_gobiensis","clade",0.121212121212115
"Eptesicus_japonensis","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_japonensis","Eptesicus_japonensis","Eptesicus_japonensis","clade",0.121212121212115
"Eptesicus_nilssonii","Eptesicus",1,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_nilssonii","Eptesicus_nilssonii","Eptesicus_nilssonii","clade",0.121212121212115
"Eptesicus_diminutus","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_diminutus","Eptesicus_diminutus","Eptesicus_diminutus","clade",0.121212121212115
"Eptesicus_innoxius","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_innoxius","Eptesicus_innoxius","Eptesicus_innoxius","clade",0.121212121212115
"Eptesicus_brasiliensis","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_brasiliensis","Eptesicus_brasiliensis","Eptesicus_brasiliensis","clade",0.121212121212115
"Eptesicus_andinus","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_andinus","Eptesicus_andinus","Eptesicus_andinus","clade",0.121212121212115
"Eptesicus_chiriquinus","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_chiriquinus","Eptesicus_chiriquinus","Eptesicus_chiriquinus","clade",0.121212121212115
"Eptesicus_bottae","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_bottae","Eptesicus_bottae","Eptesicus_bottae","clade",0.121212121212115
"Eptesicus_dimissus","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_dimissus","Eptesicus_dimissus","Eptesicus_dimissus","clade",0.121212121212115
"Eptesicus_furinalis","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_furinalis","Eptesicus_furinalis","Eptesicus_furinalis","clade",0.121212121212115
"Eptesicus_fuscus","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_fuscus","Eptesicus_fuscus","Eptesicus_fuscus","clade",0.121212121212115
"Eptesicus_guadeloupensis","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_guadeloupensis","Eptesicus_guadeloupensis","Eptesicus_guadeloupensis","clade",0.121212121212115
"Eptesicus_hottentotus","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_hottentotus","Eptesicus_hottentotus","Eptesicus_hottentotus","clade",0.121212121212115
"Eptesicus_kobayashii","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_kobayashii","Eptesicus_kobayashii","Eptesicus_kobayashii","clade",0.121212121212115
"Eptesicus_pachyotis","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_pachyotis","Eptesicus_pachyotis","Eptesicus_pachyotis","clade",0.121212121212115
"Eptesicus_platyops","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_platyops","Eptesicus_platyops","Eptesicus_platyops","clade",0.121212121212115
"Eptesicus_serotinus","Eptesicus",1,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_serotinus","Eptesicus_serotinus","Eptesicus_serotinus","clade",0.121212121212115
"Eptesicus_tatei","Eptesicus",0,0,"Vespertilionidae","Vespertilionidae; Eptesicus; Eptesicus_tatei","Eptesicus_tatei","Eptesicus_tatei","clade",0.121212121212115
"Harpiocephalus_harpia","Harpiocephalus",0,0,"Vespertilionidae","Vespertilionidae; Harpiocephalus; Harpiocephalus_harpia","Harpiocephalus_harpia","Harpiocephalus_harpia","clade",0.0471124626817564
"Harpiocephalus_mordax","Harpiocephalus",0,0,"Vespertilionidae","Vespertilionidae; Harpiocephalus; Harpiocephalus_mordax","Harpiocephalus_mordax","Harpiocephalus_mordax","clade",0.0471124626817564
"Murina_grisea","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_grisea","Murina_grisea","Murina_grisea","clade",0.0471124626817564
"Murina_aenea","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_aenea","Murina_aenea","Murina_aenea","clade",0.121212121212115
"Murina_cyclotis","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_cyclotis","Murina_cyclotis","Murina_cyclotis","clade",0.121212121212115
"Murina_huttoni","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_huttoni","Murina_huttoni","Murina_huttoni","clade",0.121212121212115
"Murina_puta","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_puta","Murina_puta","Murina_puta","clade",0.121212121212115
"Murina_rozendaali","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_rozendaali","Murina_rozendaali","Murina_rozendaali","clade",0.0471124626817564
"Murina_aurata","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_aurata","Murina_aurata","Murina_aurata","clade",0.0471124626817564
"Murina_florium","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_florium","Murina_florium","Murina_florium","clade",0.0471124626817564
"Murina_silvatica","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_silvatica","Murina_silvatica","Murina_silvatica","clade",0.0471124626817564
"Murina_suilla","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_suilla","Murina_suilla","Murina_suilla","clade",0.0471124626817564
"Murina_tenebrosa","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_tenebrosa","Murina_tenebrosa","Murina_tenebrosa","clade",0.0471124626817564
"Murina_tubinaris","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_tubinaris","Murina_tubinaris","Murina_tubinaris","clade",0.0471124626817564
"Murina_ussuriensis","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_ussuriensis","Murina_ussuriensis","Murina_ussuriensis","clade",0.0471124626817564
"Murina_fusca","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_fusca","Murina_fusca","Murina_fusca","clade",0.0471124626817564
"Murina_leucogaster","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_leucogaster","Murina_leucogaster","Murina_leucogaster","clade",0.121212121212115
"Murina_hilgendorfi","Murina",0,0,"Vespertilionidae","Vespertilionidae; Murina; Murina_hilgendorfi","Murina_hilgendorfi","Murina_hilgendorfi","clade",0.121212121212115
