"","host_species","betacov","pred"
"1","Eidolon helvum",1,0.658272984701988
"2","Epomophorus gambianus",1,0.38346654225947
"3","Epomops franqueti",1,0.291987519897215
"4","Hypsignathus monstrosus",0,0.315176257327605
"5","Micropteropus pusillus",1,0.341175472085502
"6","Miniopterus inflatus",0,0.06227140076443
"7","Miniopterus schreibersii",1,0.457149401568352
"8","Mops condylurus",1,0.240308862578441
"9","Myonycteris torquata",0,0.262990641986974
"10","Rhinolophus eloquens",0,0.0305041171805516
"11","Rousettus aegyptiacus",1,0.695844874178114
"12","Rousettus amplexicaudatus",1,0.269363966615195
"13","Cynopterus brachyotis",1,0.425070885616448
"14","Cynopterus sphinx",1,0.644166158564251
"15","Emballonura alecto",0,0.0774349127250969
"16","Eonycteris spelaea",1,0.480781691906333
"17","Epomops buettikoferi",0,0.108825521735814
"18","Haplonycteris fischeri",0,0.134052133768678
"19","Hipposideros armiger",1,0.37364641264531
"20","Hipposideros caffer",1,0.383492705177718
"21","Hipposideros cineraceus",0,0.152046921869325
"22","Hipposideros commersoni",1,0.289244481572338
"23","Hipposideros diadema",0,0.0936305216928668
"24","Hipposideros larvatus",0,0.21510580091894
"25","Hipposideros pomona",0,0.225780965382716
"26","Lissonycteris angolensis",0,0.30319187668334
"27","Macroglossus minimus",0,0.167480739185642
"28","Miniopterus australis",0,0.049460142189556
"29","Miniopterus pusillus",0,0.101283624425353
"30","Miniopterus tristis",0,0.0335834026916714
"31","Myotis chinensis",0,0.261284960760013
"32","Myotis daubentonii",1,0.462056313744827
"33","Myotis davidii",0,0.00920110134173057
"34","Myotis fimbriatus",0,0.0731351615749349
"35","Nanonycteris veldkampii",0,0.123894531956949
"36","Nycteris hispida",0,0.146927134606731
"37","Pipistrellus javanicus",0,0.229893925503706
"38","Pipistrellus pipistrellus",1,0.44771629101833
"39","Ptenochirus jagori",1,0.17056797937751
"40","Rhinolophus affinis",1,0.338426687881368
"41","Rhinolophus arcuatus",0,0.0320666219894297
"42","Rhinolophus ferrumequinum",1,0.52626316608107
"43","Rhinolophus pearsonii",1,0.354422886271091
"44","Rhinolophus pusillus",1,0.140390900325193
"45","Rhinolophus rufus",0,0.0135253704668164
"46","Rhinolophus sinicus",1,0.211966151861781
"47","Rousettus leschenaultii",1,0.64928197126149
"48","Scotophilus kuhlii",0,0.0221172720991229
"49","Myotis ricketti",1,0.204529483507931
"50","Acerodon celebensis",0,0.0615525405896764
"51","Acerodon humilis",0,0.0168253730663105
"52","Acerodon jubatus",0,0.0857256663856329
"53","Acerodon leucotis",0,0.0318068031439307
"54","Acerodon mackloti",0,0.0472627992412521
"55","Aethalops aequalis",0,0.0176780644046267
"56","Aethalops alecto",0,0.0557029245192143
"57","Alionycteris paucidentata",0,0.0463118813938954
"58","Ametrida centurio",0,0.0328472395921569
"59","Amorphochilus schnablii",0,0.00382604891047843
"60","Anoura caudifer",0,0.0329667982119643
"61","Anoura cultrata",0,0.0111139596740353
"62","Anoura geoffroyi",0,0.115124049636952
"63","Anoura latidens",0,0.0102377802195809
"64","Anoura luismanueli",0,0.00364058863678724
"65","Anthops ornatus",0,0.000929185347373489
"66","Antrozous pallidus",0,0.0369782266558415
"67","Aproteles bulmerae",0,0.023743781615687
"68","Ardops nichollsi",0,0.0117356439376863
"69","Arielulus aureocollaris",0,0.02628843982524
"70","Arielulus circumdatus",0,0.141473151667655
"71","Arielulus cuprosus",0,0.00178131345548251
"72","Arielulus societatis",0,0.00312285012332961
"73","Arielulus torquatus",0,0.0365586036954545
"74","Ariteus flavescens",0,0.00780284811861727
"75","Artibeus amplus",0,0.0223667931195388
"76","Artibeus anderseni",0,0.0116133332400629
"77","Artibeus aztecus",0,0.0829805361441913
"78","Artibeus cinereus",0,0.028802396349022
"79","Artibeus concolor",0,0.0460343138874137
"80","Artibeus fimbriatus",0,0.0528110286292467
"81","Artibeus fraterculus",0,0.023779273084086
"82","Artibeus glaucus",0,0.086185195300481
"83","Artibeus gnomus",0,0.0743572315737064
"84","Artibeus hirsutus",0,0.0884687587794138
"85","Artibeus incomitatus",0,0.00245645509570345
"86","Artibeus inopinatus",0,0.0231036264633465
"87","Artibeus jamaicensis",0,0.257911429466815
"88","Artibeus lituratus",1,0.257822531239056
"89","Artibeus obscurus",1,0.0866786704764352
"90","Artibeus phaeotis",1,0.0800315705724285
"91","Artibeus toltecus",0,0.0885554088578226
"92","Artibeus watsoni",0,0.0283903541881437
"93","Asellia patrizii",0,0.0211484283539481
"94","Asellia tridens",0,0.3073156965087
"95","Aselliscus stoliczkanus",1,0.1822648161928
"96","Aselliscus tricuspidatus",0,0.00266916277966275
"97","Balantiopteryx infusca",0,0.00116377227961018
"98","Balantiopteryx io",0,0.00346575630952611
"99","Balantiopteryx plicata",0,0.017599747536363
"100","Balionycteris maculata",0,0.0747920074682207
"101","Barbastella barbastellus",0,0.386906871443342
"102","Barbastella leucomelas",0,0.340581430101452
"103","Bauerus dubiaquercus",0,0.00557741100868718
"104","Brachyphylla cavernarum",0,0.0377250647420519
"105","Brachyphylla nana",0,0.0616978755826591
"106","Cardioderma cor",0,0.0714519858322279
"107","Carollia brevicauda",0,0.176598999555361
"108","Carollia castanea",0,0.0474476629879583
"109","Carollia colombiana",0,0.00862176593524926
"110","Carollia perspicillata",1,0.184143547376728
"111","Carollia sowelli",0,0.042611703268271
"112","Carollia subrufa",0,0.0325884609784624
"113","Casinycteris argynnis",0,0.0741844203391827
"114","Centronycteris centralis",0,0.00404935445759584
"115","Centronycteris maximiliani",0,0.0107313951122178
"116","Centurio senex",0,0.12127358870339
"117","Chaerephon aloysiisabaudiae",0,0.0122661686838122
"118","Chaerephon ansorgei",0,0.0461644445439947
"119","Chaerephon bemmeleni",0,0.0413663815562444
"120","Chaerephon bivittatus",0,0.120205690376362
"121","Chaerephon bregullae",0,0.00224936047181738
