Homo sapiens,1.0
Eidolon helvum,1.0
Sus scrofa,0.8
Scotophilus kuhlii,0.8
Rousettus leschenaultii,0.8
Canis lupus,0.8
Carollia perspicillata,0.8
Equus caballus,0.8
Molossus rufus,0.8
Cynopterus sphinx,0.8
Artibeus lituratus,0.8
Eonycteris spelaea,0.8
Artibeus jamaicensis,0.8
Mus musculus,0.8
Rousettus aegyptiacus,0.8
Rhinolophus ferrumequinum,0.6
Sciurus niger,0.6
Vulpes vulpes,0.6
Miniopterus schreibersii,0.6
Pipistrellus pipistrellus,0.6
Myotis lucifugus,0.6
Desmodus rotundus,0.6
Molossus molossus,0.6
Epomophorus gambianus,0.6
Bos taurus,0.6
Glossophaga soricina,0.6
Hipposideros pomona,0.6
Myotis septentrionalis,0.6
Pteropus giganteus,0.6
Cynopterus brachyotis,0.6
Camelus dromedarius,0.6
Pteropus scapulatus,0.6
Tamias striatus,0.6
Murina leucogaster,0.6
Capra hircus,0.6
Sciurus carolinensis,0.6
Myotis daubentonii,0.6
Myotis nigricans,0.6
Pteronotus parnellii,0.6
Hipposideros armiger,0.6
Rangifer tarandus,0.6
Sturnira lilium,0.6
Tadarida brasiliensis,0.6
Ovis aries,0.6
Eptesicus fuscus,0.6
Myodes glareolus,0.6
Procyon lotor,0.6
Pteropus alecto,0.6
Phyllostomus hastatus,0.6
Apodemus agrarius,0.4
Myotis myotis,0.4
Rattus rattus,0.4
Myotis nattereri,0.4
Myotis volans,0.4
Myotis riparius,0.4
Nycteris gambiensis,0.4
Lophuromys sikapusi,0.4
Hipposideros larvatus,0.4
Rhinolophus sinicus,0.4
Anoura geoffroyi,0.4
Microtus agrestis,0.4
Barbastella barbastellus,0.4
Microtus arvalis,0.4
Natalus tumidirostris,0.4
Eptesicus serotinus,0.4
Pteropus conspicillatus,0.4
Myotis velifer,0.4
Marmota monax,0.4
Pteropus vampyrus,0.4
Pteronotus davyi,0.4
Cynomops planirostris,0.4
Lepus americanus,0.4
Mormoops megalophylla,0.4
Sylvilagus audubonii,0.4
Canis latrans,0.4
Pipistrellus subflavus,0.4
Rattus norvegicus,0.4
Peromyscus gossypinus,0.4
Microtus oeconomus,0.4
Didelphis virginiana,0.4
Equus asinus,0.4
Vulpes velox,0.4
Urocyon cinereoargenteus,0.4
Felis catus,0.4
Uroderma bilobatum,0.4
Suncus murinus,0.4
Chaerephon pumilus,0.4
Rhinolophus pusillus,0.4
