"","unique_name","betacov","sarbecov","preds_allbetacov","preds_sarbecovirus"
"Rhinolophus_mitratus","Rhinolophus_mitratus",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_paradoxolophus","Rhinolophus_paradoxolophus",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_pearsonii","Rhinolophus_pearsonii",1,1,0.121827411167512,0.00204290091930575
"Rhinolophus_philippinensis","Rhinolophus_philippinensis",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_montanus","Rhinolophus_montanus",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_rex","Rhinolophus_rex",1,1,0.121827411167512,0.00204290091930575
"Rhinolophus_robinsoni","Rhinolophus_robinsoni",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_rouxii","Rhinolophus_rouxii",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_sinicus","Rhinolophus_sinicus",1,1,0.121827411167512,0.00204290091930575
"Rhinolophus_rufus","Rhinolophus_rufus",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_sedulus","Rhinolophus_sedulus",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_shameli","Rhinolophus_shameli",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_silvestris","Rhinolophus_silvestris",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_simulator","Rhinolophus_simulator",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_stheno","Rhinolophus_stheno",0,0,0.047112462681757,0.00204290091930575
"Rhinolophus_subrufus","Rhinolophus_subrufus",0,0,0.047112462681757,0.00204290091930575
"Rhinolophus_swinnyi","Rhinolophus_swinnyi",0,0,0.047112462681757,0.00204290091930575
"Rhinolophus_thomasi","Rhinolophus_thomasi",1,1,0.047112462681757,0.00204290091930575
"Rhinolophus_trifoliatus","Rhinolophus_trifoliatus",0,0,0.047112462681757,0.00204290091930575
"Rhinolophus_virgo","Rhinolophus_virgo",0,0,0.047112462681757,0.00204290091930575
"Rhinolophus_yunanensis","Rhinolophus_yunanensis",0,0,0.047112462681757,0.00204290091930575
"Rhinolophus_nereis","Rhinolophus_nereis",0,0,0.121827411167512,0.00204290091930575
"Rhinolophus_borneensis","Rhinolophus_borneensis",0,0,0.047112462681757,0.00204290091930575
"Rhinolophus_canuti","Rhinolophus_canuti",0,0,0.047112462681757,0.00204290091930575
"Rhinolophus_creaghi","Rhinolophus_creaghi",1,0,0.047112462681757,0.00204290091930575
"Rhinolophus_mehelyi","Rhinolophus_mehelyi",1,0,0.047112462681757,0.00204290091930575
"Rhinolophus_euryale","Rhinolophus_euryale",1,0,0.047112462681757,0.00204290091930575
"Rhinolophus_landeri","Rhinolophus_landeri",0,0,0.047112462681757,0.00204290091930575
"Rhinolophus_guineensis","Rhinolophus_guineensis",0,0,0.047112462681757,0.00204290091930575
"Coelops_frithii","Coelops_frithii",0,0,0.047112462681757,0.00204290091930575
"Coelops_robinsoni","Coelops_robinsoni",0,0,0.047112462681757,0.00204290091930575
"Rhinonicteris_aurantia","Rhinonicteris_aurantia",1,0,0.047112462681757,0.00204290091930575
"Triaenops_furculus","Triaenops_furculus",0,0,0.047112462681757,0.00204290091930575
"Triaenops_auritus","Triaenops_auritus",0,0,0.047112462681757,0.00204290091930575
"Triaenops_persicus","Triaenops_persicus",1,0,0.047112462681757,0.00204290091930575
"Triaenops_rufus","Triaenops_rufus",0,0,0.047112462681757,0.00204290091930575
"Aselliscus_tricuspidatus","Aselliscus_tricuspidatus",0,0,0.047112462681757,0.00204290091930575
"Anthops_ornatus","Anthops_ornatus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_ater","Hipposideros_ater",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_abae","Hipposideros_abae",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_beatus","Hipposideros_beatus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_bicolor","Hipposideros_bicolor",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_breviceps","Hipposideros_breviceps",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_caffer","Hipposideros_caffer",1,0,0.047112462681757,0.00204290091930575
"Hipposideros_cineraceus","Hipposideros_cineraceus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_durgadasi","Hipposideros_durgadasi",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_coxi","Hipposideros_coxi",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_curtus","Hipposideros_curtus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_dyacorum","Hipposideros_dyacorum",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_fuliginosus","Hipposideros_fuliginosus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_fulvus","Hipposideros_fulvus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_galeritus","Hipposideros_galeritus",1,0,0.047112462681757,0.00204290091930575
"Hipposideros_halophyllus","Hipposideros_halophyllus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_jonesi","Hipposideros_jonesi",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_macrobullatus","Hipposideros_macrobullatus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_maggietaylorae","Hipposideros_maggietaylorae",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_marisae","Hipposideros_marisae",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_megalotis","Hipposideros_megalotis",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_nequam","Hipposideros_nequam",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_obscurus","Hipposideros_obscurus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_papua","Hipposideros_papua",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_pomona","Hipposideros_pomona",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_pygmaeus","Hipposideros_pygmaeus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_ridleyi","Hipposideros_ridleyi",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_speoris","Hipposideros_speoris",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_doriae","Hipposideros_doriae",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_coronatus","Hipposideros_coronatus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_calcaratus","Hipposideros_calcaratus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_lamottei","Hipposideros_lamottei",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_ruber","Hipposideros_ruber",1,0,0.047112462681757,0.00204290091930575
"Hipposideros_crumeniferus","Hipposideros_crumeniferus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_cervinus","Hipposideros_cervinus",0,0,0.047112462681757,0.00204290091930575
"Cloeotis_percivali","Cloeotis_percivali",0,0,0.047112462681757,0.00204290091930575
"Aselliscus_stoliczkanus","Aselliscus_stoliczkanus",1,0,0.047112462681757,0.00204290091930575
"Hipposideros_armiger","Hipposideros_armiger",1,1,0.047112462681757,0.00204290091930575
"Hipposideros_commersoni","Hipposideros_commersoni",1,0,0.047112462681757,0.00204290091930575
"Hipposideros_gigas","Hipposideros_gigas",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_thomensis","Hipposideros_thomensis",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_vittatus","Hipposideros_vittatus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_diadema","Hipposideros_diadema",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_demissus","Hipposideros_demissus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_inornatus","Hipposideros_inornatus",0,0,0.121827411167512,0.00204290091930575
"Hipposideros_dinops","Hipposideros_dinops",0,0,0.121827411167512,0.00204290091930575
"Hipposideros_pelingensis","Hipposideros_pelingensis",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_inexpectatus","Hipposideros_inexpectatus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_lankadiva","Hipposideros_lankadiva",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_larvatus","Hipposideros_larvatus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_grandis","Hipposideros_grandis",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_sumbae","Hipposideros_sumbae",0,0,0.121827411167512,0.00204290091930575
"Hipposideros_lekaguli","Hipposideros_lekaguli",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_turpis","Hipposideros_turpis",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_lylei","Hipposideros_lylei",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_pratti","Hipposideros_pratti",1,0,0.047112462681757,0.00204290091930575
"Asellia_patrizii","Asellia_patrizii",0,0,0.047112462681757,0.00204290091930575
"Asellia_tridens","Asellia_tridens",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_camerunensis","Hipposideros_camerunensis",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_cyclops","Hipposideros_cyclops",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_corynophyllus","Hipposideros_corynophyllus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_stenotis","Hipposideros_stenotis",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_wollastoni","Hipposideros_wollastoni",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_muscinus","Hipposideros_muscinus",0,0,0.047112462681757,0.00204290091930575
"Hipposideros_semoni","Hipposideros_semoni",0,0,0.047112462681757,0.00204290091930575
"Myzopoda_aurita","Myzopoda_aurita",0,0,0.047112462681757,0.00204290091930575
"Thyroptera_discifera","Thyroptera_discifera",0,0,0.047112462681757,0.00204290091930575
"Thyroptera_tricolor","Thyroptera_tricolor",0,0,0.047112462681757,0.00204290091930575
"Amorphochilus_schnablii","Amorphochilus_schnablii",0,0,0.121827411167512,0.00204290091930575
"Furipterus_horrens","Furipterus_horrens",0,0,0.121827411167512,0.00204290091930575
"Nyctiellus_lepidus","Nyctiellus_lepidus",0,0,0.121827411167512,0.00204290091930575
"Natalus_stramineus","Natalus_stramineus",0,0,0.047112462681757,0.00204290091930575
"Natalus_jamaicensis","Natalus_jamaicensis",0,0,0.047112462681757,0.00204290091930575
"Natalus_major","Natalus_major",0,0,0.047112462681757,0.00204290091930575
"Natalus_primus","Natalus_primus",0,0,0.121827411167512,0.00204290091930575
"Natalus_tumidirostris","Natalus_tumidirostris",0,0,0.121827411167512,0.00204290091930575
"Chilonatalus_micropus","Chilonatalus_micropus",0,0,0.121827411167512,0.00204290091930575
"Chilonatalus_tumidifrons","Chilonatalus_tumidifrons",0,0,0.121827411167512,0.00204290091930575
"Mystacina_tuberculata","Mystacina_tuberculata",0,0,0.121827411167512,0.00204290091930575
"Noctilio_albiventris","Noctilio_albiventris",0,0,0.121827411167512,0.00204290091930575
"Noctilio_leporinus","Noctilio_leporinus",0,0,0.121827411167512,0.00204290091930575
"Mormoops_blainvillei","Mormoops_blainvillei",0,0,0.121827411167512,0.00204290091930575
"Mormoops_megalophylla","Mormoops_megalophylla",0,0,0.121827411167512,0.00204290091930575
"Pteronotus_parnellii","Pteronotus_parnellii",1,0,0.047112462681757,0.00204290091930575
"Pteronotus_davyi","Pteronotus_davyi",1,0,0.047112462681757,0.00204290091930575
"Pteronotus_gymnonotus","Pteronotus_gymnonotus",0,0,0.047112462681757,0.00204290091930575
"Pteronotus_personatus","Pteronotus_personatus",0,0,0.047112462681757,0.00204290091930575
"Pteronotus_quadridens","Pteronotus_quadridens",0,0,0.047112462681757,0.00204290091930575
"Pteronotus_macleayii","Pteronotus_macleayii",0,0,0.047112462681757,0.00204290091930575
"Diphylla_ecaudata","Diphylla_ecaudata",0,0,0.047112462681757,0.00204290091930575
"Desmodus_rotundus","Desmodus_rotundus",0,0,0.121827411167512,0.00204290091930575
"Diaemus_youngi","Diaemus_youngi",0,0,0.121827411167512,0.00204290091930575
"Macrophyllum_macrophyllum","Macrophyllum_macrophyllum",0,0,0.047112462681757,0.00204290091930575
"Lonchorhina_aurita","Lonchorhina_aurita",0,0,0.047112462681757,0.00204290091930575
"Lonchorhina_fernandezi","Lonchorhina_fernandezi",0,0,0.047112462681757,0.00204290091930575
"Lonchorhina_marinkellei","Lonchorhina_marinkellei",0,0,0.047112462681757,0.00204290091930575
"Lonchorhina_orinocensis","Lonchorhina_orinocensis",0,0,0.047112462681757,0.00204290091930575
"Macrotus_californicus","Macrotus_californicus",0,0,0.047112462681757,0.00204290091930575
"Macrotus_waterhousii","Macrotus_waterhousii",0,0,0.047112462681757,0.00204290091930575
"Lampronycteris_brachyotis","Lampronycteris_brachyotis",0,0,0.047112462681757,0.00204290091930575
"Micronycteris_megalotis","Micronycteris_megalotis",0,0,0.047112462681757,0.00204290091930575
"Micronycteris_homezi","Micronycteris_homezi",0,0,0.047112462681757,0.00204290091930575
"Micronycteris_microtis","Micronycteris_microtis",0,0,0.047112462681757,0.00204290091930575
"Micronycteris_hirsuta","Micronycteris_hirsuta",0,0,0.047112462681757,0.00204290091930575
"Micronycteris_minuta","Micronycteris_minuta",0,0,0.047112462681757,0.00204290091930575
"Micronycteris_schmidtorum","Micronycteris_schmidtorum",0,0,0.047112462681757,0.00204290091930575
"Trinycteris_nicefori","Trinycteris_nicefori",0,0,0.047112462681757,0.00204290091930575
"Neonycteris_pusilla","Neonycteris_pusilla",0,0,0.047112462681757,0.00204290091930575
"Glyphonycteris_daviesi","Glyphonycteris_daviesi",0,0,0.047112462681757,0.00204290091930575
"Glyphonycteris_behnii","Glyphonycteris_behnii",0,0,0.047112462681757,0.00204290091930575
"Glyphonycteris_sylvestris","Glyphonycteris_sylvestris",0,0,0.047112462681757,0.00204290091930575
"Trachops_cirrhosus","Trachops_cirrhosus",0,0,0.047112462681757,0.00204290091930575
"Chrotopterus_auritus","Chrotopterus_auritus",0,0,0.047112462681757,0.00204290091930575
"Vampyrum_spectrum","Vampyrum_spectrum",0,0,0.047112462681757,0.00204290091930575
"Tonatia_bidens","Tonatia_bidens",0,0,0.047112462681757,0.00204290091930575
"Tonatia_saurophila","Tonatia_saurophila",0,0,0.047112462681757,0.00204290091930575
"Lophostoma_brasiliense","Lophostoma_brasiliense",0,0,0.047112462681757,0.00204290091930575
"Lophostoma_carrikeri","Lophostoma_carrikeri",0,0,0.047112462681757,0.00204290091930575
"Lophostoma_evotis","Lophostoma_evotis",0,0,0.047112462681757,0.00204290091930575
"Lophostoma_schulzi","Lophostoma_schulzi",0,0,0.047112462681757,0.00204290091930575
"Lophostoma_silvicolum","Lophostoma_silvicolum",0,0,0.047112462681757,0.00204290091930575
"Mimon_bennettii","Mimon_bennettii",0,0,0.047112462681757,0.00204290091930575
"Mimon_cozumelae","Mimon_cozumelae",0,0,0.047112462681757,0.00204290091930575
"Mimon_crenulatum","Mimon_crenulatum",0,0,0.047112462681757,0.00204290091930575
"Mimon_koepckeae","Mimon_koepckeae",0,0,0.047112462681757,0.00204290091930575
"Phylloderma_stenops","Phylloderma_stenops",0,0,0.047112462681757,0.00204290091930575
"Phyllostomus_latifolius","Phyllostomus_latifolius",0,0,0.047112462681757,0.00204290091930575
"Phyllostomus_discolor","Phyllostomus_discolor",0,0,0.047112462681757,0.00204290091930575
"Phyllostomus_elongatus","Phyllostomus_elongatus",0,0,0.047112462681757,0.00204290091930575
"Phyllostomus_hastatus","Phyllostomus_hastatus",0,0,0.047112462681757,0.00204290091930575
"Brachyphylla_cavernarum","Brachyphylla_cavernarum",0,0,0.047112462681757,0.00204290091930575
"Brachyphylla_nana","Brachyphylla_nana",0,0,0.047112462681757,0.00204290091930575
"Erophylla_sezekorni","Erophylla_sezekorni",0,0,0.047112462681757,0.00204290091930575
"Erophylla_bombifrons","Erophylla_bombifrons",0,0,0.047112462681757,0.00204290091930575
"Phyllonycteris_aphylla","Phyllonycteris_aphylla",0,0,0.047112462681757,0.00204290091930575
"Phyllonycteris_poeyi","Phyllonycteris_poeyi",0,0,0.047112462681757,0.00204290091930575
"Platalina_genovensium","Platalina_genovensium",0,0,0.047112462681757,0.00204290091930575
"Lionycteris_spurrelli","Lionycteris_spurrelli",0,0,0.047112462681757,0.00204290091930575
"Lonchophylla_bokermanni","Lonchophylla_bokermanni",0,0,0.047112462681757,0.00204290091930575
"Lonchophylla_dekeyseri","Lonchophylla_dekeyseri",0,0,0.047112462681757,0.00204290091930575
"Lonchophylla_handleyi","Lonchophylla_handleyi",0,0,0.047112462681757,0.00204290091930575
"Lonchophylla_hesperia","Lonchophylla_hesperia",0,0,0.047112462681757,0.00204290091930575
"Lonchophylla_mordax","Lonchophylla_mordax",0,0,0.047112462681757,0.00204290091930575
"Lonchophylla_robusta","Lonchophylla_robusta",0,0,0.047112462681757,0.00204290091930575
"Lonchophylla_thomasi","Lonchophylla_thomasi",0,0,0.047112462681757,0.00204290091930575
"Leptonycteris_curasoae","Leptonycteris_curasoae",0,0,0.047112462681757,0.00204290091930575
"Leptonycteris_yerbabuenae","Leptonycteris_yerbabuenae",0,0,0.047112462681757,0.00204290091930575
"Leptonycteris_nivalis","Leptonycteris_nivalis",0,0,0.047112462681757,0.00204290091930575
"Monophyllus_plethodon","Monophyllus_plethodon",0,0,0.047112462681757,0.00204290091930575
"Monophyllus_redmani","Monophyllus_redmani",0,0,0.047112462681757,0.00204290091930575
"Glossophaga_commissarisi","Glossophaga_commissarisi",0,0,0.047112462681757,0.00204290091930575
"Glossophaga_soricina","Glossophaga_soricina",0,0,0.047112462681757,0.00204290091930575
"Glossophaga_leachii","Glossophaga_leachii",0,0,0.047112462681757,0.00204290091930575
"Glossophaga_longirostris","Glossophaga_longirostris",0,0,0.047112462681757,0.00204290091930575
"Glossophaga_morenoi","Glossophaga_morenoi",0,0,0.047112462681757,0.00204290091930575
"Anoura_caudifer","Anoura_caudifer",0,0,0.047112462681757,0.00204290091930575
"Anoura_cultrata","Anoura_cultrata",0,0,0.121827411167512,0.00204290091930575
"Anoura_geoffroyi","Anoura_geoffroyi",0,0,0.047112462681757,0.00204290091930575
"Anoura_latidens","Anoura_latidens",0,0,0.047112462681757,0.00204290091930575
"Scleronycteris_ega","Scleronycteris_ega",0,0,0.047112462681757,0.00204290091930575
"Hylonycteris_underwoodi","Hylonycteris_underwoodi",0,0,0.047112462681757,0.00204290091930575
"Lichonycteris_obscura","Lichonycteris_obscura",0,0,0.047112462681757,0.00204290091930575
"Choeronycteris_mexicana","Choeronycteris_mexicana",0,0,0.047112462681757,0.00204290091930575
"Musonycteris_harrisoni","Musonycteris_harrisoni",0,0,0.047112462681757,0.00204290091930575
"Choeroniscus_godmani","Choeroniscus_godmani",0,0,0.047112462681757,0.00204290091930575
"Choeroniscus_minor","Choeroniscus_minor",0,0,0.047112462681757,0.00204290091930575
"Choeroniscus_periosus","Choeroniscus_periosus",0,0,0.047112462681757,0.00204290091930575
"Rhinophylla_alethina","Rhinophylla_alethina",0,0,0.047112462681757,0.00204290091930575
"Rhinophylla_fischerae","Rhinophylla_fischerae",0,0,0.047112462681757,0.00204290091930575
"Rhinophylla_pumilio","Rhinophylla_pumilio",0,0,0.047112462681757,0.00204290091930575
"Carollia_castanea","Carollia_castanea",0,0,0.047112462681757,0.00204290091930575
"Carollia_brevicauda","Carollia_brevicauda",0,0,0.047112462681757,0.00204290091930575
"Carollia_perspicillata","Carollia_perspicillata",1,0,0.047112462681757,0.00204290091930575
"Carollia_subrufa","Carollia_subrufa",0,0,0.047112462681757,0.00204290091930575
"Sturnira_bidens","Sturnira_bidens",0,0,0.121827411167512,0.00204290091930575
"Sturnira_nana","Sturnira_nana",0,0,0.121827411167512,0.00204290091930575
"Sturnira_aratathomasi","Sturnira_aratathomasi",0,0,0.121827411167512,0.00204290091930575
"Sturnira_lilium","Sturnira_lilium",0,0,0.047112462681757,0.00204290091930575
"Sturnira_ludovici","Sturnira_ludovici",0,0,0.047112462681757,0.00204290091930575
"Sturnira_luisi","Sturnira_luisi",0,0,0.047112462681757,0.00204290091930575
"Sturnira_magna","Sturnira_magna",0,0,0.047112462681757,0.00204290091930575
"Sturnira_mordax","Sturnira_mordax",0,0,0.047112462681757,0.00204290091930575
"Sturnira_thomasi","Sturnira_thomasi",0,0,0.047112462681757,0.00204290091930575
"Sturnira_tildae","Sturnira_tildae",0,0,0.047112462681757,0.00204290091930575
"Sturnira_bogotensis","Sturnira_bogotensis",0,0,0.047112462681757,0.00204290091930575
"Sturnira_oporaphilum","Sturnira_oporaphilum",0,0,0.047112462681757,0.00204290091930575
"Sturnira_erythromos","Sturnira_erythromos",0,0,0.047112462681757,0.00204290091930575
"Pygoderma_bilabiatum","Pygoderma_bilabiatum",0,0,0.047112462681757,0.00204290091930575
"Centurio_senex","Centurio_senex",0,0,0.047112462681757,0.00204290091930575
"Ametrida_centurio","Ametrida_centurio",0,0,0.047112462681757,0.00204290091930575
"Sphaeronycteris_toxophyllum","Sphaeronycteris_toxophyllum",0,0,0.047112462681757,0.00204290091930575
"Phyllops_falcatus","Phyllops_falcatus",0,0,0.047112462681757,0.00204290091930575
"Stenoderma_rufum","Stenoderma_rufum",0,0,0.047112462681757,0.00204290091930575
"Ardops_nichollsi","Ardops_nichollsi",0,0,0.047112462681757,0.00204290091930575
"Ariteus_flavescens","Ariteus_flavescens",0,0,0.047112462681757,0.00204290091930575
"Enchisthenes_hartii","Enchisthenes_hartii",0,0,0.047112462681757,0.00204290091930575
"Artibeus_aztecus","Artibeus_aztecus",0,0,0.047112462681757,0.00204290091930575
"Artibeus_phaeotis","Artibeus_phaeotis",1,0,0.047112462681757,0.00204290091930575
"Artibeus_toltecus","Artibeus_toltecus",0,0,0.047112462681757,0.00204290091930575
"Artibeus_cinereus","Artibeus_cinereus",0,0,0.047112462681757,0.00204290091930575
"Artibeus_anderseni","Artibeus_anderseni",0,0,0.047112462681757,0.00204290091930575
"Artibeus_glaucus","Artibeus_glaucus",0,0,0.047112462681757,0.00204290091930575
"Artibeus_gnomus","Artibeus_gnomus",0,0,0.047112462681757,0.00204290091930575
"Artibeus_watsoni","Artibeus_watsoni",0,0,0.047112462681757,0.00204290091930575
"Artibeus_concolor","Artibeus_concolor",0,0,0.047112462681757,0.00204290091930575
"Artibeus_fimbriatus","Artibeus_fimbriatus",0,0,0.047112462681757,0.00204290091930575
"Artibeus_amplus","Artibeus_amplus",0,0,0.047112462681757,0.00204290091930575
"Artibeus_jamaicensis","Artibeus_jamaicensis",0,0,0.047112462681757,0.00204290091930575
"Artibeus_lituratus","Artibeus_lituratus",1,0,0.047112462681757,0.00204290091930575
"Artibeus_obscurus","Artibeus_obscurus",1,0,0.047112462681757,0.00204290091930575
"Artibeus_fraterculus","Artibeus_fraterculus",0,0,0.047112462681757,0.00204290091930575
"Artibeus_hirsutus","Artibeus_hirsutus",0,0,0.047112462681757,0.00204290091930575
"Artibeus_inopinatus","Artibeus_inopinatus",0,0,0.047112462681757,0.00204290091930575
"Ectophylla_alba","Ectophylla_alba",0,0,0.047112462681757,0.00204290091930575
"Chiroderma_salvini","Chiroderma_salvini",0,0,0.047112462681757,0.00204290091930575
"Chiroderma_improvisum","Chiroderma_improvisum",0,0,0.047112462681757,0.00204290091930575
"Chiroderma_villosum","Chiroderma_villosum",0,0,0.047112462681757,0.00204290091930575
"Chiroderma_doriae","Chiroderma_doriae",0,0,0.047112462681757,0.00204290091930575
"Chiroderma_trinitatum","Chiroderma_trinitatum",0,0,0.047112462681757,0.00204290091930575
"Mesophylla_macconnelli","Mesophylla_macconnelli",0,0,0.047112462681757,0.00204290091930575
"Vampyressa_melissa","Vampyressa_melissa",0,0,0.047112462681757,0.00204290091930575
"Vampyressa_pusilla","Vampyressa_pusilla",0,0,0.047112462681757,0.00204290091930575
"Vampyressa_thyone","Vampyressa_thyone",0,0,0.047112462681757,0.00204290091930575
"Vampyressa_bidens","Vampyressa_bidens",0,0,0.047112462681757,0.00204290091930575
"Vampyressa_brocki","Vampyressa_brocki",0,0,0.047112462681757,0.00204290091930575
"Vampyressa_nymphaea","Vampyressa_nymphaea",0,0,0.047112462681757,0.00204290091930575
"Uroderma_bilobatum","Uroderma_bilobatum",0,0,0.047112462681757,0.00204290091930575
"Uroderma_magnirostrum","Uroderma_magnirostrum",0,0,0.047112462681757,0.00204290091930575
"Vampyrodes_caraccioli","Vampyrodes_caraccioli",0,0,0.047112462681757,0.00204290091930575
"Platyrrhinus_aurarius","Platyrrhinus_aurarius",0,0,0.047112462681757,0.00204290091930575
"Platyrrhinus_brachycephalus","Platyrrhinus_brachycephalus",0,0,0.047112462681757,0.00204290091930575
"Platyrrhinus_chocoensis","Platyrrhinus_chocoensis",0,0,0.047112462681757,0.00204290091930575
"Platyrrhinus_dorsalis","Platyrrhinus_dorsalis",0,0,0.047112462681757,0.00204290091930575
"Platyrrhinus_helleri","Platyrrhinus_helleri",0,0,0.047112462681757,0.00204290091930575
"Platyrrhinus_infuscus","Platyrrhinus_infuscus",0,0,0.047112462681757,0.00204290091930575
"Platyrrhinus_lineatus","Platyrrhinus_lineatus",0,0,0.047112462681757,0.00204290091930575
"Platyrrhinus_recifinus","Platyrrhinus_recifinus",0,0,0.047112462681757,0.00204290091930575
"Platyrrhinus_umbratus","Platyrrhinus_umbratus",0,0,0.047112462681757,0.00204290091930575
"Platyrrhinus_vittatus","Platyrrhinus_vittatus",0,0,0.047112462681757,0.00204290091930575
"Tomopeas_ravus","Tomopeas_ravus",0,0,0.047112462681757,0.00204290091930575
"Cheiromeles_torquatus","Cheiromeles_torquatus",0,0,0.047112462681757,0.00204290091930575
"Cheiromeles_parvidens","Cheiromeles_parvidens",0,0,0.047112462681757,0.00204290091930575
"Myopterus_daubentonii","Myopterus_daubentonii",0,0,0.047112462681757,0.00204290091930575
"Myopterus_whitleyi","Myopterus_whitleyi",0,0,0.047112462681757,0.00204290091930575
"Molossops_aequatorianus","Molossops_aequatorianus",0,0,0.047112462681757,0.00204290091930575
"Molossops_mattogrossensis","Molossops_mattogrossensis",0,0,0.047112462681757,0.00204290091930575
"Molossops_neglectus","Molossops_neglectus",0,0,0.047112462681757,0.00204290091930575
"Molossops_temminckii","Molossops_temminckii",0,0,0.047112462681757,0.00204290091930575
"Cynomops_abrasus","Cynomops_abrasus",0,0,0.047112462681757,0.00204290091930575
"Cynomops_greenhalli","Cynomops_greenhalli",0,0,0.047112462681757,0.00204290091930575
"Cynomops_mexicanus","Cynomops_mexicanus",0,0,0.047112462681757,0.00204290091930575
"Cynomops_paranus","Cynomops_paranus",0,0,0.047112462681757,0.00204290091930575
"Cynomops_planirostris","Cynomops_planirostris",0,0,0.047112462681757,0.00204290091930575
"Platymops_setiger","Platymops_setiger",0,0,0.047112462681757,0.00204290091930575
"Mormopterus_beccarii","Mormopterus_beccarii",0,0,0.047112462681757,0.00204290091930575
"Mormopterus_norfolkensis","Mormopterus_norfolkensis",0,0,0.047112462681757,0.00204290091930575
"Mormopterus_planiceps","Mormopterus_planiceps",0,0,0.047112462681757,0.00204290091930575
"Mormopterus_loriae","Mormopterus_loriae",0,0,0.047112462681757,0.00204290091930575
"Sauromys_petrophilus","Sauromys_petrophilus",0,0,0.047112462681757,0.00204290091930575
"Mormopterus_kalinowskii","Mormopterus_kalinowskii",0,0,0.047112462681757,0.00204290091930575
"Mormopterus_minutus","Mormopterus_minutus",0,0,0.047112462681757,0.00204290091930575
"Mormopterus_phrudus","Mormopterus_phrudus",0,0,0.047112462681757,0.00204290091930575
"Mormopterus_doriae","Mormopterus_doriae",0,0,0.047112462681757,0.00204290091930575
"Mormopterus_jugularis","Mormopterus_jugularis",0,0,0.047112462681757,0.00204290091930575
"Mormopterus_acetabulosus","Mormopterus_acetabulosus",0,0,0.047112462681757,0.00204290091930575
"Tadarida_brasiliensis","Tadarida_brasiliensis",0,0,0.047112462681757,0.00204290091930575
