"","tree","bats"
"1271","Dobsonia_magna","bats"
"1272","Dobsonia_minor","bats"
"1273","Dobsonia_moluccensis","bats"
"1274","Dobsonia_pannietensis","bats"
"1275","Dobsonia_peronii","bats"
"1276","Dobsonia_praedatrix","bats"
"1277","Dobsonia_viridis","bats"
"1278","Dolichotis_patagonum","other"
"1279","Dolichotis_salinicola","other"
"1280","Dologale_dybowskii","other"
"1281","Dorcatragus_megalotis","other"
"1282","Dorcopsis_atrata","other"
"1283","Dorcopsis_hageni","other"
"1284","Dorcopsis_luctuosa","other"
"1285","Dorcopsis_muelleri","other"
"1286","Dorcopsulus_macleayi","other"
"1287","Dorcopsulus_vanheurni","other"
"1288","Dremomys_everetti","other"
"1289","Dremomys_gularis","other"
"1290","Dremomys_lokriah","other"
"1291","Dremomys_pernyi","other"
"1292","Dremomys_pyrrhomerus","other"
"1293","Dremomys_rufigenis","other"
"1294","Dromiciops_gliroides","other"
"1295","Dryomys_laniger","other"
"1296","Dryomys_nitedula","other"
"1297","Dugong_dugon","other"
"1298","Dyacopterus_brooksi","bats"
"1299","Dyacopterus_spadiceus","bats"
"1300","Dymecodon_pilirostris","other"
"1301","Echimys_chrysurus","other"
"1302","Echimys_saturnus","other"
"1303","Echimys_semivillosus","other"
"1304","Echinoprocta_rufescens","other"
"1305","Echinops_telfairi","other"
"1306","Echinosorex_gymnura","other"
"1307","Echiothrix_centrosa","other"
"1308","Echiothrix_leucura","other"
"1309","Echymipera_clara","other"
"1310","Echymipera_davidi","other"
"1311","Echymipera_echinista","other"
"1312","Echymipera_kalubu","other"
"1313","Echymipera_rufescens","other"
"1314","Ectophylla_alba","bats"
"1315","Eidolon_dupreanum","bats"
"1316","Eidolon_helvum","bats"
"1317","Eira_barbara","other"
"1318","Elaphodus_cephalophus","other"
"1319","Elaphurus_davidianus","other"
"1320","Elephantulus_brachyrhynchus","other"
"1321","Elephantulus_edwardii","other"
"1322","Elephantulus_fuscipes","other"
"1323","Elephantulus_fuscus","other"
"1324","Elephantulus_intufi","other"
"1325","Elephantulus_myurus","other"
"1326","Elephantulus_revoili","other"
"1327","Elephantulus_rozeti","other"
"1328","Elephantulus_rufescens","other"
"1329","Elephantulus_rupestris","other"
"1330","Elephas_maximus","other"
"1331","Eligmodontia_moreni","other"
"1332","Eligmodontia_morgani","other"
"1333","Eligmodontia_puerulus","other"
"1334","Eligmodontia_typus","other"
"1335","Eliomys_melanurus","other"
"1336","Eliomys_munbyanus","other"
"1337","Eliomys_quercinus","other"
"1338","Eliurus_majori","other"
"1339","Eliurus_minor","other"
"1340","Eliurus_myoxinus","other"
"1341","Eliurus_penicillatus","other"
"1342","Eliurus_tanala","other"
"1343","Eliurus_webbi","other"
"1344","Ellobius_alaicus","other"
"1345","Ellobius_fuscocapillus","other"
"1346","Ellobius_lutescens","other"
"1347","Ellobius_talpinus","other"
"1348","Ellobius_tancrei","other"
"1349","Emballonura_alecto","bats"
"1350","Emballonura_atrata","bats"
"1351","Emballonura_beccarii","bats"
"1352","Emballonura_dianae","bats"
"1353","Emballonura_furax","bats"
"1354","Emballonura_monticola","bats"
"1355","Emballonura_raffrayana","bats"
"1356","Emballonura_semicaudata","bats"
"1357","Enchisthenes_hartii","bats"
"1358","Enhydra_lutris","other"
"1359","Eoglaucomys_fimbriatus","other"
"1360","Eolagurus_luteus","other"
"1361","Eolagurus_przewalskii","other"
"1362","Eonycteris_major","bats"
"1363","Eonycteris_robusta","bats"
"1364","Eonycteris_spelaea","bats"
"1365","Eospalax_fontanierii","other"
"1366","Eospalax_rothschildi","other"
"1367","Eospalax_smithii","other"
"1368","Eothenomys_cachinus","other"
"1369","Eothenomys_chinensis","other"
"1370","Eothenomys_custos","other"
"1371","Eothenomys_melanogaster","other"
"1372","Eothenomys_miletus","other"
"1373","Eothenomys_olitor","other"
"1374","Eothenomys_proditor","other"
"1375","Eothenomys_wardi","other"
"1376","Eozapus_setchuanus","other"
"1377","Episoriculus_caudatus","other"
"1378","Episoriculus_fumidus","other"
"1379","Episoriculus_leucops","other"
"1380","Episoriculus_macrurus","other"
"1381","Epixerus_ebii","other"
"1382","Epomophorus_angolensis","bats"
"1383","Epomophorus_crypturus","bats"
"1384","Epomophorus_gambianus","bats"
"1385","Epomophorus_grandis","bats"
"1386","Epomophorus_labiatus","bats"
"1387","Epomophorus_minimus","bats"
"1388","Epomophorus_minor","bats"
"1389","Epomophorus_wahlbergi","bats"
"1390","Epomops_buettikoferi","bats"
"1391","Epomops_dobsonii","bats"
"1392","Epomops_franqueti","bats"
"1393","Eptesicus_andinus","bats"
"1394","Eptesicus_bobrinskoi","bats"
"1395","Eptesicus_bottae","bats"
"1396","Eptesicus_brasiliensis","bats"
"1397","Eptesicus_chiriquinus","bats"
"1398","Eptesicus_diminutus","bats"
"1399","Eptesicus_dimissus","bats"
"1400","Eptesicus_floweri","bats"
"1401","Eptesicus_furinalis","bats"
"1402","Eptesicus_fuscus","bats"
"1403","Eptesicus_gobiensis","bats"
"1404","Eptesicus_guadeloupensis","bats"
"1405","Eptesicus_hottentotus","bats"
"1406","Eptesicus_innoxius","bats"
"1407","Eptesicus_japonensis","bats"
"1408","Eptesicus_kobayashii","bats"
"1409","Eptesicus_matroka","bats"
"1410","Eptesicus_nasutus","bats"
"1411","Eptesicus_nilssonii","bats"
"1412","Eptesicus_pachyotis","bats"
"1413","Eptesicus_platyops","bats"
"1414","Eptesicus_serotinus","bats"
"1415","Eptesicus_tatei","bats"
"1416","Equus_asinus","other"
"1417","Equus_burchellii","other"
"1418","Equus_caballus","other"
"1419","Equus_grevyi","other"
"1420","Equus_hemionus","other"
"1421","Equus_kiang","other"
"1422","Equus_zebra","other"
"1423","Eremodipus_lichtensteini","other"
"1424","Erethizon_dorsatum","other"
"1425","Erignathus_barbatus","other"
"1426","Erinaceus_amurensis","other"
"1427","Erinaceus_concolor","other"
"1428","Erinaceus_europaeus","other"
"1429","Erinaceus_roumanicus","other"
"1430","Eropeplus_canus","other"
"1431","Erophylla_bombifrons","bats"
"1432","Erophylla_sezekorni","bats"
"1433","Erythrocebus_patas","other"
"1434","Eschrichtius_robustus","other"
"1435","Eubalaena_australis","other"
"1436","Eubalaena_glacialis","other"
"1437","Eubalaena_japonica","other"
"1438","Euchoreutes_naso","other"
"1439","Euderma_maculatum","bats"
"1440","Eudiscopus_denticulus","bats"
"1441","Eudorcas_rufifrons","other"
"1442","Eudorcas_thomsonii","other"
"1443","Eulemur_albifrons","other"
"1444","Eulemur_albocollaris","other"
"1445","Eulemur_cinereiceps","other"
"1446","Eulemur_collaris","other"
"1447","Eulemur_coronatus","other"
"1448","Eulemur_fulvus","other"
"1449","Eulemur_macaco","other"
"1450","Eulemur_mongoz","other"
"1451","Eulemur_rubriventer","other"
"1452","Eulemur_rufus","other"
"1453","Eulemur_sanfordi","other"
"1454","Eumetopias_jubatus","other"
"1455","Eumops_auripendulus","bats"
"1456","Eumops_bonariensis","bats"
"1457","Eumops_dabbenei","bats"
"1458","Eumops_glaucinus","bats"
"1459","Eumops_hansae","bats"
"1460","Eumops_maurus","bats"
"1461","Eumops_patagonicus","bats"
"1462","Eumops_perotis","bats"
"1463","Eumops_trumbulli","bats"
"1464","Eumops_underwoodi","bats"
"1465","Euneomys_chinchilloides","other"
"1466","Euneomys_fossor","other"
"1467","Euneomys_mordax","other"
"1468","Euneomys_petersoni","other"
"1469","Euoticus_elegantulus","other"
"1470","Euoticus_pallidus","other"
"1471","Eupetaurus_cinereus","other"
"1472","Euphractus_sexcinctus","other"
"1473","Eupleres_goudotii","other"
"1474","Euroscaptor_grandis","other"
"1475","Euroscaptor_klossi","other"
"1476","Euroscaptor_longirostris","other"
"1477","Euroscaptor_micrura","other"
"1478","Euroscaptor_mizura","other"
"1479","Euroscaptor_parvidens","other"
"1480","Euryzygomatomys_spinosus","other"
"1481","Exilisciurus_concinnus","other"
"1482","Exilisciurus_exilis","other"
"1483","Exilisciurus_whiteheadi","other"
"1484","Falsistrellus_affinis","bats"
"1485","Falsistrellus_mackenziei","bats"
"1486","Falsistrellus_mordax","bats"
"1487","Falsistrellus_petersi","bats"
"1488","Falsistrellus_tasmaniensis","bats"
"1489","Felis_bieti","other"
"1490","Felis_catus","other"
"1491","Felis_chaus","other"
"1492","Felis_manul","other"
"1493","Felis_margarita","other"
"1494","Felis_nigripes","other"
"1495","Felis_silvestris","other"
"1496","Felovia_vae","other"
"1497","Feresa_attenuata","other"
"1498","Feroculus_feroculus","other"
"1499","Fossa_fossana","other"
"1500","Funambulus_layardi","other"
"1501","Funambulus_palmarum","other"
"1502","Funambulus_pennantii","other"
"1503","Funambulus_sublineatus","other"
"1504","Funambulus_tristriatus","other"
"1505","Funisciurus_anerythrus","other"
"1506","Funisciurus_bayonii","other"
"1507","Funisciurus_carruthersi","other"
"1508","Funisciurus_congicus","other"
"1509","Funisciurus_isabella","other"
"1510","Funisciurus_lemniscatus","other"
"1511","Funisciurus_leucogenys","other"
"1512","Funisciurus_pyrropus","other"
"1513","Funisciurus_substriatus","other"
"1514","Furipterus_horrens","bats"
"1515","Galago_alleni","other"
"1516","Galago_cameronensis","other"
"1517","Galago_demidoff","other"
"1518","Galago_gabonensis","other"
"1519","Galago_gallarum","other"
"1520","Galago_granti","other"
"1521","Galago_matschiei","other"
"1522","Galago_moholi","other"
"1523","Galago_nyasae","other"
"1524","Galago_orinus","other"
"1525","Galago_senegalensis","other"
"1526","Galago_thomasi","other"
"1527","Galago_zanzibaricus","other"
"1528","Galea_flavidens","other"
"1529","Galea_musteloides","other"
"1530","Galea_spixii","other"
"1531","Galemys_pyrenaicus","other"
"1532","Galenomys_garleppi","other"
"1533","Galeopterus_variegates","other"
"1534","Galerella_flavescens","other"
"1535","Galerella_ochracea","other"
"1536","Galerella_pulverulenta","other"
"1537","Galerella_sanguinea","other"
"1538","Galictis_cuja","other"
"1539","Galictis_vittata","other"
"1540","Galidia_elegans","other"
"1541","Galidictis_fasciata","other"
"1542","Galidictis_grandidieri","other"
"1543","Gazella_bennettii","other"
"1544","Gazella_cuvieri","other"
"1545","Gazella_dorcas","other"
"1546","Gazella_erlangeri","other"
"1547","Gazella_gazella","other"
"1548","Gazella_leptoceros","other"
"1549","Gazella_saudiya","other"
"1550","Gazella_spekei","other"
"1551","Gazella_subgutturosa","other"
"1552","Genetta_abyssinica","other"
"1553","Genetta_angolensis","other"
"1554","Genetta_cristata","other"
"1555","Genetta_genetta","other"
"1556","Genetta_johnstoni","other"
"1557","Genetta_maculata","other"
"1558","Genetta_pardina","other"
"1559","Genetta_piscivora","other"
"1560","Genetta_poensis","other"
"1561","Genetta_servalina","other"
"1562","Genetta_thierryi","other"
"1563","Genetta_tigrina","other"
"1564","Genetta_victoriae","other"
"1565","Geocapromys_brownii","other"
"1566","Geocapromys_ingrahami","other"
"1567","Geogale_aurita","other"
"1568","Geomys_arenarius","other"
"1569","Geomys_attwateri","other"
"1570","Geomys_breviceps","other"
"1571","Geomys_bursarius","other"
"1572","Geomys_knoxjonesi","other"
"1573","Geomys_personatus","other"
"1574","Geomys_pinetis","other"
"1575","Geomys_texensis","other"
"1576","Geomys_tropicalis","other"
"1577","Georychus_capensis","other"
"1578","Geoxus_valdivianus","other"
"1579","Gerbilliscus_afra","other"
"1580","Gerbilliscus_boehmi","other"
"1581","Gerbilliscus_brantsii","other"
"1582","Gerbilliscus_guineae","other"
"1583","Gerbilliscus_inclusus","other"
"1584","Gerbilliscus_kempi","other"
"1585","Gerbilliscus_leucogaster","other"
"1586","Gerbilliscus_nigricaudus","other"
"1587","Gerbilliscus_phillipsi","other"
"1588","Gerbilliscus_robustus","other"
"1589","Gerbilliscus_validus","other"
"1590","Gerbillurus_paeba","other"
"1591","Gerbillurus_setzeri","other"
"1592","Gerbillurus_tytonis","other"
"1593","Gerbillurus_vallinus","other"
"1594","Gerbillus_acticola","other"
"1595","Gerbillus_agag","other"
"1596","Gerbillus_amoenus","other"
"1597","Gerbillus_andersoni","other"
"1598","Gerbillus_aquilus","other"
"1599","Gerbillus_brockmani","other"
"1600","Gerbillus_burtoni","other"
"1601","Gerbillus_cheesmani","other"
"1602","Gerbillus_dongolanus","other"
"1603","Gerbillus_dunni","other"
"1604","Gerbillus_famulus","other"
"1605","Gerbillus_floweri","other"
"1606","Gerbillus_garamantis","other"
"1607","Gerbillus_gerbillus","other"
"1608","Gerbillus_gleadowi","other"
"1609","Gerbillus_grobbeni","other"
"1610","Gerbillus_henleyi","other"
"1611","Gerbillus_hesperinus","other"
"1612","Gerbillus_hoogstraali","other"
"1613","Gerbillus_latastei","other"
"1614","Gerbillus_mauritaniae","other"
"1615","Gerbillus_mesopotamiae","other"
"1616","Gerbillus_muriculus","other"
"1617","Gerbillus_nancillus","other"
"1618","Gerbillus_nanus","other"
"1619","Gerbillus_nigeriae","other"
"1620","Gerbillus_occiduus","other"
"1621","Gerbillus_perpallidus","other"
"1622","Gerbillus_poecilops","other"
"1623","Gerbillus_principulus","other"
"1624","Gerbillus_pulvinatus","other"
"1625","Gerbillus_pusillus","other"
"1626","Gerbillus_pyramidum","other"
"1627","Gerbillus_rosalinda","other"
"1628","Gerbillus_syrticus","other"
"1629","Gerbillus_tarabuli","other"
"1630","Gerbillus_vivax","other"
"1631","Gerbillus_watersi","other"
"1632","Giraffa_camelopardalis","other"
"1633","Glaucomys_sabrinus","other"
"1634","Glaucomys_volans","other"
"1635","Glauconycteris_alboguttata","bats"
"1636","Glauconycteris_argentata","bats"
"1637","Glauconycteris_beatrix","bats"
"1638","Glauconycteris_egeria","bats"
"1639","Glauconycteris_gleni","bats"
"1640","Glauconycteris_humeralis","bats"
"1641","Glauconycteris_kenyacola","bats"
"1642","Glauconycteris_machadoi","bats"
"1643","Glauconycteris_poensis","bats"
"1644","Glauconycteris_superba","bats"
"1645","Glauconycteris_variegata","bats"
"1646","Glironia_venusta","other"
"1647","Glirulus_japonicus","other"
"1648","Glis_glis","other"
"1649","Glischropus_javanus","bats"
"1650","Glischropus_tylopus","bats"
"1651","Globicephala_macrorhynchus","other"
"1652","Globicephala_melas","other"
"1653","Glossophaga_commissarisi","bats"
"1654","Glossophaga_leachii","bats"
"1655","Glossophaga_longirostris","bats"
"1656","Glossophaga_morenoi","bats"
"1657","Glossophaga_soricina","bats"
"1658","Glyphonycteris_behnii","bats"
"1659","Glyphonycteris_daviesi","bats"
"1660","Glyphonycteris_sylvestris","bats"
"1661","Glyphotes_simus","other"
"1662","Golunda_ellioti","other"
"1663","Gorilla_beringei","other"
"1664","Gorilla_gorilla","other"
"1665","Gracilinanus_aceramarcae","other"
"1666","Gracilinanus_agilis","other"
"1667","Gracilinanus_agricolai","other"
"1668","Gracilinanus_dryas","other"
"1669","Gracilinanus_emiliae","other"
"1670","Gracilinanus_formosus","other"
"1671","Gracilinanus_marica","other"
"1672","Gracilinanus_microtarsus","other"
"1673","Grammomys_aridulus","other"
"1674","Grammomys_buntingi","other"
"1675","Grammomys_caniceps","other"
"1676","Grammomys_cometes","other"
"1677","Grammomys_dolichurus","other"
"1678","Grammomys_dryas","other"
"1679","Grammomys_gigas","other"
"1680","Grammomys_ibeanus","other"
"1681","Grammomys_kuru","other"
"1682","Grammomys_macmillani","other"
"1683","Grammomys_minnae","other"
"1684","Grammomys_poensis","other"
"1685","Grampus_griseus","other"
"1686","Graomys_centralis","other"
"1687","Graomys_domorum","other"
"1688","Graomys_edithae","other"
"1689","Graomys_griseoflavus","other"
"1690","Graphiurus_angolensis","other"
"1691","Graphiurus_christyi","other"
"1692","Graphiurus_crassicaudatus","other"
"1693","Graphiurus_johnstoni","other"
"1694","Graphiurus_kelleni","other"
"1695","Graphiurus_lorraineus","other"
"1696","Graphiurus_microtis","other"
"1697","Graphiurus_monardi","other"
"1698","Graphiurus_murinus","other"
"1699","Graphiurus_nagtglasii","other"
"1700","Graphiurus_ocularis","other"
"1701","Graphiurus_platyops","other"
"1702","Graphiurus_rupicola","other"
"1703","Graphiurus_surdus","other"
"1704","Gulo_gulo","other"
"1705","Gymnobelideus_leadbeateri","other"
"1706","Gymnuromys_roberti","other"
"1707","Habromys_chinanteco","other"
"1708","Habromys_ixtlani","other"
"1709","Habromys_lepturus","other"
"1710","Habromys_lophurus","other"
"1711","Habromys_simulatus","other"
"1712","Hadromys_humei","other"
"1713","Hadromys_yunnanensis","other"
"1714","Haeromys_margarettae","other"
"1715","Haeromys_minahassae","other"
"1716","Haeromys_pusillus","other"
"1717","Halichoerus_grypus","other"
"1718","Handleyomys_fuscatus","other"
"1719","Handleyomys_intectus","other"
"1720","Hapalemur_alaotrensis","other"
"1721","Hapalemur_aureus","other"
"1722","Hapalemur_griseus","other"
"1723","Hapalemur_occidentalis","other"
"1724","Hapalomys_delacouri","other"
"1725","Hapalomys_longicaudatus","other"
"1726","Haplonycteris_fischeri","bats"
"1727","Harpiocephalus_harpia","bats"
"1728","Harpiocephalus_mordax","bats"
"1729","Harpyionycteris_celebensis","bats"
"1730","Harpyionycteris_whiteheadi","bats"
"1731","Heimyscus_fumosus","other"
"1732","Helarctos_malayanus","other"
"1733","Heliophobius_argenteocinereus","other"
"1734","Heliosciurus_gambianus","other"
"1735","Heliosciurus_mutabilis","other"
"1736","Heliosciurus_punctatus","other"
"1737","Heliosciurus_rufobrachium","other"
"1738","Heliosciurus_ruwenzorii","other"
"1739","Heliosciurus_undulatus","other"
"1740","Helogale_hirtula","other"
"1741","Helogale_parvula","other"
"1742","Hemibelideus_lemuroides","other"
"1743","Hemicentetes_nigriceps","other"
"1744","Hemicentetes_semispinosus","other"
"1745","Hemiechinus_auritus","other"
"1746","Hemiechinus_collaris","other"
"1747","Hemigalus_derbyanus","other"
"1748","Hemitragus_hylocrius","other"
"1749","Hemitragus_jayakari","other"
"1750","Hemitragus_jemlahicus","other"
"1751","Herpestes_brachyurus","other"
"1752","Herpestes_edwardsi","other"
"1753","Herpestes_fuscus","other"
"1754","Herpestes_ichneumon","other"
"1755","Herpestes_javanicus","other"
"1756","Herpestes_naso","other"
"1757","Herpestes_semitorquatus","other"
"1758","Herpestes_smithii","other"
"1759","Herpestes_urva","other"
"1760","Herpestes_vitticollis","other"
"1761","Hesperoptenus_blanfordi","bats"
"1762","Hesperoptenus_doriae","bats"
"1763","Hesperoptenus_gaskelli","bats"
"1764","Hesperoptenus_tickelli","bats"
"1765","Hesperoptenus_tomesi","bats"
"1766","Heterocephalus_glaber","other"
"1767","Heterohyrax_brucei","other"
"1768","Heteromys_anomalus","other"
"1769","Heteromys_australis","other"
"1770","Heteromys_desmarestianus","other"
"1771","Heteromys_gaumeri","other"
"1772","Heteromys_nelsoni","other"
"1773","Heteromys_oresterus","other"
"1774","Hexaprotodon_liberiensis","other"
"1775","Hippocamelus_antisensis","other"
"1776","Hippocamelus_bisulcus","other"
"1777","Hippopotamus_amphibius","other"
"1778","Hipposideros_abae","bats"
"1779","Hipposideros_armiger","bats"
"1780","Hipposideros_ater","bats"
"1781","Hipposideros_beatus","bats"
"1782","Hipposideros_bicolor","bats"
"1783","Hipposideros_breviceps","bats"
"1784","Hipposideros_caffer","bats"
"1785","Hipposideros_calcaratus","bats"
"1786","Hipposideros_camerunensis","bats"
"1787","Hipposideros_cervinus","bats"
"1788","Hipposideros_cineraceus","bats"
"1789","Hipposideros_commersoni","bats"
"1790","Hipposideros_coronatus","bats"
"1791","Hipposideros_corynophyllus","bats"
"1792","Hipposideros_coxi","bats"
"1793","Hipposideros_crumeniferus","bats"
"1794","Hipposideros_curtus","bats"
"1795","Hipposideros_cyclops","bats"
"1796","Hipposideros_demissus","bats"
"1797","Hipposideros_diadema","bats"
"1798","Hipposideros_dinops","bats"
"1799","Hipposideros_doriae","bats"
"1800","Hipposideros_durgadasi","bats"
"1801","Hipposideros_dyacorum","bats"
"1802","Hipposideros_fuliginosus","bats"
"1803","Hipposideros_fulvus","bats"
"1804","Hipposideros_galeritus","bats"
"1805","Hipposideros_gigas","bats"
"1806","Hipposideros_grandis","bats"
"1807","Hipposideros_halophyllus","bats"
"1808","Hipposideros_inexpectatus","bats"
"1809","Hipposideros_inornatus","bats"
"1810","Hipposideros_jonesi","bats"
"1811","Hipposideros_lamottei","bats"
"1812","Hipposideros_lankadiva","bats"
"1813","Hipposideros_larvatus","bats"
"1814","Hipposideros_lekaguli","bats"
"1815","Hipposideros_lylei","bats"
"1816","Hipposideros_macrobullatus","bats"
"1817","Hipposideros_maggietaylorae","bats"
"1818","Hipposideros_marisae","bats"
"1819","Hipposideros_megalotis","bats"
"1820","Hipposideros_muscinus","bats"
"1821","Hipposideros_nequam","bats"
"1822","Hipposideros_obscurus","bats"
"1823","Hipposideros_papua","bats"
"1824","Hipposideros_pelingensis","bats"
"1825","Hipposideros_pomona","bats"
"1826","Hipposideros_pratti","bats"
"1827","Hipposideros_pygmaeus","bats"
"1828","Hipposideros_ridleyi","bats"
"1829","Hipposideros_ruber","bats"
"1830","Hipposideros_semoni","bats"
"1831","Hipposideros_speoris","bats"
"1832","Hipposideros_stenotis","bats"
"1833","Hipposideros_sumbae","bats"
"1834","Hipposideros_thomensis","bats"
"1835","Hipposideros_turpis","bats"
"1836","Hipposideros_vittatus","bats"
"1837","Hipposideros_wollastoni","bats"
"1838","Hippotragus_equinus","other"
"1839","Hippotragus_niger","other"
"1840","Histiotus_alienus","bats"
"1841","Histiotus_laephotis","bats"
"1842","Histiotus_macrotus","bats"
"1843","Histiotus_magellanicus","bats"
"1844","Histiotus_montanus","bats"
"1845","Histiotus_velatus","bats"
"1846","Histriophoca_fasciata","other"
"1847","Hodomys_alleni","other"
"1848","Holochilus_brasiliensis","other"
"1849","Holochilus_chacarius","other"
"1850","Holochilus_sciureus","other"
"1851","Homo_sapiens","other"
"1852","Hoplomys_gymnurus","other"
"1853","Hyaena_brunnea","other"
"1854","Hyaena_hyaena","other"
"1855","Hybomys_badius","other"
"1856","Hybomys_basilii","other"
"1857","Hybomys_lunaris","other"
"1858","Hybomys_planifrons","other"
"1859","Hybomys_trivirgatus","other"
"1860","Hybomys_univittatus","other"
"1861","Hydrictis_maculicollis","other"
"1862","Hydrochoerus_hydrochaeris","other"
"1863","Hydrochoerus_isthmius","other"
"1864","Hydromys_chrysogaster","other"
"1865","Hydromys_habbema","other"
"1866","Hydromys_hussoni","other"
"1867","Hydromys_neobritannicus","other"
"1868","Hydromys_shawmayeri","other"
"1869","Hydropotes_inermis","other"
"1870","Hydrurga_leptonyx","other"
"1871","Hyemoschus_aquaticus","other"
"1872","Hylobates_agilis","other"
"1873","Hylobates_albibarbis","other"
"1874","Hylobates_klossii","other"
"1875","Hylobates_lar","other"
"1876","Hylobates_moloch","other"
"1877","Hylobates_muelleri","other"
"1878","Hylobates_pileatus","other"
"1879","Hylochoerus_meinertzhageni","other"
"1880","Hylomys_parvus","other"
"1881","Hylomys_suillus","other"
"1882","Hylomyscus_aeta","other"
"1883","Hylomyscus_alleni","other"
"1884","Hylomyscus_baeri","other"
"1885","Hylomyscus_carillus","other"
"1886","Hylomyscus_denniae","other"
"1887","Hylomyscus_grandis","other"
"1888","Hylomyscus_parvus","other"
"1889","Hylomyscus_stella","other"
"1890","Hylonycteris_underwoodi","bats"
"1891","Hylopetes_alboniger","other"
"1892","Hylopetes_bartelsi","other"
"1893","Hylopetes_lepidus","other"
"1894","Hylopetes_nigripes","other"
"1895","Hylopetes_phayrei","other"
"1896","Hylopetes_platyurus","other"
"1897","Hylopetes_sipora","other"
"1898","Hylopetes_spadiceus","other"
"1899","Hylopetes_winstoni","other"
"1900","Hyomys_dammermani","other"
"1901","Hyomys_goliath","other"
"1902","Hyosciurus_heinrichi","other"
"1903","Hyosciurus_ileile","other"
"1904","Hyperacrius_fertilis","other"
"1905","Hyperacrius_wynnei","other"
"1906","Hyperoodon_ampullatus","other"
"1907","Hyperoodon_planifrons","other"
"1908","Hypogeomys_antimena","other"
"1909","Hypsignathus_monstrosus","bats"
"1910","Hypsiprymnodon_moschatus","other"
"1911","Hypsugo_alaschanicus","bats"
"1912","Hypsugo_anchietae","bats"
"1913","Hypsugo_anthonyi","bats"
"1914","Hypsugo_arabicus","bats"
"1915","Hypsugo_ariel","bats"
"1916","Hypsugo_bodenheimeri","bats"
"1917","Hypsugo_cadornae","bats"
"1918","Hypsugo_crassulus","bats"
"1919","Hypsugo_eisentrauti","bats"
"1920","Hypsugo_imbricatus","bats"
"1921","Hypsugo_joffrei","bats"
"1922","Hypsugo_kitcheneri","bats"
"1923","Hypsugo_lophurus","bats"
"1924","Hypsugo_macrotis","bats"
"1925","Hypsugo_musciculus","bats"
"1926","Hypsugo_pulveratus","bats"
"1927","Hypsugo_savii","bats"
"1928","Hypsugo_vordermanni","bats"
"1929","Hystrix_africaeaustralis","other"
"1930","Hystrix_brachyura","other"
"1931","Hystrix_crassispinis","other"
"1932","Hystrix_cristata","other"
"1933","Hystrix_indica","other"
"1934","Hystrix_javanica","other"
"1935","Hystrix_pumila","other"
"1936","Hystrix_sumatrae","other"
"1937","Ia_io","bats"
"1938","Ichneumia_albicauda","other"
"1939","Ichthyomys_hydrobates","other"
"1940","Ichthyomys_pittieri","other"
"1941","Ichthyomys_stolzmanni","other"
"1942","Ichthyomys_tweedii","other"
"1943","Ictonyx_libyca","other"
"1944","Ictonyx_striatus","other"
"1945","Idionycteris_phyllotis","bats"
"1946","Idiurus_macrotis","other"
"1947","Idiurus_zenkeri","other"
"1948","Indopacetus_pacificus","other"
"1949","Indri_indri","other"
"1950","Inia_geoffrensis","other"
"1951","Iomys_horsfieldii","other"
"1952","Iomys_sipora","other"
"1953","Irenomys_tarsalis","other"
"1954","Isolobodon_portoricensis","other"
"1955","Isoodon_auratus","other"
"1956","Isoodon_macrourus","other"
"1957","Isoodon_obesulus","other"
"1958","Isothrix_bistriata","other"
"1959","Isothrix_negrensis","other"
"1960","Isothrix_pagurus","other"
"1961","Isthmomys_flavidus","other"
"1962","Isthmomys_pirrensis","other"
"1963","Jaculus_blanfordi","other"
"1964","Jaculus_jaculus","other"
"1965","Jaculus_orientalis","other"
"1966","Juliomys_pictipes","other"
"1967","Juscelinomys_candango","other"
"1968","Kadarsanomys_sodyi","other"
"1969","Kannabateomys_amblyonyx","other"
"1970","Kerivoula_agnella","bats"
"1971","Kerivoula_argentata","bats"
"1972","Kerivoula_cuprosa","bats"
"1973","Kerivoula_eriophora","bats"
"1974","Kerivoula_flora","bats"
"1975","Kerivoula_hardwickii","bats"
"1976","Kerivoula_intermedia","bats"
"1977","Kerivoula_lanosa","bats"
"1978","Kerivoula_lenis","bats"
"1979","Kerivoula_minuta","bats"
"1980","Kerivoula_muscina","bats"
"1981","Kerivoula_myrella","bats"
"1982","Kerivoula_papillosa","bats"
"1983","Kerivoula_pellucida","bats"
"1984","Kerivoula_phalaena","bats"
"1985","Kerivoula_picta","bats"
"1986","Kerivoula_smithii","bats"
"1987","Kerivoula_whiteheadi","bats"
"1988","Kerodon_rupestris","other"
"1989","Kobus_ellipsiprymnus","other"
"1990","Kobus_kob","other"
"1991","Kobus_leche","other"
"1992","Kobus_megaceros","other"
"1993","Kobus_vardonii","other"
"1994","Kogia_breviceps","other"
"1995","Kogia_sima","other"
"1996","Komodomys_rintjanus","other"
"1997","Kunsia_fronto","other"
"1998","Kunsia_tomentosus","other"
"1999","Laephotis_angolensis","bats"
"2000","Laephotis_botswanae","bats"
"2001","Laephotis_namibensis","bats"
"2002","Laephotis_wintoni","bats"
"2003","Lagenodelphis_hosei","other"
"2004","Lagenorhynchus_acutus","other"
"2005","Lagenorhynchus_albirostris","other"
"2006","Lagenorhynchus_australis","other"
"2007","Lagenorhynchus_cruciger","other"
"2008","Lagenorhynchus_obliquidens","other"
"2009","Lagenorhynchus_obscurus","other"
