"","tree","bats"
"2522","Micronycteris_schmidtorum","bats"
"2523","Microperoryctes_longicauda","other"
"2524","Microperoryctes_murina","other"
"2525","Microperoryctes_papuensis","other"
"2526","Micropotamogale_lamottei","other"
"2527","Micropotamogale_ruwenzorii","other"
"2528","Micropteropus_intermedius","bats"
"2529","Micropteropus_pusillus","bats"
"2530","Microryzomys_altissimus","other"
"2531","Microryzomys_minutus","other"
"2532","Microsciurus_alfari","other"
"2533","Microsciurus_flaviventer","other"
"2534","Microsciurus_mimulus","other"
"2535","Microsciurus_santanderensis","other"
"2536","Microtus_abbreviatus","other"
"2537","Microtus_agrestis","other"
"2538","Microtus_arvalis","other"
"2539","Microtus_bavaricus","other"
"2540","Microtus_brachycercus","other"
"2541","Microtus_breweri","other"
"2542","Microtus_cabrerae","other"
"2543","Microtus_californicus","other"
"2544","Microtus_canicaudus","other"
"2545","Microtus_chrotorrhinus","other"
"2546","Microtus_clarkei","other"
"2547","Microtus_daghestanicus","other"
"2548","Microtus_duodecimcostatus","other"
"2549","Microtus_evoronensis","other"
"2550","Microtus_felteni","other"
"2551","Microtus_fortis","other"
"2552","Microtus_gerbei","other"
"2553","Microtus_gregalis","other"
"2554","Microtus_guatemalensis","other"
"2555","Microtus_guentheri","other"
"2556","Microtus_ilaeus","other"
"2557","Microtus_irani","other"
"2558","Microtus_kikuchii","other"
"2559","Microtus_levis","other"
"2560","Microtus_liechtensteini","other"
"2561","Microtus_limnophilus","other"
"2562","Microtus_longicaudus","other"
"2563","Microtus_lusitanicus","other"
"2564","Microtus_majori","other"
"2565","Microtus_maximowiczii","other"
"2566","Microtus_mexicanus","other"
"2567","Microtus_middendorffii","other"
"2568","Microtus_miurus","other"
"2569","Microtus_mongolicus","other"
"2570","Microtus_montanus","other"
"2571","Microtus_montebelli","other"
"2572","Microtus_mujanensis","other"
"2573","Microtus_multiplex","other"
"2574","Microtus_oaxacensis","other"
"2575","Microtus_ochrogaster","other"
"2576","Microtus_oeconomus","other"
"2577","Microtus_oregoni","other"
"2578","Microtus_paradoxus","other"
"2579","Microtus_pennsylvanicus","other"
"2580","Microtus_pinetorum","other"
"2581","Microtus_quasiater","other"
"2582","Microtus_richardsoni","other"
"2583","Microtus_sachalinensis","other"
"2584","Microtus_savii","other"
"2585","Microtus_schelkovnikovi","other"
"2586","Microtus_schidlovskii","other"
"2587","Microtus_socialis","other"
"2588","Microtus_subterraneus","other"
"2589","Microtus_tatricus","other"
"2590","Microtus_thomasi","other"
"2591","Microtus_townsendii","other"
"2592","Microtus_transcaspicus","other"
"2593","Microtus_umbrosus","other"
"2594","Microtus_xanthognathus","other"
"2595","Millardia_gleadowi","other"
"2596","Millardia_kathleenae","other"
"2597","Millardia_kondana","other"
"2598","Millardia_meltada","other"
"2599","Mimetillus_moloneyi","bats"
"2600","Mimon_bennettii","bats"
"2601","Mimon_cozumelae","bats"
"2602","Mimon_crenulatum","bats"
"2603","Mimon_koepckeae","bats"
"2604","Miniopterus_africanus","bats"
"2605","Miniopterus_australis","bats"
"2606","Miniopterus_fraterculus","bats"
"2607","Miniopterus_fuscus","bats"
"2608","Miniopterus_inflatus","bats"
"2609","Miniopterus_macrocneme","bats"
"2610","Miniopterus_magnater","bats"
"2611","Miniopterus_majori","bats"
"2612","Miniopterus_manavi","bats"
"2613","Miniopterus_medius","bats"
"2614","Miniopterus_minor","bats"
"2615","Miniopterus_natalensis","bats"
"2616","Miniopterus_paululus","bats"
"2617","Miniopterus_pusillus","bats"
"2618","Miniopterus_robustior","bats"
"2619","Miniopterus_schreibersii","bats"
"2620","Miniopterus_shortridgei","bats"
"2621","Miniopterus_tristis","bats"
"2622","Miopithecus_talapoin","other"
"2623","Mirounga_angustirostris","other"
"2624","Mirounga_leonina","other"
"2625","Mirza_coquereli","other"
"2626","Mogera_imaizumii","other"
"2627","Mogera_insularis","other"
"2628","Mogera_tokudae","other"
"2629","Mogera_uchidai","other"
"2630","Mogera_wogura","other"
"2631","Molossops_aequatorianus","bats"
"2632","Molossops_mattogrossensis","bats"
"2633","Molossops_neglectus","bats"
"2634","Molossops_temminckii","bats"
"2635","Molossus_aztecus","bats"
"2636","Molossus_barnesi","bats"
"2637","Molossus_coibensis","bats"
"2638","Molossus_currentium","bats"
"2639","Molossus_molossus","bats"
"2640","Molossus_pretiosus","bats"
"2641","Molossus_rufus","bats"
"2642","Molossus_sinaloae","bats"
"2643","Monachus_monachus","other"
"2644","Monachus_schauinslandi","other"
"2645","Monodelphis_adusta","other"
"2646","Monodelphis_americana","other"
"2647","Monodelphis_brevicaudata","other"
"2648","Monodelphis_dimidiata","other"
"2649","Monodelphis_domestica","other"
"2650","Monodelphis_emiliae","other"
"2651","Monodelphis_glirina","other"
"2652","Monodelphis_iheringi","other"
"2653","Monodelphis_kunsi","other"
"2654","Monodelphis_maraxina","other"
"2655","Monodelphis_osgoodi","other"
"2656","Monodelphis_palliolata","other"
"2657","Monodelphis_rubida","other"
"2658","Monodelphis_scalops","other"
"2659","Monodelphis_sorex","other"
"2660","Monodelphis_theresa","other"
"2661","Monodelphis_umbristriata","other"
"2662","Monodelphis_unistriata","other"
"2663","Monodon_monoceros","other"
"2664","Monophyllus_plethodon","bats"
"2665","Monophyllus_redmani","bats"
"2666","Mops_brachypterus","bats"
"2667","Mops_condylurus","bats"
"2668","Mops_congicus","bats"
"2669","Mops_demonstrator","bats"
"2670","Mops_leucostigma","bats"
"2671","Mops_midas","bats"
"2672","Mops_mops","bats"
"2673","Mops_nanulus","bats"
"2674","Mops_niangarae","bats"
"2675","Mops_niveiventer","bats"
"2676","Mops_petersoni","bats"
"2677","Mops_sarasinorum","bats"
"2678","Mops_spurrelli","bats"
"2679","Mops_thersites","bats"
"2680","Mops_trevori","bats"
"2681","Mormoops_blainvillei","bats"
"2682","Mormoops_megalophylla","bats"
"2683","Mormopterus_acetabulosus","bats"
"2684","Mormopterus_beccarii","bats"
"2685","Mormopterus_doriae","bats"
"2686","Mormopterus_jugularis","bats"
"2687","Mormopterus_kalinowskii","bats"
"2688","Mormopterus_loriae","bats"
"2689","Mormopterus_minutus","bats"
"2690","Mormopterus_norfolkensis","bats"
"2691","Mormopterus_phrudus","bats"
"2692","Mormopterus_planiceps","bats"
"2693","Moschiola_meminna","other"
"2694","Moschus_anhuiensis","other"
"2695","Moschus_berezovskii","other"
"2696","Moschus_chrysogaster","other"
"2697","Moschus_cupreus","other"
"2698","Moschus_fuscus","other"
"2699","Moschus_leucogaster","other"
"2700","Moschus_moschiferus","other"
"2701","Mosia_nigrescens","bats"
"2702","Mungos_gambianus","other"
"2703","Mungos_mungo","other"
"2704","Mungotictis_decemlineata","other"
"2705","Muntiacus_atherodes","other"
"2706","Muntiacus_crinifrons","other"
"2707","Muntiacus_feae","other"
"2708","Muntiacus_gongshanensis","other"
"2709","Muntiacus_muntjak","other"
"2710","Muntiacus_reevesi","other"
"2711","Muntiacus_rooseveltorum","other"
"2712","Murexechinus_melanurus","other"
"2713","Murexia_longicaudata","other"
"2714","Muriculus_imberbis","other"
"2715","Murina_aenea","bats"
"2716","Murina_aurata","bats"
"2717","Murina_cyclotis","bats"
"2718","Murina_florium","bats"
"2719","Murina_fusca","bats"
"2720","Murina_grisea","bats"
"2721","Murina_hilgendorfi","bats"
"2722","Murina_huttoni","bats"
"2723","Murina_leucogaster","bats"
"2724","Murina_puta","bats"
"2725","Murina_rozendaali","bats"
"2726","Murina_silvatica","bats"
"2727","Murina_suilla","bats"
"2728","Murina_tenebrosa","bats"
"2729","Murina_tubinaris","bats"
"2730","Murina_ussuriensis","bats"
"2731","Mus_baoulei","other"
"2732","Mus_booduga","other"
"2733","Mus_bufo","other"
"2734","Mus_callewaerti","other"
"2735","Mus_caroli","other"
"2736","Mus_cervicolor","other"
"2737","Mus_cookii","other"
"2738","Mus_crociduroides","other"
"2739","Mus_famulus","other"
"2740","Mus_fernandoni","other"
"2741","Mus_goundae","other"
"2742","Mus_haussa","other"
"2743","Mus_indutus","other"
"2744","Mus_macedonicus","other"
"2745","Mus_mahomet","other"
"2746","Mus_mattheyi","other"
"2747","Mus_mayori","other"
"2748","Mus_minutoides","other"
"2749","Mus_musculoides","other"
"2750","Mus_musculus","other"
"2751","Mus_neavei","other"
"2752","Mus_orangiae","other"
"2753","Mus_oubanguii","other"
"2754","Mus_pahari","other"
"2755","Mus_phillipsi","other"
"2756","Mus_platythrix","other"
"2757","Mus_saxicola","other"
"2758","Mus_setulosus","other"
"2759","Mus_setzeri","other"
"2760","Mus_shortridgei","other"
"2761","Mus_sorella","other"
"2762","Mus_spicilegus","other"
"2763","Mus_spretus","other"
"2764","Mus_tenellus","other"
"2765","Mus_terricolor","other"
"2766","Mus_triton","other"
"2767","Mus_vulcani","other"
"2768","Muscardinus_avellanarius","other"
"2769","Musonycteris_harrisoni","bats"
"2770","Mustela_africana","other"
"2771","Mustela_altaica","other"
"2772","Mustela_erminea","other"
"2773","Mustela_eversmanii","other"
"2774","Mustela_felipei","other"
"2775","Mustela_frenata","other"
"2776","Mustela_itatsi","other"
"2777","Mustela_kathiah","other"
"2778","Mustela_lutreola","other"
"2779","Mustela_lutreolina","other"
"2780","Mustela_nigripes","other"
"2781","Mustela_nivalis","other"
"2782","Mustela_nudipes","other"
"2783","Mustela_putorius","other"
"2784","Mustela_sibirica","other"
"2785","Mustela_strigidorsa","other"
"2786","Mustela_subpalmata","other"
"2787","Mydaus_javanensis","other"
"2788","Mydaus_marchei","other"
"2789","Mylomys_dybowskii","other"
"2790","Mylomys_rex","other"
"2791","Myocastor_coypus","other"
"2792","Myodes_andersoni","other"
"2793","Myodes_californicus","other"
"2794","Myodes_centralis","other"
"2795","Myodes_gapperi","other"
"2796","Myodes_glareolus","other"
"2797","Myodes_imaizumii","other"
"2798","Myodes_regulus","other"
"2799","Myodes_rex","other"
"2800","Myodes_rufocanus","other"
"2801","Myodes_rutilus","other"
"2802","Myodes_shanseius","other"
"2803","Myodes_smithii","other"
"2804","Myoictis_melas","other"
"2805","Myoictis_wallacii","other"
"2806","Myomimus_personatus","other"
"2807","Myomimus_roachi","other"
"2808","Myomimus_setzeri","other"
"2809","Myomyscus_angolensis","other"
"2810","Myomyscus_brockmani","other"
"2811","Myomyscus_verreauxii","other"
"2812","Myomyscus_yemeni","other"
"2813","Myonycteris_brachycephala","bats"
"2814","Myonycteris_relicta","bats"
"2815","Myonycteris_torquata","bats"
"2816","Myoprocta_acouchy","other"
"2817","Myoprocta_pratti","other"
"2818","Myopterus_daubentonii","bats"
"2819","Myopterus_whitleyi","bats"
"2820","Myopus_schisticolor","other"
"2821","Myosciurus_pumilio","other"
"2822","Myosorex_babaulti","other"
"2823","Myosorex_blarina","other"
"2824","Myosorex_cafer","other"
"2825","Myosorex_eisentrauti","other"
"2826","Myosorex_geata","other"
"2827","Myosorex_longicaudatus","other"
"2828","Myosorex_okuensis","other"
"2829","Myosorex_rumpii","other"
"2830","Myosorex_schalleri","other"
"2831","Myosorex_sclateri","other"
"2832","Myosorex_tenuis","other"
"2833","Myosorex_varius","other"
"2834","Myospalax_aspalax","other"
"2835","Myospalax_myospalax","other"
"2836","Myospalax_psilurus","other"
"2837","Myotis_abei","bats"
"2838","Myotis_adversus","bats"
"2839","Myotis_aelleni","bats"
"2840","Myotis_albescens","bats"
"2841","Myotis_altarium","bats"
"2842","Myotis_anjouanensis","bats"
"2843","Myotis_annectans","bats"
"2844","Myotis_atacamensis","bats"
"2845","Myotis_ater","bats"
"2846","Myotis_auriculus","bats"
"2847","Myotis_australis","bats"
"2848","Myotis_austroriparius","bats"
"2849","Myotis_bechsteinii","bats"
"2850","Myotis_blythii","bats"
"2851","Myotis_bocagii","bats"
"2852","Myotis_bombinus","bats"
"2853","Myotis_brandtii","bats"
"2854","Myotis_bucharensis","bats"
"2855","Myotis_californicus","bats"
"2856","Myotis_capaccinii","bats"
"2857","Myotis_chiloensis","bats"
"2858","Myotis_chinensis","bats"
"2859","Myotis_ciliolabrum","bats"
"2860","Myotis_cobanensis","bats"
"2861","Myotis_dasycneme","bats"
"2862","Myotis_daubentonii","bats"
"2863","Myotis_davidii","bats"
"2864","Myotis_dominicensis","bats"
"2865","Myotis_elegans","bats"
"2866","Myotis_emarginatus","bats"
"2867","Myotis_evotis","bats"
"2868","Myotis_fimbriatus","bats"
"2869","Myotis_findleyi","bats"
"2870","Myotis_formosus","bats"
"2871","Myotis_fortidens","bats"
"2872","Myotis_frater","bats"
"2873","Myotis_goudoti","bats"
"2874","Myotis_grisescens","bats"
"2875","Myotis_hajastanicus","bats"
"2876","Myotis_hasseltii","bats"
"2877","Myotis_hermani","bats"
"2878","Myotis_horsfieldii","bats"
"2879","Myotis_hosonoi","bats"
"2880","Myotis_ikonnikovi","bats"
"2881","Myotis_insularum","bats"
"2882","Myotis_keaysi","bats"
"2883","Myotis_keenii","bats"
"2884","Myotis_laniger","bats"
"2885","Myotis_leibii","bats"
"2886","Myotis_levis","bats"
"2887","Myotis_longipes","bats"
"2888","Myotis_lucifugus","bats"
"2889","Myotis_macrodactylus","bats"
"2890","Myotis_macropus","bats"
"2891","Myotis_macrotarsus","bats"
"2892","Myotis_martiniquensis","bats"
"2893","Myotis_melanorhinus","bats"
"2894","Myotis_moluccarum","bats"
"2895","Myotis_montivagus","bats"
"2896","Myotis_morrisi","bats"
"2897","Myotis_muricola","bats"
"2898","Myotis_myotis","bats"
"2899","Myotis_mystacinus","bats"
"2900","Myotis_nattereri","bats"
"2901","Myotis_nesopolus","bats"
"2902","Myotis_nigricans","bats"
"2903","Myotis_nipalensis","bats"
"2904","Myotis_occultus","bats"
"2905","Myotis_oreias","bats"
"2906","Myotis_oxygnathus","bats"
"2907","Myotis_oxyotus","bats"
"2908","Myotis_ozensis","bats"
"2909","Myotis_peninsularis","bats"
"2910","Myotis_pequinius","bats"
"2911","Myotis_planiceps","bats"
"2912","Myotis_pruinosus","bats"
"2913","Myotis_punicus","bats"
"2914","Myotis_ricketti","bats"
"2915","Myotis_ridleyi","bats"
"2916","Myotis_riparius","bats"
"2917","Myotis_rosseti","bats"
"2918","Myotis_ruber","bats"
"2919","Myotis_schaubi","bats"
"2920","Myotis_scotti","bats"
"2921","Myotis_septentrionalis","bats"
"2922","Myotis_sicarius","bats"
"2923","Myotis_siligorensis","bats"
"2924","Myotis_simus","bats"
"2925","Myotis_sodalis","bats"
"2926","Myotis_stalkeri","bats"
"2927","Myotis_thysanodes","bats"
"2928","Myotis_tricolor","bats"
"2929","Myotis_velifer","bats"
"2930","Myotis_vivesi","bats"
"2931","Myotis_volans","bats"
"2932","Myotis_welwitschii","bats"
"2933","Myotis_yesoensis","bats"
"2934","Myotis_yumanensis","bats"
"2935","Myotomys_sloggetti","other"
"2936","Myotomys_unisulcatus","other"
"2937","Myrmecobius_fasciatus","other"
"2938","Myrmecophaga_tridactyla","other"
"2939","Mysateles_garridoi","other"
"2940","Mysateles_meridionalis","other"
"2941","Mysateles_prehensilis","other"
"2942","Mystacina_tuberculata","bats"
"2943","Mystromys_albicaudatus","other"
"2944","Myzopoda_aurita","bats"
"2945","Naemorhedus_baileyi","other"
"2946","Naemorhedus_caudatus","other"
"2947","Naemorhedus_goral","other"
"2948","Naemorhedus_griseus","other"
"2949","Nandinia_binotata","other"
"2950","Nanger_dama","other"
"2951","Nanger_granti","other"
"2952","Nanger_soemmerringii","other"
"2953","Nannosciurus_melanotis","other"
"2954","Nanonycteris_veldkampii","bats"
"2955","Napaeozapus_insignis","other"
"2956","Nasalis_larvatus","other"
"2957","Nasua_narica","other"
"2958","Nasua_nasua","other"
"2959","Nasuella_olivacea","other"
"2960","Natalus_jamaicensis","bats"
"2961","Natalus_major","bats"
"2962","Natalus_primus","bats"
"2963","Natalus_stramineus","bats"
"2964","Natalus_tumidirostris","bats"
"2965","Neacomys_guianae","other"
"2966","Neacomys_pictus","other"
"2967","Neacomys_spinosus","other"
"2968","Neacomys_tenuipes","other"
"2969","Neamblysomus_gunningi","other"
"2970","Neamblysomus_julianae","other"
"2971","Necromys_amoenus","other"
"2972","Necromys_benefactus","other"
"2973","Necromys_lactens","other"
"2974","Necromys_lasiurus","other"
"2975","Necromys_lenguarum","other"
"2976","Necromys_obscurus","other"
"2977","Necromys_punctulatus","other"
"2978","Necromys_temchuki","other"
"2979","Necromys_urichi","other"
"2980","Nectogale_elegans","other"
"2981","Nectomys_apicalis","other"
"2982","Nectomys_magdalenae","other"
"2983","Nectomys_palmipes","other"
"2984","Nectomys_rattus","other"
"2985","Nectomys_squamipes","other"
"2986","Nelsonia_goldmani","other"
"2987","Nelsonia_neotomodon","other"
"2988","Neodon_forresti","other"
"2989","Neodon_irene","other"
"2990","Neodon_juldaschi","other"
"2991","Neodon_sikimensis","other"
"2992","Neofelis_nebulosa","other"
"2993","Neofiber_alleni","other"
"2994","Neohylomys_hainanensis","other"
"2995","Neomys_anomalus","other"
"2996","Neomys_fodiens","other"
"2997","Neomys_teres","other"
"2998","Neonycteris_pusilla","bats"
"2999","Neophascogale_lorentzi","other"
"3000","Neophoca_cinerea","other"
"3001","Neophocaena_phocaenoides","other"
"3002","Neopteryx_frosti","bats"
"3003","Neoromicia_brunneus","bats"
"3004","Neoromicia_capensis","bats"
"3005","Neoromicia_flavescens","bats"
"3006","Neoromicia_guineensis","bats"
"3007","Neoromicia_helios","bats"
"3008","Neoromicia_melckorum","bats"
"3009","Neoromicia_nanus","bats"
"3010","Neoromicia_rendalli","bats"
"3011","Neoromicia_somalicus","bats"
"3012","Neoromicia_tenuipinnis","bats"
"3013","Neoromicia_zuluensis","bats"
"3014","Neotetracus_sinensis","other"
"3015","Neotoma_albigula","other"
"3016","Neotoma_angustapalata","other"
"3017","Neotoma_anthonyi","other"
"3018","Neotoma_bryanti","other"
"3019","Neotoma_bunkeri","other"
"3020","Neotoma_chrysomelas","other"
"3021","Neotoma_cinerea","other"
"3022","Neotoma_devia","other"
"3023","Neotoma_floridana","other"
"3024","Neotoma_fuscipes","other"
"3025","Neotoma_goldmani","other"
"3026","Neotoma_lepida","other"
"3027","Neotoma_leucodon","other"
"3028","Neotoma_macrotis","other"
"3029","Neotoma_magister","other"
"3030","Neotoma_martinensis","other"
"3031","Neotoma_mexicana","other"
"3032","Neotoma_micropus","other"
"3033","Neotoma_nelsoni","other"
"3034","Neotoma_palatina","other"
"3035","Neotoma_phenax","other"
"3036","Neotoma_stephensi","other"
"3037","Neotomodon_alstoni","other"
"3038","Neotomys_ebriosus","other"
"3039","Neotragus_batesi","other"
"3040","Neotragus_moschatus","other"
"3041","Neotragus_pygmaeus","other"
"3042","Neovison_macrodon","other"
"3043","Neovison_vison","other"
"3044","Nesokia_bunnii","other"
"3045","Nesokia_indica","other"
"3046","Nesolagus_netscheri","other"
"3047","Nesomys_audeberti","other"
"3048","Nesomys_lambertoni","other"
"3049","Nesomys_rufus","other"
"3050","Nesoromys_ceramicus","other"
"3051","Nesoryzomys_fernandinae","other"
"3052","Nesoryzomys_indefessus","other"
"3053","Nesoryzomys_swarthi","other"
"3054","Neurotrichus_gibbsii","other"
"3055","Neusticomys_monticolus","other"
"3056","Neusticomys_mussoi","other"
"3057","Neusticomys_oyapocki","other"
"3058","Neusticomys_peruviensis","other"
"3059","Neusticomys_venezuelae","other"
"3060","Nilopegamys_plumbeus","other"
"3061","Ningaui_ridei","other"
"3062","Ningaui_timealeyi","other"
"3063","Ningaui_yvonnae","other"
"3064","Niviventer_andersoni","other"
"3065","Niviventer_brahma","other"
"3066","Niviventer_cameroni","other"
"3067","Niviventer_confucianus","other"
"3068","Niviventer_coninga","other"
"3069","Niviventer_cremoriventer","other"
"3070","Niviventer_culturatus","other"
"3071","Niviventer_eha","other"
"3072","Niviventer_excelsior","other"
"3073","Niviventer_fraternus","other"
"3074","Niviventer_fulvescens","other"
"3075","Niviventer_hinpoon","other"
"3076","Niviventer_langbianis","other"
"3077","Niviventer_lepturus","other"
"3078","Niviventer_niviventer","other"
"3079","Niviventer_rapit","other"
"3080","Niviventer_tenaster","other"
"3081","Noctilio_albiventris","bats"
"3082","Noctilio_leporinus","bats"
"3083","Nomascus_concolor","other"
"3084","Nomascus_gabriellae","other"
"3085","Nomascus_hainanus","other"
"3086","Nomascus_leucogenys","other"
"3087","Nomascus_siki","other"
"3088","Notiomys_edwardsii","other"
"3089","Notiosorex_crawfordi","other"
"3090","Notiosorex_evotis","other"
"3091","Notomys_alexis","other"
"3092","Notomys_aquilo","other"
"3093","Notomys_cervinus","other"
"3094","Notomys_fuscus","other"
"3095","Notomys_mitchellii","other"
"3096","Notopteris_macdonaldi","bats"
"3097","Notopteris_neocaledonica","bats"
"3098","Notoryctes_caurinus","other"
"3099","Notoryctes_typhlops","other"
"3100","Nyctalus_aviator","bats"
"3101","Nyctalus_azoreum","bats"
"3102","Nyctalus_furvus","bats"
"3103","Nyctalus_lasiopterus","bats"
"3104","Nyctalus_leisleri","bats"
"3105","Nyctalus_montanus","bats"
"3106","Nyctalus_noctula","bats"
"3107","Nyctalus_plancyi","bats"
"3108","Nyctereutes_procyonoides","other"
"3109","Nycteris_arge","bats"
"3110","Nycteris_aurita","bats"
"3111","Nycteris_gambiensis","bats"
"3112","Nycteris_grandis","bats"
"3113","Nycteris_hispida","bats"
"3114","Nycteris_intermedia","bats"
"3115","Nycteris_javanica","bats"
"3116","Nycteris_macrotis","bats"
"3117","Nycteris_madagascariensis","bats"
"3118","Nycteris_major","bats"
"3119","Nycteris_nana","bats"
"3120","Nycteris_parisii","bats"
"3121","Nycteris_thebaica","bats"
"3122","Nycteris_tragata","bats"
"3123","Nycteris_vinsoni","bats"
"3124","Nycteris_woodi","bats"
"3125","Nycticebus_bengalensis","other"
"3126","Nycticebus_coucang","other"
"3127","Nycticebus_pygmaeus","other"
"3128","Nycticeinops_schlieffeni","bats"
"3129","Nycticeius_aenobarbus","bats"
"3130","Nycticeius_cubanus","bats"
"3131","Nycticeius_humeralis","bats"
"3132","Nyctiellus_lepidus","bats"
"3133","Nyctimene_aello","bats"
"3134","Nyctimene_albiventer","bats"
"3135","Nyctimene_cephalotes","bats"
"3136","Nyctimene_certans","bats"
"3137","Nyctimene_cyclotis","bats"
"3138","Nyctimene_draconilla","bats"
"3139","Nyctimene_major","bats"
"3140","Nyctimene_malaitensis","bats"
"3141","Nyctimene_masalai","bats"
"3142","Nyctimene_minutus","bats"
"3143","Nyctimene_rabori","bats"
"3144","Nyctimene_robinsoni","bats"
"3145","Nyctimene_vizcaccia","bats"
"3146","Nyctinomops_aurispinosus","bats"
"3147","Nyctinomops_femorosaccus","bats"
"3148","Nyctinomops_laticaudatus","bats"
"3149","Nyctinomops_macrotis","bats"
"3150","Nyctomys_sumichrasti","other"
"3151","Nyctophilus_arnhemensis","bats"
"3152","Nyctophilus_bifax","bats"
"3153","Nyctophilus_geoffroyi","bats"
"3154","Nyctophilus_gouldi","bats"
"3155","Nyctophilus_heran","bats"
"3156","Nyctophilus_microdon","bats"
"3157","Nyctophilus_microtis","bats"
"3158","Nyctophilus_timoriensis","bats"
"3159","Nyctophilus_walkeri","bats"
"3160","Ochotona_alpina","other"
"3161","Ochotona_argentata","other"
"3162","Ochotona_cansus","other"
"3163","Ochotona_collaris","other"
"3164","Ochotona_curzoniae","other"
"3165","Ochotona_dauurica","other"
"3166","Ochotona_erythrotis","other"
"3167","Ochotona_forresti","other"
"3168","Ochotona_gaoligongensis","other"
"3169","Ochotona_gloveri","other"
"3170","Ochotona_himalayana","other"
"3171","Ochotona_huangensis","other"
"3172","Ochotona_hyperborea","other"
"3173","Ochotona_iliensis","other"
"3174","Ochotona_koslowi","other"
"3175","Ochotona_ladacensis","other"
"3176","Ochotona_macrotis","other"
"3177","Ochotona_muliensis","other"
"3178","Ochotona_nubrica","other"
"3179","Ochotona_pallasi","other"
"3180","Ochotona_princeps","other"
"3181","Ochotona_pusilla","other"
"3182","Ochotona_roylei","other"
"3183","Ochotona_rufescens","other"
"3184","Ochotona_rutila","other"
"3185","Ochotona_thibetana","other"
"3186","Ochotona_thomasi","other"
"3187","Ochotona_turuchanensis","other"
"3188","Ochrotomys_nuttalli","other"
"3189","Octodon_bridgesi","other"
"3190","Octodon_degus","other"
"3191","Octodon_lunatus","other"
"3192","Octodontomys_gliroides","other"
"3193","Octomys_mimax","other"
"3194","Odobenus_rosmarus","other"
"3195","Odocoileus_hemionus","other"
"3196","Odocoileus_virginianus","other"
"3197","Oecomys_auyantepui","other"
"3198","Oecomys_bicolor","other"
"3199","Oecomys_catherinae","other"
"3200","Oecomys_cleberi","other"
"3201","Oecomys_concolor","other"
"3202","Oecomys_flavicans","other"
"3203","Oecomys_mamorae","other"
"3204","Oecomys_paricola","other"
"3205","Oecomys_phaeotis","other"
"3206","Oecomys_rex","other"
"3207","Oecomys_roberti","other"
"3208","Oecomys_rutilus","other"
"3209","Oecomys_speciosus","other"
"3210","Oecomys_superans","other"
"3211","Oecomys_trinitatis","other"
"3212","Oenomys_hypoxanthus","other"
"3213","Oenomys_ornatus","other"
"3214","Okapia_johnstoni","other"
"3215","Olallamys_albicauda","other"
"3216","Olallamys_edax","other"
"3217","Oligoryzomys_andinus","other"
"3218","Oligoryzomys_arenalis","other"
"3219","Oligoryzomys_chacoensis","other"
"3220","Oligoryzomys_delticola","other"
"3221","Oligoryzomys_destructor","other"
"3222","Oligoryzomys_eliurus","other"
"3223","Oligoryzomys_flavescens","other"
"3224","Oligoryzomys_fornesi","other"
"3225","Oligoryzomys_fulvescens","other"
"3226","Oligoryzomys_griseolus","other"
"3227","Oligoryzomys_longicaudatus","other"
"3228","Oligoryzomys_magellanicus","other"
"3229","Oligoryzomys_microtis","other"
"3230","Oligoryzomys_nigripes","other"
"3231","Oligoryzomys_vegetus","other"
"3232","Oligoryzomys_victus","other"
"3233","Ommatophoca_rossii","other"
"3234","Ondatra_zibethicus","other"
"3235","Onychogalea_fraenata","other"
"3236","Onychogalea_unguifera","other"
"3237","Onychomys_arenicola","other"
"3238","Onychomys_leucogaster","other"
"3239","Onychomys_torridus","other"
"3240","Orcaella_brevirostris","other"
"3241","Orcinus_orca","other"
"3242","Oreamnos_americanus","other"
"3243","Oreonax_flavicauda","other"
"3244","Oreotragus_oreotragus","other"
"3245","Ornithorhynchus_anatinus","other"
"3246","Orthogeomys_cavator","other"
"3247","Orthogeomys_cherriei","other"
"3248","Orthogeomys_cuniculus","other"
"3249","Orthogeomys_dariensis","other"
"3250","Orthogeomys_grandis","other"
"3251","Orthogeomys_heterodus","other"
"3252","Orthogeomys_hispidus","other"
"3253","Orthogeomys_lanius","other"
"3254","Orthogeomys_matagalpae","other"
"3255","Orthogeomys_thaeleri","other"
"3256","Orthogeomys_underwoodi","other"
"3257","Orycteropus_afer","other"
"3258","Oryctolagus_cuniculus","other"
"3259","Oryx_beisa","other"
"3260","Oryx_dammah","other"
"3261","Oryx_gazella","other"
"3262","Oryx_leucoryx","other"
"3263","Oryzomys_albigularis","other"
"3264","Oryzomys_alfaroi","other"
"3265","Oryzomys_angouya","other"
"3266","Oryzomys_auriventer","other"
"3267","Oryzomys_balneator","other"
"3268","Oryzomys_bolivaris","other"
"3269","Oryzomys_caracolus","other"
"3270","Oryzomys_chapmani","other"
"3271","Oryzomys_couesi","other"
"3272","Oryzomys_devius","other"
"3273","Oryzomys_dimidiatus","other"
"3274","Oryzomys_galapagoensis","other"
"3275","Oryzomys_gorgasi","other"
"3276","Oryzomys_hammondi","other"
"3277","Oryzomys_keaysi","other"
"3278","Oryzomys_lamia","other"
"3279","Oryzomys_laticeps","other"
"3280","Oryzomys_legatus","other"
"3281","Oryzomys_levipes","other"
"3282","Oryzomys_macconnelli","other"
"3283","Oryzomys_megacephalus","other"
"3284","Oryzomys_melanotis","other"
